代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
600576,祥源文旅,5.83,1.78,-1.35,无,形态已成
600630,龙头股份,8.47,1.46,2.0,无,形态已成
603730,岱美股份,13.01,1.35,3.48,无,形态已成
000151,中成股份,13.24,1.21,0.35,无,形态已成
002348,高乐股份,11.35,1.18,-11.97,无,形态已成
000783,长江证券,7.82,1.17,-0.71,有,形态已成
002301,齐心集团,7.69,1.17,-0.88,有,形态已成
603060,国检集团,6.96,1.15,-2.16,无,形态已成
600403,大有能源,6.01,1.13,-4.97,无,形态已成
603916,苏博特,14.23,1.11,-0.18,有,形态已成
002194,武汉凡谷,12.5,1.11,4.62,无,形态已成
600377,宁沪高速,12.06,1.08,-3.35,无,形态已成
603616,韩建河山,6.46,1.08,0.25,无,形态已成
603399,永杉锂业,19.3,1.07,3.89,无,形态已成
603085,天成自控,11.85,1.05,-7.26,无,形态已成
601609,金田股份,13.0,1.04,0.92,有,形态已成
002522,浙江众成,7.02,1.03,2.66,无,形态已成
001965,招商公路,9.82,1.0,-0.02,无,潜伏中
003013,地铁设计,15.67,0.99,4.02,无,潜伏中
601939,建设银行,9.92,0.96,-2.55,无,潜伏中
600350,山东高速,10.49,0.96,-8.67,无,潜伏中
600198,大唐电信,9.01,0.95,2.5,有,潜伏中
603212,赛伍技术,14.27,0.95,-5.66,无,潜伏中
002962,五方光电,17.29,0.94,-7.74,无,潜伏中
605018,长华集团,15.06,0.93,-0.87,无,潜伏中
002587,奥拓电子,7.11,0.92,3.1,无,潜伏中
603466,风语筑,9.79,0.92,-10.35,无,潜伏中
000782,恒申新材,7.34,0.91,-1.9,有,潜伏中
600919,江苏银行,11.22,0.9,-1.42,无,潜伏中
000670,盈方微,8.79,0.9,-1.1,无,潜伏中
000722,湖南发展,14.36,0.89,-1.56,无,潜伏中
002516,旷达科技,6.08,0.89,1.06,无,潜伏中
000060,中金岭南,8.01,0.89,4.57,无,潜伏中
601985,中国核电,9.12,0.89,1.11,无,潜伏中
601988,中国银行,5.78,0.89,-3.15,无,潜伏中
002861,瀛通通讯,18.7,0.89,2.84,无,潜伏中
002708,光洋股份,15.18,0.88,2.82,无,潜伏中
600188,兖矿能源,19.38,0.88,-11.26,无,潜伏中
603880,南卫股份,7.7,0.88,-4.28,有,潜伏中
002350,北京科锐,14.88,0.88,-3.05,有,潜伏中
002457,青龙管业,13.09,0.87,2.44,无,潜伏中
603330,天洋新材,7.76,0.86,1.38,无,潜伏中
002174,游族网络,11.62,0.86,3.6,有,潜伏中
601963,重庆银行,10.85,0.83,-6.56,无,潜伏中
002443,金洲管道,11.47,0.82,-0.9,有,潜伏中
601838,成都银行,18.66,0.81,-1.7,无,潜伏中
000429,粤高速Ａ,13.56,0.81,0.21,无,潜伏中
002387,维信诺,8.3,0.81,-1.52,无,潜伏中
603637,镇海股份,18.72,0.8,-0.2,无,潜伏中
