代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
603633,徕木股份,8.72,2.24,3.02,有,形态已成
600546,山煤国际,14.11,2.14,3.46,有,形态已成
000881,中广核技,7.86,2.03,1.31,无,形态已成
600727,鲁北化工,8.28,1.79,0.15,有,形态已成
600012,皖通高速,15.88,1.71,-0.81,有,形态已成
000759,中百集团,5.7,1.68,3.86,有,形态已成
603768,常青股份,11.2,1.66,-4.55,无,形态已成
603637,镇海股份,17.96,1.63,-3.21,有,形态已成
000530,冰山冷热,6.24,1.62,3.04,有,形态已成
000519,中兵红箭,19.26,1.62,4.06,无,形态已成
600027,华电国际,5.44,1.58,2.26,无,形态已成
000582,北部湾港,12.52,1.58,-2.42,无,形态已成
002057,中钢天源,9.82,1.57,2.81,无,形态已成
600630,龙头股份,8.4,1.55,3.81,无,形态已成
000823,超声电子,17.61,1.55,4.67,无,形态已成
000920,沃顿科技,12.42,1.5,4.05,无,形态已成
002319,乐通股份,11.99,1.5,1.58,有,形态已成
603006,联明股份,13.97,1.47,-0.58,无,形态已成
002243,力合科创,9.26,1.43,3.33,无,形态已成
600110,诺德股份,11.29,1.39,2.43,有,形态已成
603327,福蓉科技,10.66,1.38,-0.3,有,形态已成
600350,山东高速,11.26,1.35,-2.63,无,形态已成
600674,川投能源,15.57,1.33,2.19,有,形态已成
000716,黑芝麻,5.33,1.33,-2.81,无,形态已成
603995,甬金股份,18.9,1.31,-2.31,有,形态已成
600795,国电电力,5.16,1.31,3.16,无,形态已成
002406,远东传动,8.07,1.3,-3.4,无,形态已成
601298,青岛港,9.34,1.3,3.23,有,形态已成
600906,财达证券,6.66,1.29,2.87,无,形态已成
002678,珠江钢琴,6.25,1.29,1.76,有,形态已成
603015,弘讯科技,12.89,1.28,4.42,无,形态已成
600558,大西洋,5.64,1.27,-0.56,无,形态已成
002055,得润电子,6.72,1.26,1.08,无,形态已成
600377,宁沪高速,12.68,1.26,1.85,有,形态已成
600573,惠泉啤酒,12.3,1.25,-5.96,无,形态已成
601985,中国核电,9.25,1.25,2.3,无,形态已成
603002,宏昌电子,16.75,1.25,4.58,有,形态已成
603399,永杉锂业,17.28,1.24,-11.59,无,形态已成
002235,安妮股份,10.6,1.24,-2.75,无,形态已成
600642,申能股份,10.12,1.23,3.75,无,形态已成
002012,凯恩股份,7.62,1.22,1.68,无,形态已成
002351,漫步者,10.96,1.22,-2.02,无,形态已成
000630,铜陵有色,6.49,1.21,-0.58,无,形态已成
601566,九牧王,11.19,1.21,-3.08,无,形态已成
