代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
605180,华生科技,13.46,2.86,-12.28,无,形态已成
603779,威龙股份,9.81,2.54,2.83,有,形态已成
603725,天安新材,11.1,2.31,3.95,无,形态已成
001366,播恩集团,14.9,2.29,-4.18,有,形态已成
002184,海得控制,12.1,2.26,0.28,无,形态已成
600203,福日电子,12.82,2.21,1.42,无,形态已成
000417,合百集团,7.5,2.2,-2.85,无,形态已成
603223,恒通股份,9.91,2.16,2.46,有,形态已成
002516,旷达科技,6.05,2.05,-1.31,无,形态已成
002855,捷荣技术,11.57,1.98,-5.98,无,形态已成
002137,实益达,8.49,1.85,-0.05,无,形态已成
003037,三和管桩,7.28,1.84,2.56,无,形态已成
603578,三星新材,15.12,1.84,4.22,有,形态已成
603006,联明股份,13.81,1.81,-1.0,无,形态已成
600784,鲁银投资,7.57,1.79,-0.58,无,形态已成
002845,同兴达,15.08,1.76,2.43,无,形态已成
002077,大港股份,17.0,1.76,-0.93,无,形态已成
600143,金发科技,16.91,1.75,-3.19,无,形态已成
000823,超声电子,16.26,1.74,-0.11,有,形态已成
002571,德力股份,12.1,1.72,3.12,无,形态已成
600889,南京化纤,15.95,1.72,2.32,有,形态已成
002527,新时达,14.05,1.72,2.41,无,形态已成
002167,东方锆业,13.4,1.7,3.32,无,形态已成
002465,海格通信,15.84,1.66,-1.55,无,形态已成
600596,新安股份,12.05,1.66,-2.3,无,形态已成
000682,东方电子,13.99,1.63,4.01,无,形态已成
603768,常青股份,11.68,1.6,-1.58,无,形态已成
603206,嘉环科技,16.92,1.59,-3.18,有,形态已成
603458,勘设股份,12.89,1.59,-1.1,有,形态已成
603677,奇精机械,17.07,1.59,1.83,无,形态已成
002171,楚江新材,11.92,1.56,1.76,无,形态已成
002962,五方光电,18.48,1.56,2.48,有,形态已成
605018,长华集团,13.57,1.55,1.47,有,形态已成
002635,安洁科技,16.64,1.55,-2.87,有,形态已成
002452,长高电新,11.57,1.54,2.75,无,形态已成
002786,银宝山新,8.41,1.52,1.35,无,形态已成
002860,星帅尔,13.03,1.5,-2.5,有,形态已成
002917,金奥博,13.55,1.49,-0.69,有,形态已成
603010,万盛股份,14.82,1.46,4.35,无,形态已成
002918,蒙娜丽莎,13.46,1.45,-2.65,无,形态已成
605399,晨光新材,14.25,1.42,-4.38,无,形态已成
600577,精达股份,13.0,1.42,-5.34,无,形态已成
000819,岳阳兴长,14.83,1.41,-6.78,无,形态已成
600707,彩虹股份,9.77,1.41,0.66,无,形态已成
601677,明泰铝业,18.69,1.4,3.8,有,形态已成
600999,招商证券,16.99,1.39,3.9,无,形态已成
002051,中工国际,11.01,1.39,1.53,有,形态已成
600795,国电电力,5.15,1.39,4.72,无,形态已成
600573,惠泉啤酒,13.33,1.39,-0.28,无,形态已成
605007,五洲特纸,14.16,1.38,-6.08,有,形态已成
600552,凯盛科技,17.93,1.37,4.26,有,形态已成
603527,众源新材,13.61,1.37,2.58,无,形态已成
600151,航天机电,13.77,1.37,-5.61,有,形态已成
002678,珠江钢琴,6.01,1.36,-1.31,有,形态已成
601636,旗滨集团,6.69,1.35,3.3,无,形态已成
603356,华菱精工,18.04,1.34,-6.35,无,形态已成
600116,三峡水利,6.92,1.33,3.19,无,形态已成
002125,湘潭电化,14.81,1.33,-0.52,无,形态已成
000695,滨海能源,15.14,1.33,-2.1,有,形态已成
601901,方正证券,6.89,1.32,-2.55,无,形态已成
601988,中国银行,5.86,1.32,1.24,无,形态已成
000700,模塑科技,14.18,1.31,1.29,无,形态已成
600919,江苏银行,11.29,1.3,0.46,无,形态已成
603466,风语筑,10.62,1.3,2.83,无,形态已成
002208,合肥城建,17.06,1.29,-2.36,无,形态已成
600769,祥龙电业,15.05,1.29,-16.18,无,形态已成
601519,大智慧,10.04,1.29,-4.44,无,形态已成
603158,腾龙股份,14.6,1.29,0.87,有,形态已成
003013,地铁设计,14.65,1.29,3.56,无,形态已成
601298,青岛港,9.13,1.29,2.01,有,形态已成
601059,信达证券,17.2,1.29,1.46,无,形态已成
603806,福斯特,17.9,1.29,-0.91,无,形态已成
000612,焦作万方,11.56,1.28,-7.46,有,形态已成
000598,兴蓉环境,7.01,1.28,3.67,无,形态已成
000795,英洛华,8.83,1.28,-3.88,有,形态已成
601699,潞安环能,16.0,1.27,4.19,无,形态已成
002196,方正电机,13.53,1.27,-9.4,无,形态已成
