代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
000795,英洛华,9.03,0.85,-1.27,有,潜伏中
002516,旷达科技,5.92,0.85,-2.98,无,潜伏中
601061,中信金属,12.44,0.85,-8.03,无,潜伏中
603617,君禾股份,7.31,0.84,-3.41,无,潜伏中
002465,海格通信,14.91,0.84,-5.94,无,潜伏中
600153,建发股份,9.7,0.84,-0.86,无,潜伏中
603601,再升科技,15.57,0.84,-14.27,无,潜伏中
002745,木林森,10.3,0.83,2.98,无,潜伏中
601098,中南传媒,11.13,0.83,-0.73,有,潜伏中
600969,郴电国际,10.85,0.83,-0.71,无,潜伏中
600601,方正科技,12.62,0.82,-0.57,无,潜伏中
601609,金田股份,13.09,0.82,4.42,无,潜伏中
002194,武汉凡谷,11.04,0.82,-8.28,无,潜伏中
002515,金字火腿,6.92,0.82,0.96,无,潜伏中
603682,锦和商管,8.56,0.81,-1.77,有,潜伏中
002737,葵花药业,12.51,0.81,-4.59,有,潜伏中
000060,中金岭南,7.8,0.8,1.48,无,潜伏中
002563,森马服饰,5.41,0.8,-4.99,有,潜伏中
