代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
003013,地铁设计,15.27,2.48,0.38,无,形态已成
002577,雷柏科技,17.84,1.52,-2.46,无,形态已成
002171,楚江新材,14.21,1.45,4.56,无,形态已成
002700,万憬能源,7.16,1.34,-9.78,无,形态已成
000060,中金岭南,7.68,1.32,-0.03,无,形态已成
600458,时代新材,15.71,1.26,4.89,无,形态已成
002387,维信诺,8.84,1.22,4.39,无,形态已成
000759,中百集团,5.74,1.2,-3.17,无,形态已成
603725,天安新材,11.74,1.19,1.75,有,形态已成
002208,合肥城建,16.71,1.16,-0.75,有,形态已成
600719,大连热电,8.52,1.14,-3.69,有,形态已成
000920,沃顿科技,14.27,1.13,3.57,无,形态已成
002169,智光电气,14.91,1.1,-2.26,无,形态已成
600919,江苏银行,11.09,1.09,-2.5,无,形态已成
002962,五方光电,19.34,1.08,2.81,无,形态已成
002845,同兴达,15.88,1.07,3.51,无,形态已成
600063,皖维高新,7.86,1.05,0.9,无,形态已成
601838,成都银行,17.96,1.04,-4.8,无,形态已成
001965,招商公路,9.5,1.03,-2.26,无,形态已成
601939,建设银行,9.78,1.02,-3.32,无,形态已成
000859,国风新材,10.13,1.01,-5.91,无,形态已成
600483,福能股份,10.55,0.99,-6.46,无,潜伏中
600730,中国高科,11.31,0.99,-12.8,有,潜伏中
002832,比音勒芬,20.0,0.97,-1.72,无,潜伏中
603135,中重科技,12.23,0.97,-0.5,无,潜伏中
603527,众源新材,12.81,0.96,-6.13,无,潜伏中
601985,中国核电,8.93,0.96,-1.48,无,潜伏中
600903,贵州燃气,7.26,0.95,-13.45,有,潜伏中
002456,欧菲光,9.52,0.93,2.72,无,潜伏中
002534,西子洁能,19.1,0.93,-5.23,无,潜伏中
600601,方正科技,13.0,0.93,-1.72,无,潜伏中
600350,山东高速,10.85,0.92,-3.21,无,潜伏中
000700,模塑科技,14.13,0.89,-6.36,有,潜伏中
002815,崇达技术,17.68,0.88,-0.47,无,潜伏中
002856,美芝股份,17.51,0.87,-20.1,有,潜伏中
002735,王子新材,16.6,0.87,-5.93,无,潜伏中
003025,思进智能,14.0,0.87,-8.66,无,潜伏中
000026,飞亚达,19.72,0.87,-8.66,有,潜伏中
603330,天洋新材,7.59,0.86,-2.49,无,潜伏中
600012,皖通高速,15.94,0.84,-2.08,无,潜伏中
002669,康达新材,16.57,0.83,0.86,无,潜伏中
002457,青龙管业,12.26,0.83,-2.31,无,潜伏中
002072,凯瑞德,8.13,0.82,-5.24,无,潜伏中
601699,潞安环能,14.9,0.81,-11.81,有,潜伏中
