代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
603135,中重科技,12.02,3.25,-0.83,无,形态已成
002319,乐通股份,11.49,2.07,-1.93,无,形态已成
002137,实益达,9.2,2.01,1.61,无,形态已成
603070,万控智造,14.58,1.98,-11.09,无,形态已成
603356,华菱精工,18.34,1.92,-2.54,无,形态已成
600063,皖维高新,7.41,1.8,4.31,无,形态已成
600573,惠泉啤酒,13.59,1.55,3.74,无,形态已成
002584,西陇科学,7.93,1.54,0.41,无,形态已成
000837,秦川机床,12.2,1.52,0.3,无,形态已成
000958,电投产融,6.41,1.5,4.3,无,形态已成
002446,盛路通信,10.5,1.48,1.55,无,形态已成
601298,青岛港,9.24,1.47,1.43,无,形态已成
002527,新时达,13.57,1.47,-4.14,无,形态已成
600377,宁沪高速,12.54,1.46,0.18,无,形态已成
002129,TCL中环,9.98,1.44,3.23,无,形态已成
600366,宁波韵升,13.28,1.44,2.53,无,形态已成
002587,奥拓电子,6.58,1.43,-4.47,无,形态已成
002106,莱宝高科,12.16,1.43,2.18,无,形态已成
600012,皖通高速,16.46,1.4,1.89,无,形态已成
002387,维信诺,7.91,1.39,-5.45,无,形态已成
603616,韩建河山,6.67,1.38,3.38,无,形态已成
600552,凯盛科技,19.0,1.38,0.39,无,形态已成
600078,澄星股份,12.85,1.35,-6.94,无,形态已成
002164,宁波东力,13.27,1.33,-2.48,无,形态已成
601665,齐鲁银行,6.45,1.33,4.17,无,形态已成
603466,风语筑,11.45,1.29,4.47,无,形态已成
002520,日发精机,6.41,1.29,-0.12,有,形态已成
002695,煌上煌,11.79,1.28,-1.86,无,形态已成
002815,崇达技术,17.15,1.27,2.85,无,形态已成
600576,祥源文旅,6.18,1.27,4.78,无,形态已成
002871,伟隆股份,20.0,1.26,-2.79,无,形态已成
601636,旗滨集团,6.51,1.24,-2.46,无,形态已成
002669,康达新材,15.5,1.23,1.16,无,形态已成
000859,国风新材,10.76,1.23,3.03,无,形态已成
002708,光洋股份,13.1,1.23,-11.69,无,形态已成
603578,三星新材,12.84,1.22,-12.69,无,形态已成
002823,凯中精密,16.62,1.21,-6.86,无,形态已成
600350,山东高速,11.2,1.21,-3.3,无,形态已成
600919,江苏银行,11.89,1.21,4.54,无,形态已成
603006,联明股份,12.79,1.2,-7.16,无,形态已成
600237,铜峰电子,9.71,1.2,-5.27,无,形态已成
002951,金时科技,15.75,1.19,-10.96,无,形态已成
600707,彩虹股份,9.86,1.18,-7.21,无,形态已成
603730,岱美股份,12.5,1.17,2.27,无,形态已成
601963,重庆银行,11.93,1.17,2.97,无,形态已成
603916,苏博特,14.35,1.17,-0.43,有,形态已成
002457,青龙管业,12.95,1.16,2.92,无,形态已成
603213,镇洋发展,14.75,1.15,3.77,无,形态已成
603488,展鹏科技,12.09,1.14,2.91,无,形态已成
603928,兴业股份,15.09,1.13,-4.28,无,形态已成
002608,江苏国信,8.76,1.12,-0.3,无,形态已成
603995,甬金股份,19.63,1.1,1.77,无,形态已成
603010,万盛股份,13.23,1.1,-5.78,无,形态已成
002962,五方光电,17.3,1.1,-8.62,无,形态已成
600123,兰花科创,6.99,1.09,2.49,无,形态已成
603725,天安新材,10.88,1.09,-4.75,无,形态已成
002579,中京电子,15.1,1.07,-2.53,无,形态已成
002194,武汉凡谷,11.37,1.06,-5.12,无,形态已成
600703,三安光电,13.92,1.06,-11.71,无,形态已成
002516,旷达科技,5.84,1.06,-3.31,无,形态已成
002737,葵花药业,12.44,1.05,-3.83,有,形态已成
600018,上港集团,5.04,1.05,-0.87,无,形态已成
603527,众源新材,13.63,1.04,1.58,无,形态已成
002403,爱仕达,10.06,1.04,-7.02,无,形态已成
603112,华翔股份,18.26,1.04,-12.2,无,形态已成
002845,同兴达,14.18,1.03,-5.69,无,形态已成
000042,中洲控股,8.95,1.03,-8.41,有,形态已成
600889,南京化纤,16.18,1.03,2.74,无,形态已成
002757,南兴股份,19.72,1.02,-21.85,有,形态已成
002068,黑猫股份,10.08,1.02,-0.24,无,形态已成
603602,纵横通信,12.72,1.01,-4.38,无,形态已成
600546,山煤国际,13.27,1.01,-2.44,有,形态已成
002571,德力股份,11.66,1.0,-2.44,无,形态已成
600727,鲁北化工,7.74,1.0,-5.36,无,形态已成
601677,明泰铝业,16.98,1.0,-5.68,无,潜伏中
600198,大唐电信,9.19,0.99,3.84,有,潜伏中
001965,招商公路,9.74,0.98,-1.08,无,潜伏中
003013,地铁设计,14.95,0.98,1.65,无,潜伏中
601918,新集能源,9.95,0.98,2.94,无,潜伏中
600189,泉阳泉,7.85,0.98,-3.82,无,潜伏中
000519,中兵红箭,19.1,0.98,2.12,无,潜伏中
001330,博纳影业,7.07,0.98,-16.55,无,潜伏中
000037,深南电A,11.25,0.98,3.5,有,潜伏中
000567,海德股份,5.66,0.97,-6.26,有,潜伏中
600971,恒源煤电,7.94,0.97,1.87,无,潜伏中
002615,哈尔斯,7.94,0.95,-3.08,无,潜伏中
600674,川投能源,15.6,0.94,2.5,无,潜伏中
002892,科力尔,10.5,0.93,-4.6,无,潜伏中
600977,中国电影,13.77,0.93,-4.08,无,潜伏中
600483,福能股份,11.61,0.93,3.61,无,潜伏中
600888,新疆众和,10.92,0.92,4.78,无,潜伏中
600098,广州发展,6.99,0.91,-5.9,无,潜伏中
603085,天成自控,11.74,0.91,-11.15,无,潜伏中
002577,雷柏科技,18.28,0.91,-0.58,无,潜伏中
600883,博闻科技,7.96,0.91,-7.33,无,潜伏中
002174,游族网络,10.08,0.91,-10.67,有,潜伏中
600508,上海能源,13.14,0.91,-3.34,无,潜伏中
601882,海天精工,19.96,0.91,-9.5,无,潜伏中
603505,金石资源,18.77,0.9,-4.7,有,潜伏中
600999,招商证券,17.69,0.9,4.43,无,潜伏中
002806,华锋股份,17.11,0.9,-1.49,无,潜伏中
001289,龙源电力,17.63,0.9,-1.1,无,潜伏中
601107,四川成渝,5.94,0.89,-3.63,无,潜伏中
002611,东方精工,18.41,0.89,1.0,无,潜伏中
601985,中国核电,9.24,0.88,2.39,无,潜伏中
603001,奥康国际,9.64,0.88,-1.51,无,潜伏中
600088,中视传媒,14.22,0.87,-9.22,无,潜伏中
