代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
002860,星帅尔,13.09,0.87,-2.24,无,潜伏中
603386,骏亚科技,17.23,0.87,3.19,无,潜伏中
601728,中国电信,6.05,0.87,-1.43,有,潜伏中
002245,蔚蓝锂芯,19.26,0.87,-9.85,无,潜伏中
002522,浙江众成,6.85,0.87,0.56,无,潜伏中
603278,大业股份,11.83,0.87,-13.03,有,潜伏中
002169,智光电气,14.94,0.86,-6.75,无,潜伏中
603158,腾龙股份,12.76,0.86,-12.35,无,潜伏中
600578,京能电力,7.49,0.86,-7.67,无,潜伏中
002348,高乐股份,11.4,0.86,-14.72,无,潜伏中
600333,长春燃气,5.48,0.86,-3.99,无,潜伏中
600558,大西洋,5.42,0.85,-2.9,无,潜伏中
002334,英威腾,8.11,0.84,-7.61,无,潜伏中
600246,万通发展,16.07,0.83,2.19,无,潜伏中
600336,澳柯玛,7.14,0.83,-9.41,无,潜伏中
603915,国茂股份,15.1,0.83,-11.12,无,潜伏中
002861,瀛通通讯,17.79,0.83,-1.37,无,潜伏中
000060,中金岭南,7.56,0.82,0.29,无,潜伏中
603697,有友食品,11.45,0.82,3.08,无,潜伏中
001286,陕西能源,12.23,0.82,1.43,无,潜伏中
603439,贵州三力,14.95,0.82,0.08,无,潜伏中
601222,林洋能源,6.23,0.81,-1.52,无,潜伏中
000598,兴蓉环境,7.03,0.81,3.17,无,潜伏中
603598,引力传媒,18.9,0.81,-13.72,无,潜伏中
600163,中闽能源,6.23,0.81,-4.68,无,潜伏中
600101,明星电力,9.15,0.8,-6.8,无,潜伏中
600995,南网储能,13.4,0.8,-8.31,无,潜伏中
600203,福日电子,11.12,0.8,-9.97,无,潜伏中
