代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
600848,上海临港,9.29,0.85,-4.42,无,潜伏中
603015,弘讯科技,12.31,0.85,0.23,有,潜伏中
600538,国发股份,6.8,0.84,2.66,无,潜伏中
605336,帅丰电器,15.78,0.84,3.15,无,潜伏中
603305,旭升集团,15.45,0.84,4.03,无,潜伏中
603680,今创集团,13.05,0.84,0.74,有,潜伏中
600493,凤竹纺织,7.06,0.84,-2.67,无,潜伏中
600416,湘电股份,12.71,0.84,2.01,有,潜伏中
600857,宁波中百,11.99,0.83,0.52,无,潜伏中
603079,圣达生物,16.82,0.83,-0.07,有,潜伏中
603697,有友食品,10.22,0.82,0.51,无,潜伏中
603086,先达股份,7.57,0.82,0.64,有,潜伏中
000058,深 赛 格,8.12,0.82,1.32,无,潜伏中
600172,黄河旋风,8.46,0.82,2.25,有,潜伏中
600728,佳都科技,5.68,0.82,1.1,有,潜伏中
002617,露笑科技,7.96,0.81,4.33,有,潜伏中
603505,金石资源,18.29,0.81,2.72,有,潜伏中
000633,合金投资,6.54,0.81,-1.98,无,潜伏中
002258,利尔化学,13.78,0.81,-4.17,有,潜伏中
000948,南天信息,15.38,0.81,0.96,有,潜伏中
002772,众兴菌业,18.06,0.81,4.67,有,潜伏中
002131,利欧股份,7.98,0.8,2.86,无,潜伏中
001205,盛航股份,14.75,0.8,1.85,有,潜伏中
603969,银龙股份,9.27,0.8,0.7,有,潜伏中
002094,青岛金王,6.1,0.8,-4.27,有,潜伏中
