代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
002909,集泰股份,6.65,0.83,0.09,无,潜伏中
600776,东方通信,15.53,0.83,1.61,无,潜伏中
000712,锦龙股份,10.43,0.83,-0.87,有,潜伏中
600531,豫光金铅,13.55,0.83,-0.69,有,潜伏中
600712,南宁百货,6.03,0.83,-2.8,无,潜伏中
600778,友好集团,6.41,0.83,-0.71,无,潜伏中
603017,中衡设计,13.39,0.82,-2.8,无,潜伏中
603359,东珠生态,5.88,0.82,-2.49,无,潜伏中
002871,伟隆股份,17.06,0.82,-1.19,无,潜伏中
605300,佳禾食品,10.81,0.82,-0.11,无,潜伏中
600279,重庆港,5.01,0.82,-2.83,有,潜伏中
000567,海德股份,5.16,0.82,-1.71,有,潜伏中
605122,四方新材,12.82,0.82,-1.14,无,潜伏中
002617,露笑科技,7.65,0.82,-2.1,有,潜伏中
603982,泉峰汽车,7.82,0.82,0.23,无,潜伏中
002716,湖南白银,11.92,0.82,-1.96,无,潜伏中
002731,萃华珠宝,7.16,0.82,-4.38,无,潜伏中
000710,贝瑞基因,10.35,0.82,-2.21,无,潜伏中
603528,多伦科技,8.11,0.82,-0.88,无,潜伏中
600469,风神股份,6.68,0.82,-1.47,有,潜伏中
002591,恒大高新,6.79,0.82,-1.62,无,潜伏中
603703,盛洋科技,13.15,0.81,3.92,无,潜伏中
603915,国茂股份,15.09,0.81,-0.22,无,潜伏中
002033,丽江股份,9.17,0.81,-0.17,无,潜伏中
600706,曲江文旅,9.45,0.81,-2.94,无,潜伏中
603177,德创环保,11.0,0.81,-1.91,有,潜伏中
600152,维科技术,9.83,0.8,1.15,无,潜伏中
600416,湘电股份,12.3,0.8,-4.59,有,潜伏中
000715,中兴商业,5.73,0.8,-0.93,无,潜伏中
603022,新通联,10.37,0.8,-0.8,无,潜伏中
