代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
601002,晋亿实业,5.14,2.36,-4.25,无,形态已成
000913,钱江摩托,14.54,2.35,-3.2,无,形态已成
000753,漳州发展,7.03,2.32,2.54,无,形态已成
600250,南京商旅,12.37,2.26,4.05,无,形态已成
002644,佛慈制药,8.64,2.21,-0.48,有,形态已成
603819,神力股份,13.16,2.18,3.67,无,形态已成
002972,科安达,12.6,2.15,2.92,无,形态已成
002454,松芝股份,9.03,2.14,3.7,无,形态已成
002907,华森制药,14.27,2.1,2.24,无,形态已成
600724,宁波富达,6.42,1.96,2.92,无,形态已成
003042,中农联合,16.6,1.93,-5.97,无,形态已成
000546,金圆股份,6.04,1.93,-1.85,无,形态已成
603766,隆鑫通用,14.29,1.91,-2.93,无,形态已成
605388,均瑶健康,6.38,1.84,-3.57,无,形态已成
600996,贵广网络,9.43,1.84,4.73,无,形态已成
603886,元祖股份,12.88,1.82,2.74,无,形态已成
002858,力盛体育,14.06,1.79,-5.89,无,形态已成
000967,盈峰环境,9.01,1.76,3.09,无,形态已成
600802,福建水泥,5.83,1.72,-2.93,无,形态已成
000065,北方国际,13.97,1.72,3.39,无,形态已成
002763,汇洁股份,7.66,1.7,-0.75,无,形态已成
002790,瑞尔特,7.92,1.68,-0.35,无,形态已成
002016,世荣兆业,5.57,1.68,-4.46,无,形态已成
000048,京基智农,17.24,1.66,-11.47,无,形态已成
600099,林海股份,10.61,1.64,-2.52,无,形态已成
002471,中超控股,8.42,1.64,-1.77,无,形态已成
002342,巨力索具,12.78,1.62,-1.07,有,形态已成
600163,中闽能源,6.05,1.56,-10.32,无,形态已成
605189,富春染织,14.0,1.56,-1.48,无,形态已成
600158,中体产业,10.79,1.55,0.94,无,形态已成
000566,海南海药,5.33,1.51,-2.67,无,形态已成
002201,九鼎新材,11.0,1.5,-3.78,有,形态已成
603668,天马科技,13.37,1.49,3.04,无,形态已成
002702,海欣食品,5.27,1.48,-7.9,有,形态已成
600419,天润乳业,9.49,1.48,0.85,无,形态已成
600222,太龙药业,7.32,1.47,1.16,无,形态已成
002676,顺威股份,6.82,1.47,-1.53,无,形态已成
002107,沃华医药,6.94,1.44,4.24,无,形态已成
002020,京新药业,16.42,1.42,4.13,无,形态已成
002097,山河智能,9.59,1.41,-7.56,无,形态已成
002096,易普力,11.34,1.41,-13.54,无,形态已成
000987,越秀资本,8.03,1.4,-7.21,无,形态已成
002029,七 匹 狼,9.43,1.39,-7.08,无,形态已成
000695,滨海能源,11.73,1.39,-12.24,无,形态已成
002166,莱茵生物,9.04,1.38,0.18,无,形态已成
002181,粤 传 媒,10.74,1.38,0.3,有,形态已成
002083,孚日股份,11.86,1.38,4.64,无,形态已成
002333,罗普斯金,5.22,1.37,-7.12,无,形态已成
000995,皇台酒业,12.61,1.37,-13.05,无,形态已成
603399,永杉锂业,10.9,1.37,-0.26,无,形态已成
603033,三维股份,10.78,1.37,3.87,无,形态已成
600692,亚通股份,7.78,1.36,-2.48,无,形态已成
600682,南京新百,7.16,1.36,1.7,无,形态已成
000710,贝瑞基因,10.31,1.35,-5.22,无,形态已成
603808,歌力思,10.03,1.35,0.95,无,形态已成
600643,爱建集团,5.16,1.34,4.45,无,形态已成
000863,三湘印象,5.2,1.34,-4.24,无,形态已成
605001,威奥股份,7.11,1.33,-6.69,无,形态已成
000957,中通客车,10.93,1.32,-1.37,无,形态已成
002825,纳尔股份,9.97,1.32,-4.85,无,形态已成
603458,勘设股份,10.06,1.32,-1.66,无,形态已成
600241,时代万恒,8.65,1.32,-4.8,无,形态已成
603909,建发合诚,10.67,1.3,-4.87,无,形态已成
600817,宇通重工,11.22,1.3,-2.55,无,形态已成
002579,中京电子,12.35,1.29,1.95,无,形态已成
600152,维科技术,9.49,1.28,-1.45,无,形态已成
600429,三元股份,5.85,1.27,3.8,无,形态已成
002532,天山铝业,17.29,1.27,0.79,无,形态已成
600258,首旅酒店,15.31,1.27,-6.7,无,形态已成
000670,盈方微,7.11,1.27,-13.06,无,形态已成
002117,东港股份,9.43,1.26,-10.38,无,形态已成
603967,中创物流,12.86,1.26,-1.17,无,形态已成
000524,岭南控股,10.4,1.26,-14.99,无,形态已成
002639,雪人集团,19.8,1.25,2.03,有,形态已成
000810,创维数字,10.6,1.25,-2.97,无,形态已成
002275,桂林三金,14.3,1.24,1.62,无,形态已成
601598,中国外运,6.27,1.23,4.81,无,形态已成
600257,大湖股份,6.79,1.23,2.32,无,形态已成
000061,农 产 品,7.09,1.23,-15.29,无,形态已成
002519,银河电子,7.67,1.22,-5.45,有,形态已成
600719,大连热电,6.28,1.22,-7.05,无,形态已成
002277,友阿股份,5.61,1.22,-13.37,无,形态已成
600127,金健米业,7.26,1.21,2.08,无,形态已成
603189,网达软件,18.03,1.21,-6.73,无,形态已成
002043,兔 宝 宝,13.96,1.21,-7.12,无,形态已成
603997,继峰股份,11.99,1.21,-4.43,无,形态已成
603536,惠发食品,9.52,1.2,-4.07,无,形态已成
000739,普洛药业,17.6,1.2,0.73,无,形态已成
603277,银都股份,14.0,1.2,-5.33,无,形态已成
000789,万年青,5.08,1.19,-7.77,无,形态已成
603679,华体科技,12.77,1.19,-13.59,无,形态已成
002284,亚太股份,13.35,1.19,-8.76,无,形态已成
603628,清源股份,13.28,1.19,-10.74,无,形态已成
002806,华锋股份,13.06,1.17,-8.68,有,形态已成
600422,昆药集团,11.46,1.17,-2.48,无,形态已成
600151,航天机电,12.64,1.16,-5.9,无,形态已成
002404,嘉欣丝绸,6.68,1.16,-2.62,无,形态已成
601068,中铝国际,5.58,1.15,-6.16,有,形态已成
605050,福然德,12.72,1.15,-5.93,无,形态已成
600711,盛屯矿业,13.2,1.15,0.4,无,形态已成
605228,神通科技,13.38,1.15,-1.14,无,形态已成
002624,完美世界,19.21,1.13,1.41,无,形态已成
002688,金河生物,5.79,1.13,-3.56,无,形态已成
600135,乐凯胶片,9.44,1.13,-5.54,无,形态已成
603697,有友食品,9.85,1.13,-9.08,有,形态已成
603890,春秋电子,13.78,1.13,-2.06,无,形态已成
002695,煌上煌,10.47,1.12,0.48,无,形态已成
600106,重庆路桥,5.87,1.12,1.66,无,形态已成
600970,中材国际,10.45,1.12,-1.53,无,形态已成
603238,诺邦股份,14.92,1.12,-8.98,无,形态已成
002611,东方精工,16.91,1.12,-0.88,无,形态已成
600189,泉阳泉,7.23,1.12,-7.87,无,形态已成
002565,顺灏股份,15.2,1.11,3.64,无,形态已成
605500,森林包装,8.71,1.11,-3.2,无,形态已成
000572,海马汽车,5.4,1.11,-10.66,无,形态已成
600493,凤竹纺织,7.04,1.11,-4.89,无,形态已成
002053,云南能投,10.92,1.1,-11.74,无,形态已成
600651,飞乐音响,7.31,1.1,0.38,无,形态已成
605555,德昌股份,14.97,1.09,-5.87,有,形态已成
600359,新农开发,6.8,1.09,-6.41,有,形态已成
600338,西藏珠峰,16.51,1.09,-3.75,无,形态已成
603515,欧普照明,19.62,1.09,3.3,无,形态已成
605006,山东玻纤,9.18,1.09,0.99,有,形态已成
002209,达 意 隆,15.35,1.09,-0.45,无,形态已成
600156,华升股份,7.18,1.09,-10.43,无,形态已成
605303,园林股份,17.77,1.09,1.6,无,形态已成
605122,四方新材,12.23,1.08,-7.25,无,形态已成
603803,瑞斯康达,13.21,1.08,2.91,无,形态已成
002731,萃华珠宝,7.11,1.08,-7.4,无,形态已成
600576,祥源文旅,5.67,1.07,-8.01,无,形态已成
001376,百通能源,14.65,1.07,-19.37,无,形态已成
603165,荣晟环保,14.55,1.07,-0.18,无,形态已成
600463,空港股份,9.59,1.07,-7.04,无,形态已成
002245,蔚蓝锂芯,16.45,1.07,-5.58,无,形态已成
600219,南山铝业,5.94,1.06,-9.04,无,形态已成
601600,中国铝业,11.21,1.06,-9.93,无,形态已成
002203,海亮股份,15.04,1.06,4.97,无,形态已成
600268,国电南自,14.03,1.06,-3.68,无,形态已成
000993,闽东电力,13.1,1.05,-9.25,无,形态已成
002732,燕塘乳业,15.67,1.05,-7.14,无,形态已成
600768,宁波富邦,16.25,1.05,-3.69,无,形态已成
601288,农业银行,6.84,1.04,2.4,无,形态已成
002800,天顺股份,18.62,1.04,-15.94,无,形态已成
600039,四川路桥,9.54,1.04,-4.14,无,形态已成
600730,中国高科,9.07,1.04,-2.6,无,形态已成
603187,海容冷链,14.0,1.03,-10.23,无,形态已成
603903,中持股份,11.15,1.03,-4.31,无,形态已成
002413,雷科防务,12.8,1.03,-5.6,有,形态已成
002188,中天服务,6.06,1.03,-8.71,无,形态已成
603703,盛洋科技,12.12,1.03,-5.47,无,形态已成
601319,中国人保,7.35,1.03,-8.4,无,形态已成
603328,依顿电子,11.12,1.03,-6.51,无,形态已成
002320,海峡股份,8.37,1.02,-9.2,无,形态已成
600901,江苏金租,6.7,1.02,2.35,无,形态已成
603335,迪生力,5.61,1.02,-4.82,无,形态已成
603898,好莱客,13.01,1.02,-10.02,无,形态已成
002871,伟隆股份,15.99,1.01,-11.49,无,形态已成
000006,深振业Ａ,8.15,1.01,-7.55,无,形态已成
603022,新通联,9.8,1.01,-8.08,无,形态已成
603313,梦百合,7.82,1.01,-8.5,无,形态已成
002802,洪汇新材,12.24,1.01,-6.64,无,形态已成
002099,海翔药业,6.81,1.01,-4.33,有,形态已成
603871,嘉友国际,12.96,1.01,-10.65,无,形态已成
600897,厦门空港,16.01,1.01,-0.81,无,形态已成
002056,横店东磁,17.9,1.01,-17.8,无,形态已成
002769,普路通,9.92,1.01,-9.42,无,形态已成
002799,环球印务,7.98,1.0,-6.93,无,形态已成
601528,瑞丰银行,5.24,1.0,-3.29,无,形态已成
002752,昇兴股份,6.27,1.0,0.64,无,潜伏中
603567,珍宝岛,6.68,1.0,-7.25,无,潜伏中
600706,曲江文旅,9.06,1.0,-8.54,无,形态已成
601058,赛轮轮胎,13.17,1.0,-4.48,无,形态已成
002345,潮宏基,10.4,0.99,-0.19,无,潜伏中
000701,厦门信达,5.76,0.99,-2.83,无,潜伏中
002319,乐通股份,10.51,0.99,-14.13,无,潜伏中
603969,银龙股份,8.65,0.99,-8.33,无,潜伏中
601566,九牧王,10.42,0.99,-2.8,无,潜伏中
002406,远东传动,7.0,0.99,-6.19,无,潜伏中
002863,今飞凯达,5.32,0.99,-5.0,无,潜伏中
605208,永茂泰,12.91,0.98,-0.14,无,潜伏中
002960,青鸟消防,11.35,0.98,0.35,无,潜伏中
603949,雪龙集团,17.31,0.98,-10.65,无,潜伏中
002372,伟星新材,10.8,0.97,-3.95,无,潜伏中
603356,华菱精工,16.75,0.97,-5.73,有,潜伏中
000599,青岛双星,5.34,0.97,-14.37,无,潜伏中
603305,旭升集团,14.23,0.97,-3.5,无,潜伏中
600235,民丰特纸,6.3,0.97,-6.89,无,潜伏中
603707,健友股份,9.67,0.97,-0.74,无,潜伏中
600778,友好集团,6.03,0.97,-8.25,有,潜伏中
002576,通达动力,17.18,0.96,-7.12,无,潜伏中
002587,奥拓电子,6.16,0.96,-9.54,无,潜伏中
603085,天成自控,10.89,0.96,-0.35,无,潜伏中
002531,天顺风能,10.99,0.96,-2.15,无,潜伏中
600538,国发股份,6.42,0.95,1.58,无,潜伏中
603777,来伊份,12.78,0.95,-2.01,无,潜伏中
600678,四川金顶,9.94,0.95,-8.12,无,潜伏中
603219,富佳股份,15.77,0.95,-4.51,无,潜伏中
002820,桂发祥,10.16,0.95,-8.02,无,潜伏中
600197,伊力特,11.86,0.94,-4.32,无,潜伏中
603098,森特股份,14.42,0.94,-11.75,无,潜伏中
600965,福成股份,5.48,0.94,-4.26,无,潜伏中
003003,天元股份,12.03,0.94,-8.71,无,潜伏中
601398,工商银行,7.5,0.94,2.15,无,潜伏中
002105,信隆健康,6.01,0.94,-10.54,无,潜伏中
