代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
605388,均瑶健康,6.78,2.51,-4.94,无,形态已成
002802,洪汇新材,14.29,2.47,3.27,无,形态已成
600638,新黄浦,6.24,2.15,4.17,有,形态已成
600749,西藏旅游,18.3,2.0,4.75,无,形态已成
603335,迪生力,6.42,1.99,4.94,无,形态已成
600776,东方通信,16.45,1.98,4.95,无,形态已成
603856,东宏股份,12.72,1.92,-0.17,有,形态已成
600446,金证股份,13.33,1.92,3.82,无,形态已成
605108,同庆楼,17.32,1.89,3.99,有,形态已成
600215,派斯林,6.71,1.89,0.84,有,形态已成
600415,小商品城,13.25,1.89,2.54,无,形态已成
002414,高德红外,13.73,1.85,2.85,有,形态已成
603339,四方科技,13.74,1.83,4.41,有,形态已成
002301,齐心集团,7.17,1.81,3.85,有,形态已成
002045,国光电器,11.0,1.78,-4.86,有,形态已成
600843,上工申贝,8.35,1.76,-8.88,有,形态已成
603587,地素时尚,12.91,1.76,4.59,有,形态已成
603189,网达软件,12.63,1.76,-22.89,有,形态已成
002403,爱仕达,10.32,1.76,-0.48,无,形态已成
002825,纳尔股份,10.39,1.72,-1.61,无,形态已成
002383,合众思壮,9.31,1.66,-1.65,有,形态已成
002749,国光股份,12.7,1.65,-1.99,有,形态已成
002434,万里扬,7.25,1.64,-7.67,无,形态已成
000803,山高环能,8.19,1.62,-2.5,有,形态已成
002446,盛路通信,10.02,1.62,0.72,有,形态已成
002624,完美世界,17.12,1.6,-10.18,无,形态已成
000626,远大控股,8.54,1.59,2.92,有,形态已成
002333,罗普斯金,5.52,1.59,-0.93,有,形态已成
002584,西陇科学,7.74,1.58,0.29,有,形态已成
600846,同济科技,12.62,1.58,3.39,有,形态已成
600730,中国高科,8.21,1.58,-8.04,无,形态已成
600232,金鹰股份,8.37,1.57,0.58,无,形态已成
603901,永创智能,12.58,1.57,3.1,无,形态已成
002708,光洋股份,13.01,1.57,1.13,有,形态已成
603928,兴业股份,15.61,1.55,4.79,有,形态已成
600057,厦门象屿,6.84,1.55,-12.84,有,形态已成
603035,常熟汽饰,13.38,1.54,-3.73,无,形态已成
002276,万马股份,13.79,1.53,-1.79,有,形态已成
600288,大恒科技,14.8,1.52,0.3,有,形态已成
002212,天融信,7.8,1.52,4.45,有,形态已成
002123,梦网科技,9.94,1.51,0.36,有,形态已成
000159,国际实业,6.69,1.51,3.85,有,形态已成
000892,欢瑞世纪,5.16,1.5,-13.19,有,形态已成
603878,武进不锈,8.01,1.49,3.73,有,形态已成
600191,华资实业,12.89,1.47,4.98,有,形态已成
600480,凌云股份,10.48,1.47,0.58,无,形态已成
605336,帅丰电器,15.74,1.47,2.94,无,形态已成
002413,雷科防务,13.55,1.47,2.95,有,形态已成
603823,百合花,16.39,1.46,4.86,有,形态已成
002278,神开股份,11.87,1.46,2.79,有,形态已成
002951,金时科技,15.29,1.45,2.8,有,形态已成
603079,圣达生物,17.16,1.44,1.54,有,形态已成
600419,天润乳业,9.36,1.44,-1.27,无,形态已成
002115,三维通信,12.12,1.42,0.33,有,形态已成
002629,仁智股份,6.44,1.42,-2.1,有,形态已成
002973,侨银股份,12.9,1.41,-1.1,有,形态已成
002541,鸿路钢构,19.49,1.41,-5.29,有,形态已成
603697,有友食品,10.72,1.4,4.4,无,形态已成
002725,跃岭股份,16.61,1.4,4.49,有,形态已成
603879,永悦科技,5.67,1.4,3.73,无,形态已成
603006,联明股份,13.64,1.39,4.97,无,形态已成
603095,越剑智能,17.32,1.39,-2.22,有,形态已成
000739,普洛药业,18.35,1.39,2.97,无,形态已成
000859,国风新材,9.21,1.39,-5.13,有,形态已成
000030,富奥股份,5.12,1.39,0.16,无,形态已成
002169,智光电气,12.91,1.39,-9.08,有,形态已成
600838,上海九百,9.61,1.39,-4.17,有,形态已成
000586,汇源通信,18.42,1.39,-2.35,无,形态已成
603015,弘讯科技,11.68,1.38,-3.92,有,形态已成
603221,爱丽家居,11.98,1.38,4.45,无,形态已成
605368,蓝天燃气,7.63,1.37,-6.01,有,形态已成
002527,新时达,12.74,1.37,-4.37,有,形态已成
603162,海通发展,14.56,1.36,3.67,有,形态已成
002268,电科网安,15.81,1.36,-5.06,有,形态已成
603569,长久物流,6.44,1.36,-4.28,有,形态已成
002540,亚太科技,6.2,1.36,-5.55,有,形态已成
600538,国发股份,6.68,1.34,1.21,无,形态已成
002949,华阳国际,14.0,1.34,1.82,有,形态已成
600618,氯碱化工,13.12,1.34,3.16,有,形态已成
603177,德创环保,11.66,1.33,4.48,有,形态已成
603089,正裕工业,11.91,1.33,-3.01,无,形态已成
603305,旭升集团,14.65,1.33,-0.29,无,形态已成
002410,广联达,11.02,1.33,-1.77,无,形态已成
000017,深中华A,6.35,1.32,-4.97,有,形态已成
002963,豪尔赛,14.72,1.32,0.16,无,形态已成
603277,银都股份,13.14,1.32,-6.49,无,形态已成
002474,榕基软件,7.05,1.31,-5.29,有,形态已成
605066,天正电气,7.61,1.3,-4.71,有,形态已成
601566,九牧王,10.72,1.3,0.94,无,形态已成
600859,王府井,12.36,1.29,1.26,有,形态已成
600933,爱柯迪,16.74,1.29,-0.99,有,形态已成
001318,阳光乳业,13.61,1.29,0.71,有,形态已成
001338,永顺泰,12.56,1.29,-5.01,有,形态已成
603861,白云电器,16.96,1.28,2.22,有,形态已成
002478,常宝股份,10.2,1.28,-4.78,有,形态已成
600058,五矿发展,11.07,1.28,-0.5,有,形态已成
002634,棒杰股份,5.05,1.28,-30.25,无,形态已成
600197,伊力特,12.07,1.28,0.87,有,形态已成
600768,宁波富邦,17.17,1.28,0.79,无,形态已成
600728,佳都科技,5.67,1.27,0.96,有,形态已成
002373,千方科技,9.77,1.27,1.33,无,形态已成
002254,泰和新材,10.7,1.27,2.16,有,形态已成
000425,徐工机械,9.76,1.27,-4.01,无,形态已成
603028,赛福天,8.3,1.27,-1.43,无,形态已成
603515,欧普照明,19.8,1.26,0.98,无,形态已成
600198,大唐电信,8.15,1.26,-1.28,有,形态已成
002571,德力股份,11.07,1.26,-4.34,有,形态已成
600212,绿能慧充,7.68,1.26,2.4,无,形态已成
600028,中国石化,5.39,1.26,-5.5,有,形态已成
000759,中百集团,5.21,1.26,-4.79,有,形态已成
603909,建发合诚,11.59,1.26,-2.18,无,形态已成
603505,金石资源,17.82,1.25,0.61,有,形态已成
600886,国投电力,13.37,1.25,-2.37,有,形态已成
600095,湘财股份,9.11,1.25,-1.94,无,形态已成
000798,中水渔业,9.23,1.24,-7.39,有,形态已成
603085,天成自控,11.65,1.24,3.98,有,形态已成
002258,利尔化学,14.1,1.24,-2.38,有,形态已成
000060,中金岭南,6.49,1.24,2.53,有,形态已成
002564,天沃科技,6.23,1.23,1.43,无,形态已成
600493,凤竹纺织,7.08,1.23,-2.45,无,形态已成
