代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
601002,晋亿实业,5.48,2.2,0.81,无,形态已成
000913,钱江摩托,15.31,2.18,0.9,无,形态已成
000030,富奥股份,5.12,2.16,-1.01,无,形态已成
002644,佛慈制药,8.92,2.06,2.08,有,形态已成
002972,科安达,12.77,2.01,4.02,无,形态已成
002907,华森制药,14.68,1.89,4.56,无,形态已成
600724,宁波富达,6.58,1.78,4.94,无,形态已成
000546,金圆股份,6.42,1.76,3.05,无,形态已成
003042,中农联合,18.15,1.75,1.04,无,形态已成
603766,隆鑫通用,13.97,1.72,-4.69,无,形态已成
603886,元祖股份,12.93,1.64,3.06,无,形态已成
002858,力盛体育,14.67,1.64,-2.6,无,形态已成
605388,均瑶健康,6.77,1.63,1.14,无,形态已成
600802,福建水泥,6.1,1.58,0.66,无,形态已成
002016,世荣兆业,5.78,1.57,-1.57,无,形态已成
600099,林海股份,11.21,1.49,1.87,无,形态已成
605189,富春染织,14.49,1.45,1.27,无,形态已成
600163,中闽能源,6.47,1.43,-5.27,无,形态已成
002763,汇洁股份,7.69,1.42,-0.44,无,形态已成
000048,京基智农,19.16,1.33,-3.51,无,形态已成
603668,天马科技,13.56,1.33,4.2,无,形态已成
600419,天润乳业,9.59,1.32,1.7,无,形态已成
002201,九鼎新材,11.57,1.32,0.21,有,形态已成
002097,山河智能,9.87,1.31,-5.37,无,形态已成
002702,海欣食品,5.58,1.31,-3.53,有,形态已成
002096,易普力,11.52,1.3,-12.41,无,形态已成
600222,太龙药业,7.47,1.25,2.81,无,形态已成
000987,越秀资本,8.17,1.24,-5.9,无,形态已成
002790,瑞尔特,8.03,1.23,0.75,无,形态已成
000566,海南海药,5.69,1.23,2.56,无,形态已成
000863,三湘印象,5.34,1.23,-2.16,无,形态已成
000995,皇台酒业,13.53,1.21,-7.87,无,形态已成
002166,莱茵生物,9.4,1.21,3.34,无,形态已成
603399,永杉锂业,11.42,1.2,3.52,无,形态已成
603808,歌力思,10.38,1.19,3.74,无,形态已成
002825,纳尔股份,10.25,1.19,-2.7,无,形态已成
000695,滨海能源,12.87,1.19,-5.33,无,形态已成
002333,罗普斯金,5.46,1.18,-3.67,无,形态已成
