代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
600215,派斯林,7.85,2.22,4.78,无,形态已成
001219,青岛食品,14.86,2.12,1.53,有,形态已成
601921,浙版传媒,8.36,1.82,3.88,无,形态已成
002020,京新药业,18.37,1.68,-5.47,有,形态已成
600784,鲁银投资,7.36,1.64,3.17,无,形态已成
002443,金洲管道,8.67,1.6,3.96,有,形态已成
603387,基蛋生物,8.79,1.59,3.75,无,形态已成
600590,泰豪科技,10.12,1.55,4.85,无,形态已成
600319,亚星化学,8.03,1.55,-10.64,有,形态已成
002027,分众传媒,7.8,1.51,4.36,无,形态已成
000829,天音控股,11.08,1.49,0.76,有,形态已成
002739,万达电影,11.59,1.46,1.52,无,形态已成
603229,奥翔药业,10.16,1.45,2.48,无,形态已成
600703,三安光电,14.38,1.45,1.28,无,形态已成
002345,潮宏基,13.36,1.41,4.67,无,形态已成
002376,新北洋,7.9,1.4,2.36,无,形态已成
000925,众合科技,9.12,1.39,1.33,无,形态已成
600757,长江传媒,9.29,1.37,3.38,有,形态已成
600428,中远海特,7.41,1.37,2.77,有,形态已成
002635,安洁科技,14.08,1.37,0.99,有,形态已成
002583,海能达,12.03,1.36,4.01,有,形态已成
002090,金智科技,12.79,1.35,4.15,有,形态已成
002139,拓邦股份,14.02,1.31,1.77,无,形态已成
600998,九州通,5.38,1.31,3.07,有,形态已成
601019,山东出版,9.21,1.3,4.54,有,形态已成
002023,海特高新,14.24,1.3,3.35,有,形态已成
600538,国发股份,6.3,1.28,0.67,有,形态已成
002399,海普瑞,12.3,1.27,2.07,有,形态已成
002328,新朋股份,7.0,1.23,2.7,有,形态已成
000501,武商集团,10.72,1.23,1.53,有,形态已成
000576,甘化科工,10.7,1.21,0.75,有,形态已成
002696,百洋股份,7.46,1.21,3.5,有,形态已成
603118,共进股份,12.02,1.21,2.88,有,形态已成
002815,崇达技术,13.96,1.2,0.82,有,形态已成
000519,中兵红箭,18.89,1.19,2.82,有,形态已成
603158,腾龙股份,10.82,1.19,2.75,无,形态已成
603637,镇海股份,11.26,1.18,1.42,有,形态已成
000617,中油资本,10.02,1.17,4.29,无,形态已成
002600,领益智造,16.33,1.17,3.0,无,形态已成
600558,大西洋,6.47,1.17,3.35,有,形态已成
603166,福达股份,16.2,1.15,3.63,有,形态已成
601339,百隆东方,5.92,1.15,2.03,有,形态已成
002406,远东传动,8.08,1.14,2.51,无,形态已成
600061,国投资本,7.82,1.14,1.61,有,形态已成
600028,中国石化,5.97,1.13,-0.47,无,形态已成
603230,内蒙新华,13.06,1.13,2.0,有,形态已成
000970,中科三环,13.73,1.13,0.9,有,形态已成
603912,佳力图,8.88,1.13,3.09,有,形态已成
000042,中洲控股,8.45,1.13,5.0,有,形态已成
601108,财通证券,9.02,1.1,2.92,无,形态已成
002745,木林森,9.6,1.1,0.95,有,形态已成
000821,京山轻机,13.74,1.09,2.17,无,形态已成
002031,巨轮智能,8.25,1.09,4.62,无,形态已成
600999,招商证券,17.29,1.08,2.05,有,形态已成
002372,伟星新材,10.95,1.08,2.64,有,形态已成
601857,中国石油,9.85,1.08,-0.77,无,形态已成
002587,奥拓电子,6.97,1.08,2.68,有,形态已成
603500,祥和实业,12.44,1.08,3.67,有,形态已成
000610,西安旅游,13.11,1.08,2.94,有,形态已成
002036,联创电子,11.97,1.07,3.51,无,形态已成
002772,众兴菌业,15.24,1.07,0.37,有,形态已成
600523,贵航股份,15.66,1.07,-0.22,无,形态已成
601121,宝地矿业,7.59,1.06,1.66,有,形态已成
600884,杉杉股份,13.33,1.06,-2.7,有,形态已成
002469,三维化学,8.75,1.06,2.92,有,形态已成
002516,旷达科技,6.78,1.06,0.89,有,形态已成
000425,徐工机械,11.06,1.05,-2.81,有,形态已成
601156,东航物流,18.42,1.05,0.84,有,形态已成
603515,欧普照明,18.56,1.05,0.87,有,形态已成
002334,英威腾,9.26,1.04,2.59,无,形态已成
002382,蓝帆医疗,5.99,1.04,4.79,有,形态已成
600251,冠农股份,9.54,1.03,2.45,有,形态已成
000737,北方铜业,15.87,1.03,3.29,无,形态已成
603125,常青科技,18.33,1.03,3.04,有,形态已成
000026,飞亚达,16.95,1.03,4.01,无,形态已成
600851,海欣股份,7.43,1.03,3.57,有,形态已成
002111,威海广泰,10.53,1.03,0.96,有,形态已成
002737,葵花药业,14.93,1.03,-0.24,有,形态已成
002483,润邦股份,7.19,1.02,0.7,有,形态已成
002041,登海种业,9.64,1.02,0.48,有,形态已成
603730,岱美股份,8.74,1.02,3.31,有,形态已成
000758,中色股份,6.93,1.02,4.18,无,形态已成
603766,隆鑫通用,14.45,1.01,-6.81,有,形态已成
605183,确成股份,19.85,1.01,0.83,无,形态已成
600843,上工申贝,12.12,1.01,0.26,无,形态已成
002344,海宁皮城,5.09,1.01,2.79,有,形态已成
002651,利君股份,12.01,1.0,1.62,有,潜伏中
605369,拱东医疗,19.55,1.0,2.59,有,形态已成
002556,辉隆股份,6.07,1.0,0.3,有,潜伏中
600284,浦东建设,8.68,1.0,1.26,有,形态已成
002806,华锋股份,12.54,1.0,0.84,有,潜伏中
600713,南京医药,5.64,0.99,2.25,有,潜伏中
603333,尚纬股份,8.45,0.99,0.19,无,潜伏中
001322,箭牌家居,8.41,0.99,-3.67,有,潜伏中
600909,华安证券,7.23,0.99,4.6,有,潜伏中
601059,信达证券,17.84,0.99,0.02,无,潜伏中
603219,富佳股份,17.34,0.99,2.97,无,潜伏中
600490,鹏欣资源,8.27,0.98,4.18,有,潜伏中
601111,中国国航,8.55,0.98,-4.13,无,潜伏中
002440,闰土股份,7.68,0.98,0.6,有,潜伏中
600927,永安期货,16.43,0.98,3.93,无,潜伏中
600958,东方证券,10.94,0.98,0.37,有,潜伏中
000532,华金资本,17.19,0.98,3.9,有,潜伏中
600366,宁波韵升,14.21,0.97,1.04,有,潜伏中
002538,司尔特,6.34,0.97,-2.55,无,潜伏中
000881,中广核技,8.96,0.96,-0.44,有,潜伏中
600195,中牧股份,7.92,0.96,-1.1,有,潜伏中
603132,金徽股份,15.66,0.96,3.96,有,潜伏中
603238,诺邦股份,18.32,0.95,3.28,有,潜伏中
000635,英 力 特,9.87,0.95,4.82,有,潜伏中
600054,黄山旅游,11.59,0.95,1.12,有,潜伏中
603278,大业股份,14.36,0.95,2.67,无,潜伏中
002727,一心堂,13.62,0.95,1.08,有,潜伏中
002117,东港股份,12.29,0.94,-4.85,无,潜伏中
002038,双鹭药业,7.82,0.94,1.03,有,潜伏中
002561,徐家汇,9.49,0.94,2.22,有,潜伏中
002340,格林美,8.69,0.94,4.93,无,潜伏中
603798,康普顿,16.43,0.94,3.06,无,潜伏中
600970,中材国际,10.55,0.94,1.78,有,潜伏中
600246,万通发展,12.4,0.93,-0.7,有,潜伏中
002787,华源控股,12.95,0.93,3.37,有,潜伏中
600889,南京化纤,16.33,0.92,0.99,无,潜伏中
002852,道道全,10.96,0.92,1.09,有,潜伏中
002676,顺威股份,8.48,0.92,1.19,有,潜伏中
000801,四川九洲,17.5,0.91,0.52,有,潜伏中
603809,豪能股份,14.16,0.91,0.93,无,潜伏中
000686,东北证券,9.58,0.91,1.2,有,潜伏中
002216,三全食品,11.53,0.91,-0.12,有,潜伏中
002795,永和智控,7.11,0.91,4.59,有,潜伏中
600335,国机汽车,6.49,0.91,-0.4,有,潜伏中
002066,瑞泰科技,19.7,0.9,2.54,有,潜伏中
002560,通达股份,10.4,0.9,3.09,无,潜伏中
000630,铜陵有色,6.12,0.9,3.98,无,潜伏中
002863,今飞凯达,5.84,0.9,0.1,有,潜伏中
603182,嘉华股份,15.75,0.9,-1.07,有,潜伏中
603738,泰晶科技,16.58,0.9,3.44,有,潜伏中
601890,亚星锚链,10.78,0.9,3.04,有,潜伏中
600352,浙江龙盛,11.08,0.89,1.56,有,潜伏中
002520,日发精机,6.25,0.89,0.48,有,潜伏中
600736,苏州高新,7.04,0.89,4.33,无,潜伏中
600598,北大荒,15.25,0.89,0.32,无,潜伏中
000672,上峰水泥,12.54,0.89,1.85,无,潜伏中
603093,南华期货,19.77,0.89,1.51,无,潜伏中
600320,振华重工,5.13,0.88,1.54,无,潜伏中
603803,瑞斯康达,10.8,0.88,-5.97,有,潜伏中
002033,丽江股份,9.37,0.88,0.56,有,潜伏中
002655,共达电声,12.99,0.88,1.75,有,潜伏中
600973,宝胜股份,7.85,0.88,4.78,无,潜伏中
603055,台华新材,9.29,0.88,0.09,无,潜伏中
002367,康力电梯,7.77,0.87,0.15,无,潜伏中
002539,云图控股,11.85,0.87,0.03,有,潜伏中
601002,晋亿实业,5.19,0.87,0.15,有,潜伏中
600468,百利电气,7.77,0.87,4.32,有,潜伏中
000543,皖能电力,8.5,0.87,1.53,无,潜伏中
002438,江苏神通,15.82,0.86,-0.09,有,潜伏中
001278,一彬科技,19.72,0.86,0.16,有,潜伏中
603700,宁水集团,13.78,0.86,2.47,有,潜伏中
001338,永顺泰,12.15,0.86,-0.99,有,潜伏中
002419,天虹股份,6.0,0.86,2.35,有,潜伏中
603331,百达精工,13.63,0.86,2.76,无,潜伏中
601319,中国人保,9.6,0.85,2.65,有,潜伏中
603187,海容冷链,15.61,0.84,0.54,有,潜伏中
000990,诚志股份,8.09,0.84,0.55,有,潜伏中
600359,新农开发,7.44,0.84,1.78,有,潜伏中
600682,南京新百,9.02,0.84,3.63,无,潜伏中
002669,康达新材,14.66,0.84,-1.0,无,潜伏中
600650,锦江在线,16.41,0.84,3.61,有,潜伏中
600186,莲花控股,6.35,0.84,4.06,有,潜伏中
603577,汇金通,10.64,0.84,1.28,无,潜伏中
002758,浙农股份,10.03,0.84,-0.61,有,潜伏中
600596,新安股份,12.16,0.84,4.13,有,潜伏中
002187,广百股份,8.61,0.83,4.34,无,潜伏中
000683,博源化工,7.5,0.83,1.24,有,潜伏中
002208,合肥城建,12.61,0.83,3.89,有,潜伏中
603233,大参林,18.74,0.82,2.62,有,潜伏中
603002,宏昌电子,7.58,0.82,1.61,有,潜伏中
002763,汇洁股份,7.87,0.82,1.73,无,潜伏中
603313,梦百合,9.27,0.82,-0.98,有,潜伏中
600258,首旅酒店,17.36,0.82,2.41,有,潜伏中
000036,华联控股,6.92,0.82,3.13,无,潜伏中
002540,亚太科技,7.13,0.82,1.36,有,潜伏中
603043,广州酒家,17.46,0.82,-2.09,有,潜伏中
000936,华西股份,8.73,0.82,3.95,无,潜伏中
002337,赛象科技,6.62,0.81,1.85,有,潜伏中
000890,法尔胜,5.64,0.81,3.68,有,潜伏中
000065,北方国际,12.07,0.81,-2.24,有,潜伏中
000708,中信特钢,15.7,0.81,-1.47,有,潜伏中
600029,南方航空,7.56,0.81,-2.48,无,潜伏中
000888,峨眉山Ａ,13.61,0.81,2.24,有,潜伏中
002357,富临运业,11.24,0.81,3.75,无,潜伏中
600522,中天科技,18.06,0.81,-1.24,有,潜伏中
002225,濮耐股份,6.02,0.81,2.0,有,潜伏中
000721,西安饮食,9.68,0.8,3.09,有,潜伏中
002725,跃岭股份,15.98,0.8,-6.9,有,潜伏中
601198,东兴证券,13.91,0.8,-1.31,无,潜伏中
603085,天成自控,11.96,0.8,2.57,无,潜伏中
