代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
603055,台华新材,9.69,1.61,4.89,无,形态已成
603967,中创物流,13.57,1.61,4.08,有,形态已成
001299,美能能源,13.02,1.26,3.32,有,形态已成
600998,九州通,5.35,1.19,3.44,有,形态已成
002328,新朋股份,7.01,1.17,3.73,有,形态已成
002258,利尔化学,13.57,1.08,2.91,有,形态已成
000561,烽火电子,12.55,1.03,4.74,无,形态已成
603700,宁水集团,13.52,1.03,2.74,有,形态已成
002117,东港股份,12.37,0.99,-6.54,无,潜伏中
000166,申万宏源,5.49,0.98,3.23,有,潜伏中
601857,中国石油,10.27,0.98,3.3,无,潜伏中
000630,铜陵有色,5.92,0.97,2.88,无,潜伏中
601965,中国汽研,17.81,0.94,3.37,无,潜伏中
601108,财通证券,9.05,0.93,4.14,无,潜伏中
603551,奥普科技,12.03,0.92,0.69,有,潜伏中
002387,维信诺,8.98,0.9,3.08,有,潜伏中
000157,中联重科,8.83,0.89,2.41,有,潜伏中
000683,博源化工,7.65,0.89,4.85,有,潜伏中
600061,国投资本,7.91,0.88,3.37,有,潜伏中
000598,兴蓉环境,7.24,0.86,0.42,无,潜伏中
601111,中国国航,9.2,0.86,3.07,无,潜伏中
002357,富临运业,10.92,0.85,3.66,有,潜伏中
603586,金麒麟,19.38,0.84,2.99,无,潜伏中
002293,罗莱生活,9.82,0.84,-0.35,无,潜伏中
600958,东方证券,11.43,0.83,4.54,有,潜伏中
600352,浙江龙盛,11.13,0.82,3.5,有,潜伏中
600312,平高电气,18.59,0.82,3.09,有,潜伏中
000036,华联控股,6.49,0.82,4.24,无,潜伏中
000852,石化机械,7.4,0.81,2.13,有,潜伏中
