代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
600499,科达制造,14.12,1.13,3.47,有,形态已成
002139,拓邦股份,13.94,1.13,1.62,无,形态已成
002296,辉煌科技,11.3,1.12,3.29,无,形态已成
600843,上工申贝,12.22,1.11,1.55,无,形态已成
002090,金智科技,12.38,1.11,3.43,有,形态已成
603002,宏昌电子,7.74,1.11,4.65,有,形态已成
002552,宝鼎科技,17.32,1.11,3.21,无,形态已成
601226,华电科工,8.36,1.1,4.16,有,形态已成
000589,贵州轮胎,5.09,1.09,-0.35,无,形态已成
000990,诚志股份,8.15,1.09,3.14,有,形态已成
603969,银龙股份,10.37,1.09,4.35,无,形态已成
002631,德尔未来,5.99,1.09,2.67,有,形态已成
601058,赛轮轮胎,16.3,1.09,-2.69,无,形态已成
000708,中信特钢,15.87,1.08,0.42,有,形态已成
000978,桂林旅游,7.12,1.07,1.69,无,形态已成
002658,雪迪龙,9.2,1.07,3.35,有,形态已成
600258,首旅酒店,17.07,1.07,3.37,有,形态已成
603730,岱美股份,8.72,1.06,4.93,有,形态已成
000039,中集集团,9.5,1.06,-0.96,有,形态已成
002440,闰土股份,7.7,1.06,1.16,有,形态已成
600028,中国石化,6.07,1.06,2.15,无,形态已成
002627,三峡旅游,7.66,1.06,2.98,有,形态已成
002452,长高电新,8.65,1.06,4.57,有,形态已成
600650,锦江在线,15.99,1.06,3.02,有,形态已成
601002,晋亿实业,5.26,1.06,1.78,有,形态已成
002707,众信旅游,7.19,1.06,0.95,有,形态已成
002204,大连重工,7.86,1.05,2.4,有,形态已成
603027,千禾味业,10.12,1.05,3.46,有,形态已成
002209,达 意 隆,16.54,1.05,3.48,有,形态已成
603660,苏州科达,11.13,1.05,3.59,有,形态已成
600331,宏达股份,12.45,1.05,3.27,有,形态已成
600851,海欣股份,7.4,1.04,4.93,有,形态已成
600054,黄山旅游,11.43,1.04,0.46,有,形态已成
002111,威海广泰,10.7,1.04,4.05,有,形态已成
002078,太阳纸业,15.92,1.03,2.88,无,形态已成
002434,万里扬,9.34,1.02,0.89,无,形态已成
002849,威星智能,15.95,1.02,4.77,有,形态已成
600039,四川路桥,10.3,1.01,2.32,有,形态已成
002358,森源电气,5.8,1.01,3.02,有,形态已成
000680,山推股份,12.08,1.01,4.07,无,形态已成
000967,盈峰环境,7.18,1.01,1.16,无,形态已成
002511,中顺洁柔,8.29,1.01,-0.22,无,形态已成
000543,皖能电力,8.29,1.01,-0.26,无,形态已成
603997,继峰股份,14.1,1.0,1.59,有,形态已成
002533,金杯电工,13.0,1.0,2.69,有,潜伏中
000811,冰轮环境,16.41,1.0,-6.64,有,形态已成
000425,徐工机械,11.38,1.0,0.3,有,形态已成
000582,北部湾港,9.53,1.0,0.78,无,潜伏中
603095,越剑智能,16.84,0.99,4.47,无,潜伏中
600029,南方航空,8.01,0.99,4.95,无,潜伏中
002438,江苏神通,16.18,0.99,1.95,有,潜伏中
000338,潍柴动力,17.58,0.99,0.08,有,潜伏中
002123,梦网科技,13.05,0.99,3.49,有,潜伏中
600927,永安期货,15.77,0.98,2.03,无,潜伏中
002739,万达电影,11.39,0.98,0.05,无,潜伏中
600320,振华重工,5.17,0.98,3.73,无,潜伏中
002561,徐家汇,9.22,0.98,1.7,有,潜伏中
603885,吉祥航空,15.02,0.98,4.95,有,潜伏中
000881,中广核技,9.38,0.98,3.92,有,潜伏中
600366,宁波韵升,14.33,0.98,2.4,有,潜伏中
002787,华源控股,12.97,0.98,4.56,有,潜伏中
002572,索菲亚,13.76,0.97,0.0,有,潜伏中
002334,英威腾,9.14,0.97,2.44,无,潜伏中
600558,大西洋,6.34,0.97,4.66,有,潜伏中
601825,沪农商行,9.08,0.97,-1.24,有,潜伏中
600367,红星发展,17.99,0.97,4.91,有,潜伏中
600335,国机汽车,6.5,0.97,0.43,有,潜伏中
002292,奥飞娱乐,9.49,0.96,2.91,有,潜伏中
000829,天音控股,11.0,0.96,1.2,有,潜伏中
600961,株冶集团,17.05,0.96,4.63,有,潜伏中
600678,四川金顶,14.48,0.96,4.91,有,潜伏中
000301,东方盛虹,10.78,0.95,4.15,有,潜伏中
600138,中青旅,9.87,0.95,0.18,无,潜伏中
002852,道道全,10.98,0.94,2.64,有,潜伏中
002538,司尔特,6.66,0.94,2.78,有,潜伏中
603158,腾龙股份,10.53,0.94,2.15,有,潜伏中
603081,大丰实业,14.19,0.94,3.18,有,潜伏中
600461,洪城环境,9.31,0.93,-2.08,有,潜伏中
603132,金徽股份,15.14,0.93,3.32,有,潜伏中
600682,南京新百,8.8,0.93,4.74,无,潜伏中
603912,佳力图,8.7,0.92,2.96,有,潜伏中
002584,西陇科学,9.56,0.92,2.07,有,潜伏中
600354,敦煌种业,6.55,0.92,-1.15,无,潜伏中
000501,武商集团,10.3,0.92,1.44,有,潜伏中
603311,金海高科,14.76,0.92,4.44,无,潜伏中
600733,北汽蓝谷,8.35,0.91,3.73,有,潜伏中
002014,永新股份,11.8,0.91,-0.84,有,潜伏中
000506,招金黄金,13.36,0.9,0.3,有,潜伏中
002560,通达股份,10.24,0.9,3.27,无,潜伏中
603901,永创智能,14.62,0.9,4.59,有,潜伏中
603915,国茂股份,18.0,0.9,2.08,无,潜伏中
600827,百联股份,9.06,0.9,-1.24,有,潜伏中
601700,风范股份,5.87,0.9,4.08,无,潜伏中
002836,新宏泽,15.46,0.9,-2.23,有,潜伏中
601107,四川成渝,6.14,0.89,-0.29,有,潜伏中
002337,赛象科技,6.68,0.89,3.92,有,潜伏中
002278,神开股份,12.74,0.89,3.8,无,潜伏中
000919,金陵药业,7.74,0.89,1.65,无,潜伏中
600970,中材国际,10.24,0.89,1.55,有,潜伏中
002461,珠江啤酒,9.44,0.89,-0.57,有,潜伏中
002745,木林森,9.48,0.89,0.53,有,潜伏中
002429,兆驰股份,7.55,0.88,3.06,有,潜伏中
600279,重庆港,5.5,0.88,0.81,无,潜伏中
002404,嘉欣丝绸,6.88,0.88,-2.3,有,潜伏中
002651,利君股份,12.24,0.88,3.75,有,潜伏中
603679,华体科技,17.09,0.87,1.48,无,潜伏中
002928,华夏航空,10.93,0.87,0.39,有,潜伏中
600693,东百集团,18.92,0.87,4.46,有,潜伏中
600179,安通控股,5.12,0.87,0.75,有,潜伏中
601696,中银证券,14.88,0.87,0.4,有,潜伏中
603043,广州酒家,17.56,0.86,-1.01,有,潜伏中
002556,辉隆股份,6.03,0.86,1.07,有,潜伏中
603890,春秋电子,16.46,0.85,0.73,有,潜伏中
600966,博汇纸业,6.64,0.85,2.6,有,潜伏中
002448,中原内配,13.3,0.85,4.66,有,潜伏中
603819,神力股份,12.1,0.85,2.8,无,潜伏中
603758,秦安股份,17.07,0.85,-4.57,有,潜伏中
600195,中牧股份,8.0,0.84,0.45,有,潜伏中
600057,厦门象屿,8.34,0.84,-2.87,有,潜伏中
002806,华锋股份,12.49,0.84,1.48,有,潜伏中
002534,西子洁能,16.87,0.84,-1.46,有,潜伏中
600237,铜峰电子,9.58,0.83,4.91,有,潜伏中
600302,标准股份,10.97,0.83,4.0,有,潜伏中
600538,国发股份,6.3,0.83,0.9,有,潜伏中
001322,箭牌家居,8.64,0.83,-1.03,有,潜伏中
603587,地素时尚,13.09,0.83,-0.76,无,潜伏中
002951,金时科技,14.93,0.82,3.57,有,潜伏中
600865,百大集团,17.18,0.82,1.3,有,潜伏中
600186,莲花控股,6.12,0.82,4.22,有,潜伏中
000610,西安旅游,12.55,0.82,-0.48,有,潜伏中
000801,四川九洲,17.76,0.81,1.71,有,潜伏中
600860,京城股份,12.85,0.81,2.03,有,潜伏中
001338,永顺泰,12.23,0.81,0.0,有,潜伏中
002758,浙农股份,9.94,0.81,-0.6,有,潜伏中
001278,一彬科技,19.4,0.81,-0.73,有,潜伏中
600713,南京医药,5.49,0.81,1.74,有,潜伏中
002419,天虹股份,5.63,0.81,-0.11,有,潜伏中
600246,万通发展,12.53,0.8,0.27,有,潜伏中
603187,海容冷链,15.64,0.8,1.98,有,潜伏中
002114,罗平锌电,8.84,0.8,4.34,有,潜伏中
000888,峨眉山Ａ,13.25,0.8,1.01,有,潜伏中
