代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
600215,派斯林,7.85,2.5,4.78,无,形态已成
002774,快意电梯,11.29,2.35,4.07,有,形态已成
601801,皖新传媒,6.86,2.3,2.42,无,形态已成
601921,浙版传媒,8.1,2.23,1.3,无,形态已成
600055,万东医疗,16.8,2.23,3.24,有,形态已成
603969,银龙股份,10.35,2.08,3.07,无,形态已成
603206,嘉环科技,18.05,2.04,3.55,无,形态已成
002454,松芝股份,9.17,2.04,3.71,有,形态已成
603387,基蛋生物,8.56,1.96,1.59,无,形态已成
002708,光洋股份,13.73,1.94,4.13,无,形态已成
000610,西安旅游,13.17,1.93,3.31,有,形态已成
002162,悦心健康,5.09,1.92,3.29,有,形态已成
002443,金洲管道,8.68,1.92,4.05,有,形态已成
600446,金证股份,16.92,1.91,4.75,有,形态已成
002599,盛通股份,8.72,1.9,3.61,无,形态已成
600319,亚星化学,7.91,1.9,-11.74,有,形态已成
601519,大智慧,13.98,1.89,4.05,有,形态已成
002698,博实股份,17.38,1.89,3.66,无,形态已成
600784,鲁银投资,7.1,1.88,0.25,无,形态已成
000576,甘化科工,11.02,1.86,3.14,有,形态已成
600611,大众交通,5.92,1.86,4.19,有,形态已成
600590,泰豪科技,9.72,1.86,1.55,无,形态已成
000829,天音控股,10.58,1.85,-2.9,有,形态已成
600694,大商股份,18.89,1.85,2.01,有,形态已成
603682,锦和商管,7.08,1.85,3.84,有,形态已成
600538,国发股份,6.43,1.83,2.32,有,形态已成
002366,融发核电,8.18,1.82,3.73,有,形态已成
600998,九州通,5.25,1.82,1.08,有,形态已成
002530,金财互联,10.87,1.8,3.13,无,形态已成
002278,神开股份,12.91,1.78,1.46,无,形态已成
600428,中远海特,7.33,1.77,1.89,有,形态已成
002090,金智科技,12.69,1.76,3.51,有,形态已成
002434,万里扬,9.8,1.76,4.1,无,形态已成
002908,德生科技,10.64,1.75,4.89,无,形态已成
600054,黄山旅游,11.7,1.74,1.88,有,形态已成
002635,安洁科技,14.27,1.73,2.07,有,形态已成
000561,烽火电子,12.0,1.73,-1.56,无,形态已成
000852,石化机械,7.62,1.73,2.75,有,形态已成
000925,众合科技,8.78,1.72,-1.7,无,形态已成
002292,奥飞娱乐,9.52,1.72,2.61,有,形态已成
000948,南天信息,18.21,1.71,1.85,无,形态已成
002098,浔兴股份,10.3,1.69,1.28,有,形态已成
002139,拓邦股份,14.21,1.68,2.87,无,形态已成
000157,中联重科,8.75,1.68,1.91,有,形态已成
601019,山东出版,8.8,1.67,0.82,有,形态已成
002743,富煌钢构,5.8,1.66,4.84,无,形态已成
600372,中航机载,14.37,1.66,3.17,无,形态已成
002106,莱宝高科,11.32,1.64,2.54,有,形态已成
603703,盛洋科技,16.03,1.64,4.31,有,形态已成
002328,新朋股份,7.11,1.64,3.98,有,形态已成
603788,宁波高发,16.77,1.62,2.44,无,形态已成
000737,北方铜业,15.91,1.62,3.5,无,形态已成
600420,国药现代,10.63,1.61,2.53,有,形态已成
002209,达 意 隆,16.32,1.61,0.83,有,形态已成
002039,黔源电力,18.97,1.6,3.2,无,形态已成
601121,宝地矿业,7.62,1.6,1.98,有,形态已成
002152,广电运通,13.66,1.59,3.33,无,形态已成
600650,锦江在线,16.43,1.59,3.71,有,形态已成
600884,杉杉股份,14.02,1.58,1.32,有,形态已成
002123,梦网科技,13.53,1.58,4.64,有,形态已成
002201,九鼎新材,11.52,1.58,3.99,无,形态已成
002815,崇达技术,14.26,1.57,2.55,有,形态已成
002372,伟星新材,10.7,1.57,0.77,有,形态已成
001239,永达股份,16.83,1.57,2.58,有,形态已成
002023,海特高新,14.09,1.56,2.49,有,形态已成
002556,辉隆股份,5.99,1.54,-0.76,有,形态已成
603637,镇海股份,11.35,1.53,2.07,有,形态已成
002462,嘉事堂,16.07,1.53,3.54,有,形态已成
603328,依顿电子,11.34,1.52,1.8,有,形态已成
000970,中科三环,14.05,1.52,2.76,有,形态已成
002416,爱施德,13.36,1.51,4.64,无,形态已成
002587,奥拓电子,6.97,1.51,2.68,有,形态已成
601857,中国石油,9.8,1.5,-1.17,无,形态已成
002406,远东传动,8.16,1.5,3.32,无,形态已成
002394,联发股份,15.39,1.48,-2.8,有,形态已成
600028,中国石化,5.84,1.48,-2.21,无,形态已成
601108,财通证券,8.66,1.48,-0.37,无,形态已成
002892,科力尔,13.43,1.48,2.07,无,形态已成
002469,三维化学,8.74,1.47,2.82,有,形态已成
601609,金田股份,11.11,1.47,2.23,无,形态已成
000519,中兵红箭,18.57,1.47,1.43,有,形态已成
603766,隆鑫通用,15.1,1.46,-3.43,有,形态已成
603989,艾华集团,17.5,1.46,3.65,无,形态已成
002745,木林森,9.82,1.46,2.78,有,形态已成
000917,电广传媒,11.23,1.46,3.39,无,形态已成
000501,武商集团,10.5,1.46,-0.13,有,形态已成
600965,福成股份,5.96,1.45,0.98,有,形态已成
000967,盈峰环境,6.99,1.44,-1.99,无,形态已成
000425,徐工机械,11.06,1.44,-2.81,有,形态已成
002483,润邦股份,7.2,1.43,0.81,有,形态已成
002232,启明信息,19.82,1.43,1.99,有,形态已成
002301,齐心集团,7.92,1.43,1.36,有,形态已成
002806,华锋股份,12.88,1.42,3.01,有,形态已成
601156,东航物流,18.42,1.42,0.84,有,形态已成
002648,卫星化学,18.7,1.41,4.79,无,形态已成
002696,百洋股份,7.34,1.41,2.17,有,形态已成
000721,西安饮食,9.88,1.41,4.77,有,形态已成
603158,腾龙股份,10.71,1.41,1.92,无,形态已成
600558,大西洋,6.39,1.41,2.34,有,形态已成
000630,铜陵有色,6.12,1.4,3.98,无,形态已成
601111,中国国航,8.46,1.4,-4.94,无,形态已成
000837,秦川机床,13.35,1.4,4.17,无,形态已成
603515,欧普照明,18.73,1.4,1.61,有,形态已成
002036,联创电子,11.93,1.4,3.24,无,形态已成
000042,中洲控股,8.32,1.4,3.71,有,形态已成
002099,海翔药业,6.52,1.39,2.16,无,形态已成
600851,海欣股份,7.24,1.39,1.46,有,形态已成
002600,领益智造,16.51,1.39,3.9,无,形态已成
000821,京山轻机,13.95,1.39,3.41,无,形态已成
003025,思进智能,14.98,1.39,4.03,有,形态已成
002334,英威腾,9.35,1.39,3.38,无,形态已成
002968,新大正,12.96,1.38,4.15,有,形态已成
002440,闰土股份,7.78,1.37,1.65,有,形态已成
002737,葵花药业,14.77,1.37,-1.1,有,形态已成
002177,御银股份,8.32,1.37,1.02,无,形态已成
002758,浙农股份,10.29,1.37,1.44,有,形态已成
600138,中青旅,9.97,1.36,-0.12,无,形态已成
002041,登海种业,9.64,1.36,0.48,有,形态已成
600927,永安期货,15.74,1.36,0.45,无,形态已成
002033,丽江股份,9.26,1.36,-0.39,有,形态已成
002512,达华智能,6.74,1.35,3.72,有,形态已成
600765,中航重机,19.15,1.35,1.09,无,形态已成
603708,家家悦,12.9,1.34,3.76,有,形态已成
600970,中材国际,10.55,1.34,1.78,有,形态已成
600246,万通发展,12.6,1.34,0.57,有,形态已成
000635,英 力 特,9.76,1.33,3.9,有,形态已成
002516,旷达科技,6.84,1.33,1.6,有,形态已成
000533,顺钠股份,9.16,1.32,4.16,有,形态已成
002538,司尔特,6.35,1.32,-2.43,无,形态已成
600366,宁波韵升,14.53,1.32,2.85,有,形态已成
600889,南京化纤,16.89,1.32,3.73,无,形态已成
600805,悦达投资,5.77,1.32,3.07,有,形态已成
603333,尚纬股份,8.38,1.32,-0.48,无,形态已成
002852,道道全,11.02,1.31,1.53,有,形态已成
002863,今飞凯达,5.99,1.31,2.15,有,形态已成
002539,云图控股,12.04,1.3,1.31,有,形态已成
600523,贵航股份,15.36,1.3,-1.75,无,形态已成
601059,信达证券,17.75,1.3,-0.38,无,形态已成
002986,宇新股份,11.17,1.3,2.31,有,形态已成
600713,南京医药,5.48,1.3,-0.07,有,形态已成
601886,江河集团,8.73,1.3,4.95,无,形态已成
000026,飞亚达,16.64,1.29,2.5,无,形态已成
600352,浙江龙盛,11.09,1.29,1.63,有,形态已成
603219,富佳股份,17.54,1.29,3.91,无,形态已成
600909,华安证券,7.0,1.29,1.95,有,形态已成
603577,汇金通,10.99,1.28,3.91,无,形态已成
000922,佳电股份,14.45,1.27,4.05,无,形态已成
002029,七 匹 狼,12.47,1.27,3.19,有,形态已成
002772,众兴菌业,14.83,1.27,-1.8,有,形态已成
001322,箭牌家居,8.37,1.27,-4.04,有,形态已成
603617,君禾股份,7.84,1.27,3.87,有,形态已成
002111,威海广泰,10.52,1.27,0.88,有,形态已成
603798,康普顿,16.79,1.26,4.85,无,形态已成
600284,浦东建设,8.53,1.26,-0.14,有,形态已成
000881,中广核技,8.69,1.25,-2.86,有,形态已成
002540,亚太科技,7.21,1.25,2.27,有,形态已成
