代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
603105,芯能科技,7.88,3.41,75,73.8%,【试错观察】历史胜率74%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-08-26
002170,芭田股份,11.69,1.12,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-29
002667,威领股份,18.38,-1.39,75,63.1%,【试错观察】历史胜率63%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-08-21
002277,友阿股份,6.26,1.13,75,69.9%,【试错观察】历史胜率70%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-08-24
600475,华光环能,14.58,-0.21,75,65.7%,【试错观察】历史胜率66%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-31
