代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
603466,风语筑,11.28,-0.62,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-08-04
002705,新宝股份,12.03,-0.25,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-08-06
002052,同洲电子,8.93,0.79,75,66.7%,【试错观察】历史胜率67%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-08-24
000913,钱江摩托,11.55,0.61,75,65.5%,【试错观察】历史胜率66%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-30
000715,中兴商业,5.72,0.53,75,68.6%,【试错观察】历史胜率69%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-08-26
