序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
718,688035,德邦科技,51.35,2.05,1.03,44696.0,227703268.0,3.62,51.68,49.86,50.0,50.32,0.97,3.14,78.54,3.16,7304024000.0,7304024000.0,0.02,0.1,-0.14,6.42
719,002126,银轮股份,40.35,2.05,0.81,224829.0,911407501.3,6.04,41.22,38.83,38.98,39.54,0.65,2.83,38.1,5.06,34124375258.0,32000715538.0,0.02,0.22,9.41,6.75
720,688110,东芯股份,119.5,2.05,2.4,174088.0,2086838151.0,5.03,122.4,116.51,116.51,117.1,0.64,3.94,-271.14,16.99,52848846081.0,52848846081.0,-0.01,-0.01,21.18,-9.02
721,688565,力源科技,12.47,2.05,0.25,36543.0,44975484.0,3.93,12.48,12.0,12.3,12.22,0.84,2.44,294.72,3.79,1867133100.0,1867133100.0,-0.08,0.24,20.48,11.44
722,688100,威胜信息,40.54,2.04,0.81,39209.0,156852009.0,3.95,40.7,39.13,39.3,39.73,0.95,0.8,31.53,5.96,19932916995.0,19932916995.0,0.1,0.12,12.05,3.16
723,603036,如通股份,22.66,2.03,0.45,79961.0,180272799.0,4.59,22.96,21.94,22.22,22.21,1.18,3.88,38.74,3.4,4668096527.0,4668096527.0,0.0,0.18,-2.03,6.04
724,300930,屹通新材,31.68,2.03,0.63,15785.0,49523612.28,5.44,31.79,30.1,30.97,31.05,0.98,3.35,52.27,3.46,3168000000.0,1492920032.0,0.06,0.0,2.66,6.67
725,605077,华康股份,15.57,2.03,0.31,29167.0,45296549.0,3.01,15.65,15.19,15.3,15.26,0.71,0.97,21.02,1.57,4718487457.0,4662116272.0,0.13,0.19,-15.01,5.35
726,603801,志邦家居,9.53,2.03,0.19,102027.0,96971896.0,4.18,9.7,9.31,9.31,9.34,2.47,2.35,17.93,1.25,4139368813.0,4139368813.0,-0.1,0.0,1.6,4.15
727,002734,利民股份,17.1,2.03,0.34,288226.0,493070414.12,4.77,17.4,16.6,16.7,16.76,1.56,6.64,15.65,2.12,8136857570.0,7427313095.0,0.0,0.06,-7.87,7.28
728,300125,*ST聆达,7.54,2.03,0.15,67338.0,49520126.6,5.41,7.6,7.2,7.35,7.39,0.86,1.87,-29.44,15.93,5020508902.0,2720510054.0,0.0,0.0,0.8,-1.18
729,300586,美联新材,11.59,2.02,0.23,331738.0,385482012.24,4.75,11.84,11.3,11.3,11.36,0.88,6.21,-166.17,4.39,8243000916.0,6195973064.0,0.0,0.0,17.9,6.43
730,920371,欧福蛋业,11.11,2.02,0.22,36016.0,39846728.54,2.85,11.2,10.89,10.9,10.89,1.21,1.86,25.89,3.82,2282499905.0,2154308981.0,-0.09,0.18,3.54,7.24
731,300633,开立医疗,29.74,2.02,0.59,59121.0,174409188.76,3.6,29.86,28.81,29.09,29.15,0.99,1.37,288.01,4.13,12868866925.0,12868866925.0,0.0,0.1,-10.72,12.57
732,301297,富乐德,39.3,2.02,0.78,64101.0,249052121.36,3.06,39.3,38.12,38.35,38.52,0.88,1.88,103.91,5.66,29207272601.0,13399460760.0,0.03,0.08,-0.28,10.08
733,301548,崇德科技,67.27,2.02,1.33,41940.0,288230105.07,9.98,72.58,66.0,66.68,65.94,0.96,15.99,43.01,3.88,5852490000.0,1764827239.0,0.04,0.09,26.33,21.62
734,003032,*ST传智,6.56,2.02,0.13,69649.0,45452986.0,3.27,6.63,6.42,6.44,6.43,1.22,2.52,-232.59,2.11,2640055600.0,1812002446.0,0.0,0.0,0.61,2.98
735,002306,*ST云网,2.02,2.02,0.04,164397.0,32904157.0,3.54,2.03,1.96,1.96,1.98,0.68,2.02,-65.37,-46.08,1756920250.0,1644117212.0,0.5,0.5,8.02,1.51
736,688608,恒玄科技,250.0,2.01,4.92,78074.0,1937228513.0,5.22,254.96,242.16,246.01,245.08,0.99,4.63,63.06,6.07,42173433750.0,42173433750.0,0.0,0.07,-6.02,10.16
737,301550,斯菱智驱,183.1,2.01,3.6,62051.0,1129116347.51,6.62,188.88,177.0,182.73,179.5,0.59,4.4,227.16,23.49,42346452500.0,25831669267.0,-0.67,0.0,125.83,32.01
738,300522,世名科技,13.23,2.0,0.26,92497.0,121733856.46,3.24,13.28,12.86,12.86,12.97,1.26,3.52,173.13,5.3,4266033438.0,3480887366.0,0.0,0.08,0.68,5.17
739,603928,兴业股份,17.4,1.99,0.34,105566.0,182402440.0,3.99,17.57,16.89,17.05,17.06,0.76,4.03,46.18,2.94,4560192000.0,4560192000.0,0.06,0.17,16.23,8.41
740,300804,广康生化,36.33,1.99,0.71,15465.0,55885424.9,2.92,36.43,35.39,35.43,35.62,1.21,5.62,57.86,1.98,2688420000.0,999075000.0,-0.08,-0.06,-7.58,3.8
741,002077,大港股份,15.86,1.99,0.31,414643.0,652541600.29,4.44,16.05,15.36,15.41,15.55,1.56,7.14,114.14,2.74,9204327416.0,9204327416.0,0.06,0.06,-7.79,6.66
742,002733,雄韬股份,21.05,1.99,0.41,200096.0,421129054.46,4.36,21.34,20.44,20.57,20.64,1.24,5.42,57.02,2.94,8087723919.0,7764561077.0,0.05,0.1,3.49,7.23
743,300223,北京君正,117.42,1.99,2.29,283816.0,3308978040.08,5.3,119.0,112.9,113.0,115.13,0.79,6.75,166.16,4.57,56659931695.0,49383377542.0,0.0,0.11,35.95,10.73
744,603283,赛腾股份,44.66,1.99,0.87,118555.0,522150503.0,3.13,44.68,43.31,43.5,43.79,0.73,4.37,22.65,3.67,12110632314.0,12110632314.0,0.02,0.07,-1.41,3.09
745,603001,奥康国际,8.73,1.99,0.17,116867.0,102894082.0,6.31,9.05,8.51,8.58,8.56,1.39,2.91,-12.54,1.47,3500555400.0,3500555400.0,0.0,0.23,4.05,-2.46
746,603377,ST东时,4.11,1.99,0.08,89462.0,36391571.0,4.47,4.15,3.97,4.01,4.03,0.6,1.25,-21.41,3.63,2938306203.0,2938306203.0,0.24,0.24,14.48,9.31
747,000525,红太阳,5.65,1.99,0.11,318153.0,178876490.08,3.25,5.69,5.51,5.52,5.54,1.3,2.86,-20.34,2.8,7362845757.0,6281444028.0,-0.18,-0.18,-13.08,3.48
748,600405,动力源,5.66,1.98,0.11,227142.0,128175855.0,3.06,5.69,5.52,5.55,5.55,1.04,3.72,-16.74,16.73,3468615468.0,3453275787.0,-0.18,0.0,-0.88,8.64
749,301577,美信科技,61.17,1.98,1.19,10950.0,66446521.0,3.17,61.42,59.52,59.88,59.98,1.08,5.81,181.41,3.61,2754454515.0,1152513451.0,0.02,0.15,1.56,8.34
750,688332,中科蓝讯,146.64,1.97,2.83,35906.0,522899811.0,2.86,147.19,143.07,143.66,143.81,0.52,2.98,62.8,4.32,17684520048.0,17684520048.0,-0.01,0.13,-2.48,11.67
751,002185,华天科技,11.92,1.97,0.23,1087832.0,1280340018.61,3.17,11.93,11.56,11.6,11.69,0.92,3.34,53.69,2.22,38845869292.0,38837026130.0,0.0,0.08,-8.94,8.66
752,301538,骏鼎达,85.98,1.97,1.66,28793.0,248258735.99,6.91,89.33,83.5,84.43,84.32,1.08,9.22,36.85,4.91,6740832000.0,2684267313.0,0.09,0.17,4.61,7.23
753,605488,福莱新材,37.93,1.96,0.73,98749.0,375087375.0,5.27,39.16,37.2,37.28,37.2,0.73,3.58,123.4,6.92,10628721425.0,10475984901.0,-0.11,0.05,19.88,10.42
754,601949,中国出版,7.8,1.96,0.15,751395.0,586399613.0,8.89,8.08,7.4,7.49,7.65,1.66,3.95,46.77,1.54,14850950821.0,14850950821.0,0.26,0.26,16.77,20.93
755,920809,安达科技,7.8,1.96,0.15,498363.0,396525770.41,9.15,8.2,7.5,7.56,7.65,1.36,10.86,-14.42,2.96,4672590000.0,3581035754.0,0.13,0.26,30.65,11.11
756,603312,西典新能,47.97,1.96,0.92,29536.0,141303498.0,3.59,48.49,46.8,47.05,47.05,0.94,5.8,27.3,4.46,7675176015.0,2442608415.0,0.0,0.06,1.78,2.5
757,002540,亚太科技,7.27,1.96,0.14,384003.0,278409587.95,2.81,7.33,7.13,7.15,7.13,1.32,4.4,23.17,1.68,9095794801.0,6337801618.0,0.0,0.0,8.83,2.68
758,300772,运达股份,19.3,1.95,0.37,141272.0,271570812.9,5.23,19.85,18.86,18.93,18.93,0.7,2.02,45.3,2.3,15186160707.0,13467962651.0,0.0,0.0,10.41,1.26
759,000400,许继电气,28.77,1.95,0.55,532715.0,1525449467.46,3.9,29.15,28.05,28.08,28.22,0.94,5.27,24.38,2.47,29305762104.0,29106645221.0,0.07,0.21,12.6,11.9
760,300700,岱勒新材,13.14,1.94,0.25,217425.0,289254653.43,6.83,13.77,12.89,13.0,12.89,1.76,8.03,-40.61,5.99,5216958734.0,3555819986.0,0.08,0.08,11.07,6.4
761,601778,晶科科技,4.2,1.94,0.08,1871644.0,779397314.0,3.64,4.23,4.08,4.1,4.12,1.1,5.24,31.63,0.95,14998202684.0,14998202684.0,0.24,0.0,18.31,12.9
762,688584,上海合晶,23.62,1.94,0.45,63589.0,147373940.0,3.8,23.62,22.74,23.08,23.17,1.03,1.87,112.49,3.81,15718126298.0,8025801843.0,0.04,0.13,2.7,7.66
763,601798,蓝科高新,9.47,1.94,0.18,112871.0,106328427.0,3.23,9.59,9.29,9.41,9.29,1.1,3.18,75.59,2.65,3357382035.0,3357382035.0,-0.21,-0.11,-6.24,6.76
764,920056,能之光,26.82,1.94,0.51,30033.0,81604585.75,5.89,27.86,26.31,26.48,26.31,1.43,9.8,39.91,4.2,2190971394.0,821511887.0,0.04,-0.04,0.86,8.28
765,301557,常友科技,127.75,1.93,2.42,10906.0,137635909.24,3.15,128.03,124.08,125.33,125.33,1.23,9.84,74.61,5.6,5660330520.0,1415470000.0,0.02,-0.09,45.37,-2.32
766,920726,朱老六,22.7,1.93,0.43,76667.0,175260129.68,7.18,23.5,21.9,22.3,22.27,0.94,13.71,109.41,5.11,2307909000.0,1269320554.0,0.0,0.0,22.57,12.15
767,003026,中晶科技,32.23,1.93,0.61,38271.0,121991367.4,2.81,32.23,31.34,31.62,31.62,1.05,4.0,91.98,6.35,4177620370.0,3084259906.0,0.0,0.09,-8.41,4.37
768,002529,*ST海源,7.39,1.93,0.14,55788.0,41132494.0,4.0,7.49,7.2,7.3,7.25,0.67,2.15,-15.95,9.94,1921400000.0,1921400000.0,0.0,-0.14,-1.47,6.48
769,688015,交控科技,24.35,1.93,0.46,24585.0,59788853.0,4.23,24.69,23.68,23.76,23.89,0.99,1.3,40.53,1.77,4594376068.0,4594376068.0,0.08,-0.12,1.84,6.89
770,300136,信维通信,76.75,1.93,1.45,1621345.0,12402753124.91,7.01,79.43,74.15,75.4,75.3,0.8,19.66,114.49,9.67,74260892967.0,63285588321.0,0.48,0.75,162.93,23.79
771,688689,银河微电,29.56,1.93,0.56,22566.0,65898820.0,3.45,29.6,28.6,29.1,29.0,0.87,1.75,61.73,3.16,3810380395.0,3810380395.0,0.17,-0.03,4.71,4.16
772,300917,特发服务,41.45,1.92,0.78,106546.0,441420773.54,4.7,42.36,40.45,41.2,40.67,1.61,6.3,57.81,6.03,7005050000.0,7005050000.0,0.1,0.27,-3.45,6.01
773,002274,华昌化工,5.85,1.92,0.11,269051.0,157675208.45,4.53,5.97,5.71,5.74,5.74,2.07,2.87,-493.59,1.03,5571333179.0,5486417411.0,0.0,0.17,-7.14,3.54
774,300610,晨化股份,12.23,1.92,0.23,65734.0,79708356.4,2.75,12.25,11.92,11.98,12.0,1.24,4.08,37.34,2.28,2629547595.0,1971819039.0,0.0,0.08,8.52,5.34
775,600988,赤峰黄金,32.94,1.92,0.62,997063.0,3287425526.0,7.09,34.0,31.71,32.24,32.32,1.37,5.99,22.81,5.0,62599544203.0,54809240791.0,0.12,0.27,11.77,5.44
776,603966,法兰泰克,13.86,1.91,0.26,150444.0,208447641.0,6.18,14.18,13.34,13.4,13.6,0.89,3.78,24.24,2.74,5525579866.0,5512428805.0,0.14,0.07,16.08,16.47
777,688156,路德科技,17.62,1.91,0.33,27006.0,46958397.0,4.05,17.73,17.03,17.17,17.29,1.15,2.68,-82.53,2.17,1774583446.0,1774583446.0,0.0,-0.28,-9.78,10.06
778,000816,智慧农业,3.73,1.91,0.07,1018642.0,379028209.07,5.19,3.81,3.62,3.64,3.66,1.34,7.09,394.83,2.64,5397359676.0,5357885661.0,0.27,0.27,12.01,1.36
779,600193,*ST创兴,4.26,1.91,0.08,85833.0,36426669.0,3.59,4.3,4.15,4.15,4.18,0.86,2.02,-175.98,20.35,1812088980.0,1812088980.0,0.24,0.24,0.95,11.23
780,688184,ST帕瓦,9.63,1.9,0.18,13467.0,12911673.0,2.54,9.7,9.46,9.48,9.45,1.18,1.34,-5.63,0.96,1531627560.0,967694760.0,0.31,0.21,-2.73,3.77
781,688449,联芸科技,51.48,1.9,0.96,87922.0,447744224.0,4.47,51.93,49.67,49.88,50.52,0.83,3.0,197.22,12.87,23680800000.0,15094148870.0,0.0,0.08,-6.92,13.94
782,002293,罗莱生活,9.64,1.9,0.18,80467.0,77432281.55,3.17,9.69,9.39,9.4,9.46,0.74,0.97,17.73,2.01,8038241517.0,7968260785.0,0.0,0.0,9.42,-6.13
783,600768,宁波富邦,15.52,1.9,0.29,39554.0,60706425.0,3.41,15.53,15.01,15.19,15.23,0.74,2.96,96.47,5.36,2075756544.0,2075756544.0,0.13,0.52,21.44,10.86
784,002208,合肥城建,12.85,1.9,0.24,635393.0,812008976.58,5.63,13.08,12.37,12.39,12.61,0.71,7.91,-197.22,1.61,10322300838.0,10319634322.0,-0.08,0.0,-10.2,3.8
785,301272,英华特,42.53,1.89,0.79,12100.0,51060994.75,2.4,42.53,41.53,41.75,41.74,1.15,3.86,92.98,2.46,2488102819.0,1332401105.0,0.14,0.14,-10.95,3.61
786,002538,司尔特,6.46,1.89,0.12,204379.0,132047654.48,3.47,6.54,6.32,6.35,6.34,0.84,2.39,26.63,1.03,5513970229.0,5513936559.0,0.0,0.16,18.97,0.62
787,301168,通灵股份,47.5,1.89,0.88,23663.0,111750282.06,2.9,47.65,46.3,46.77,46.62,0.91,2.48,95.59,2.64,5700000000.0,4527383460.0,0.02,0.13,22.11,1.71
788,600160,巨化股份,37.2,1.89,0.69,256734.0,954927558.0,4.27,37.73,36.17,36.28,36.51,0.91,0.95,23.19,4.91,100430554213.0,100430554213.0,0.03,0.13,2.88,-3.18
789,002586,ST围海,4.33,1.88,0.08,94490.0,40598055.76,2.35,4.33,4.23,4.25,4.25,0.96,0.87,99.03,1.66,4954488682.0,4708952953.0,0.23,0.23,7.18,-3.56
790,300151,昌红科技,16.25,1.88,0.3,168639.0,272260350.78,5.45,16.57,15.7,15.88,15.95,0.71,4.58,133.92,5.58,8653268439.0,5988614353.0,0.18,0.25,23.48,7.76
791,688718,唯赛勃,14.08,1.88,0.26,21441.0,30159360.0,2.97,14.2,13.79,13.79,13.82,1.03,1.23,68.03,3.14,2446461797.0,2446461797.0,-0.28,-0.35,-0.56,7.65
792,603755,日辰股份,38.7,1.87,0.71,31247.0,119984917.0,6.03,39.09,36.8,37.9,37.99,0.92,3.17,44.5,5.09,3816349455.0,3816349455.0,0.05,0.13,22.7,5.54
793,002064,华峰化学,12.0,1.87,0.22,347737.0,418949142.22,4.67,12.28,11.73,11.82,11.78,0.94,0.7,30.56,2.21,59550526764.0,59382906864.0,-0.08,0.25,37.77,9.09
794,600378,昊华科技,34.9,1.87,0.64,91306.0,317031694.0,3.01,35.03,34.0,34.1,34.26,0.69,0.85,27.42,2.5,45020986738.0,37432531169.0,0.09,0.23,21.94,9.2
795,688059,华锐精密,88.3,1.87,1.62,35948.0,313823642.0,5.15,89.66,85.2,85.95,86.68,1.17,4.12,45.08,5.29,8262084864.0,7696240627.0,0.0,0.01,13.63,13.06
796,605588,冠石科技,59.28,1.87,1.09,52329.0,309168536.0,6.39,60.5,56.78,57.0,58.19,1.2,7.16,-173.19,4.24,4343770514.0,4333341976.0,-0.03,0.19,5.88,17.41
797,300243,瑞丰高材,10.91,1.87,0.2,82642.0,90280737.4,5.6,11.1,10.5,10.71,10.71,1.24,4.25,84.07,2.54,2732157806.0,2120565430.0,0.09,0.18,0.18,4.6
798,601339,百隆东方,6.03,1.86,0.11,174800.0,104756284.0,4.05,6.09,5.85,5.88,5.92,0.87,1.17,12.34,0.99,9042401070.0,9042401070.0,0.0,0.17,5.24,4.15
799,002273,水晶光电,26.32,1.86,0.48,484103.0,1273453712.01,3.56,26.73,25.81,25.85,25.84,0.89,3.55,27.92,3.82,36601440057.0,35853415997.0,0.08,0.23,7.08,4.78
800,600529,山东药玻,21.39,1.86,0.39,243941.0,520884807.0,3.38,21.61,20.9,21.0,21.0,1.71,3.68,19.63,1.74,14194705877.0,14194705877.0,0.05,-0.05,0.9,7.33
801,688733,壹石通,31.88,1.85,0.58,64944.0,204651237.0,3.83,31.9,30.7,30.8,31.3,0.76,3.25,-345.5,2.94,6368833057.0,6368833057.0,0.03,0.03,25.07,10.01
802,603639,海利尔,13.18,1.85,0.24,33120.0,43544197.0,2.4,13.25,12.94,12.94,12.94,1.42,0.97,16.62,1.3,4608363750.0,4479596468.0,0.0,0.0,-9.1,3.78
803,301069,凯盛新材,27.59,1.85,0.5,157949.0,433119518.71,3.8,27.79,26.76,26.95,27.09,0.49,3.76,79.73,5.54,12305136993.0,11576760993.0,0.04,0.11,13.87,-0.76
804,603773,沃格光电,34.63,1.85,0.63,104916.0,363887506.0,7.35,36.1,33.6,34.05,34.0,0.72,4.67,-87.16,6.67,7779928461.0,7777227321.0,-0.06,0.2,11.03,-2.12
805,605111,新洁能,36.86,1.85,0.67,144787.0,530098360.0,2.76,36.93,35.93,36.0,36.19,0.9,3.49,34.32,3.59,15309158420.0,15309158420.0,0.05,0.05,-5.75,3.16
806,920046,亿能电力,18.83,1.84,0.34,173211.0,312222433.98,18.55,19.98,16.55,17.9,18.49,1.6,27.03,116.76,7.64,1904654500.0,1206575314.0,0.11,-0.37,30.13,40.0
807,601133,柏诚股份,17.16,1.84,0.31,300871.0,518601685.0,5.88,17.6,16.61,16.7,16.85,1.36,20.14,51.11,3.1,9060796156.0,2563476527.0,0.0,0.06,29.61,11.43
808,002253,*ST智胜,11.62,1.84,0.21,67318.0,78094012.95,4.65,11.9,11.37,11.58,11.41,1.11,3.23,-30.44,2.46,2621775224.0,2420492991.0,0.0,0.0,13.15,3.2
809,603823,百合花,17.26,1.83,0.31,91696.0,155852967.0,3.83,17.35,16.7,17.0,16.95,0.87,2.23,39.8,2.96,7186506571.0,7094403759.0,0.0,0.12,12.81,14.68
810,688501,青达环保,27.82,1.83,0.5,19357.0,53609487.0,2.82,28.06,27.29,27.32,27.32,0.88,1.56,20.88,3.23,3455967320.0,3455967320.0,0.0,-0.11,0.51,5.26
811,600611,大众交通,6.13,1.83,0.11,1571554.0,999273306.0,8.31,6.6,6.1,6.32,6.02,1.94,10.05,110.82,1.43,14492073156.0,9583129311.0,-0.16,-0.16,3.03,12.27
812,688352,颀中科技,13.38,1.83,0.24,141791.0,187218687.0,2.97,13.4,13.01,13.19,13.14,0.99,3.88,64.66,2.65,15909318913.0,4895489426.0,0.0,0.07,2.53,6.11
813,002890,弘宇股份,15.0,1.83,0.27,26783.0,40041774.49,5.23,15.27,14.5,14.6,14.73,1.59,1.66,160.61,4.24,2548127400.0,2422263150.0,-0.13,-0.13,0.54,2.74
814,002380,科远智慧,32.8,1.83,0.59,155578.0,512110749.4,5.96,33.8,31.88,32.01,32.21,0.96,10.98,27.2,3.23,7871726087.0,4649461992.0,-0.09,0.0,8.47,20.59
815,000155,川能动力,12.79,1.83,0.23,474543.0,607469860.51,5.49,13.1,12.41,12.42,12.56,0.9,2.57,50.96,2.29,23612493094.0,23612493094.0,0.08,0.24,20.66,9.79
816,603108,润达医疗,20.04,1.83,0.36,700806.0,1391362834.0,8.74,20.62,18.9,19.16,19.68,0.75,11.61,-55.77,2.93,12097782410.0,12097782410.0,-0.05,-0.1,33.96,34.05
817,603124,江南新材,89.7,1.82,1.6,28597.0,261574878.0,8.65,94.22,86.6,87.56,88.1,1.07,9.78,59.34,7.27,13073344350.0,2621543048.0,-0.04,0.08,10.09,13.73
818,688046,药康生物,19.07,1.82,0.34,64691.0,121513817.0,5.98,19.38,18.26,18.49,18.73,1.11,1.58,53.36,3.55,7818700000.0,7818700000.0,0.26,-0.1,14.33,24.15
819,688217,睿昂基因,32.51,1.82,0.58,18382.0,59385982.0,6.26,33.27,31.27,31.93,31.93,1.14,3.29,-242.3,2.01,1815875179.0,1815875179.0,0.09,0.34,13.55,23.38
820,301421,波长光电,106.5,1.82,1.9,56266.0,588717384.76,4.11,106.5,102.2,103.8,104.6,0.82,12.15,358.75,10.32,12323967000.0,4931853653.0,0.02,0.32,3.4,2.26
821,600583,海油工程,6.17,1.82,0.11,723609.0,441295068.0,3.63,6.18,5.96,6.01,6.06,0.72,1.64,12.75,1.01,27279759116.0,27279759116.0,0.16,0.16,11.57,12.39
822,603270,金帝股份,26.87,1.82,0.48,52396.0,140093340.0,3.37,27.09,26.2,26.26,26.39,0.9,7.41,40.68,2.66,5887396142.0,1900156842.0,0.0,0.0,10.67,-0.59
823,300893,松原安全,25.36,1.81,0.45,70859.0,179834581.13,4.9,25.88,24.66,24.93,24.91,1.41,2.82,34.2,6.19,11995312106.0,6362141841.0,0.0,0.08,0.2,7.28
824,600478,科力远,7.32,1.81,0.13,537782.0,393734614.0,3.89,7.39,7.11,7.13,7.19,0.77,3.23,69.46,4.2,12191759505.0,12191759505.0,-0.14,0.0,20.59,6.24
825,301106,骏成科技,31.55,1.81,0.56,17213.0,53966550.2,2.58,31.6,30.8,30.8,30.99,1.15,1.69,30.66,2.51,3221723044.0,3221723044.0,-0.03,0.16,5.31,5.98
826,600596,新安股份,12.38,1.81,0.22,305335.0,378183009.0,4.52,12.56,12.01,12.17,12.16,0.67,2.26,175.56,1.34,16708011467.0,16708011467.0,-0.08,0.08,25.56,7.93
827,002597,金禾实业,21.97,1.81,0.39,92446.0,202004200.93,2.55,22.0,21.45,21.46,21.58,0.79,1.63,23.95,1.65,12485987720.0,12453009431.0,0.05,0.09,5.93,5.83
828,603221,爱丽家居,13.58,1.8,0.24,153031.0,208389884.0,4.35,13.82,13.24,13.33,13.34,1.47,6.32,115.46,2.07,3320853200.0,3290026600.0,0.15,0.07,10.23,3.66
829,600460,士兰微,29.45,1.8,0.52,420516.0,1226109604.0,2.52,29.49,28.76,28.93,28.93,0.94,2.53,105.3,4.1,49006915835.0,49006915835.0,0.03,0.03,-9.8,3.66
830,603223,恒通股份,10.16,1.8,0.18,179884.0,183874414.0,4.11,10.39,9.98,10.1,9.98,1.41,2.52,30.93,1.84,7256140387.0,7256140387.0,0.0,0.1,0.79,9.25
831,002758,浙农股份,10.21,1.79,0.18,156360.0,159830977.72,3.89,10.35,9.96,10.01,10.03,1.31,3.02,18.23,1.1,5296973515.0,5290876358.0,0.1,0.29,11.83,1.39
832,000902,新洋丰,15.91,1.79,0.28,135137.0,214624237.48,2.75,16.0,15.57,15.59,15.63,0.98,1.18,10.9,1.73,19962812769.0,18181675255.0,0.0,0.06,10.87,1.86
833,301487,盟固利,23.33,1.79,0.41,248830.0,580748515.83,4.32,23.71,22.72,22.73,22.92,1.59,9.12,1097.58,5.69,10722851499.0,6364284113.0,0.0,0.17,-7.31,6.38
834,001333,光华股份,23.26,1.79,0.41,57158.0,132176556.04,4.68,23.58,22.51,22.7,22.85,1.36,12.99,28.31,1.74,2977280000.0,1023440000.0,0.0,0.09,-5.98,8.19
835,605116,奥锐特,32.47,1.79,0.57,62812.0,201068738.0,6.8,33.07,30.9,31.49,31.9,0.57,1.55,27.98,5.23,13188769608.0,13188769608.0,0.22,-0.18,47.93,29.62
836,688198,佰仁医疗,116.08,1.79,2.04,3840.0,44284132.0,2.46,116.48,113.67,113.68,114.04,0.69,0.28,129.37,12.83,15989803279.0,15989803279.0,0.0,0.09,8.08,8.48
837,002281,光迅科技,78.5,1.79,1.38,782770.0,6141496075.11,5.56,80.99,76.7,78.01,77.12,1.47,10.04,66.06,6.48,63324046532.0,61188972682.0,0.01,0.18,27.81,12.22
838,600486,扬农化工,69.77,1.78,1.22,37249.0,260013918.0,4.11,70.84,68.02,68.1,68.55,0.98,0.92,20.1,2.51,28279545693.0,28186288390.0,0.26,0.48,1.78,0.55
839,000831,中国稀土,53.2,1.78,0.93,398714.0,2127020475.46,4.09,54.36,52.22,52.25,52.27,0.69,3.76,220.32,11.68,56456946932.0,56456946932.0,0.17,0.43,-4.76,14.56
840,601069,西部黄金,30.38,1.78,0.53,359057.0,1096560615.0,7.2,31.52,29.37,29.57,29.85,1.27,4.05,70.09,6.08,27676153357.0,26952784898.0,0.03,0.03,1.23,13.87
841,688668,鼎通科技,109.55,1.78,1.92,73635.0,800040598.0,4.26,110.8,106.22,107.0,107.63,1.05,5.29,64.81,8.02,15257094887.0,15257094887.0,0.13,0.13,13.41,-11.65
842,001268,联合精密,35.93,1.78,0.63,25959.0,92897413.0,2.72,35.99,35.03,35.25,35.3,0.76,4.12,48.85,3.78,3878044691.0,2261194691.0,0.03,0.03,17.65,1.13
843,920223,荣亿精密,24.12,1.77,0.42,67873.0,165322764.59,6.96,25.05,23.4,23.7,23.7,1.03,8.32,-271.53,15.11,3793714200.0,1967800050.0,-0.04,-0.08,34.9,7.73
844,002355,兴民智通,6.91,1.77,0.12,756319.0,532820948.94,9.87,7.37,6.7,6.77,6.79,1.22,12.23,-19.11,3.78,4619203710.0,4271531552.0,-0.14,0.0,19.76,14.03
845,002040,南 京 港,10.38,1.76,0.18,242787.0,253123494.26,4.71,10.62,10.14,10.15,10.2,1.57,4.99,26.99,1.5,5064889704.0,5045463119.0,0.19,0.1,-14.29,5.38
846,301585,蓝宇股份,31.8,1.76,0.55,23567.0,74676848.61,2.27,31.93,31.22,31.34,31.25,1.48,3.46,52.23,3.43,3307200000.0,2165863974.0,-0.19,-0.13,-1.12,2.85
847,002467,二六三,6.93,1.76,0.12,2128652.0,1485338472.85,8.81,7.31,6.71,6.75,6.81,1.88,15.57,94.28,4.88,9531327080.0,9472505822.0,0.0,0.73,12.5,13.79
848,688227,品高股份,86.65,1.76,1.5,47928.0,409601401.0,7.75,88.45,81.85,83.23,85.15,0.71,4.24,-223.74,7.57,9796239579.0,9796239579.0,-0.01,0.27,139.63,33.29
849,688353,华盛锂电,106.53,1.76,1.84,89484.0,963966066.0,7.11,109.98,102.54,102.54,104.69,0.8,5.61,-123.76,5.14,16991535000.0,16991535000.0,-0.05,-0.17,134.29,-6.31
850,301302,华如科技,28.37,1.76,0.49,194496.0,550376393.09,8.18,29.18,26.9,27.4,27.88,1.46,13.99,-23.8,2.82,4421890050.0,3943146300.0,-0.04,-0.04,25.36,24.05
851,603630,拉芳家化,24.27,1.76,0.42,137337.0,331301359.0,3.9,24.56,23.63,24.02,23.85,1.51,6.1,326.42,2.86,5465715157.0,5465715157.0,-0.37,0.08,5.66,25.36
852,603086,先达股份,8.67,1.76,0.15,152573.0,131515539.0,3.29,8.74,8.46,8.52,8.52,1.09,3.51,14.43,1.74,3769829950.0,3769829950.0,0.0,0.23,-11.89,5.47
853,688123,聚辰股份,142.41,1.76,2.46,75791.0,1066020860.0,5.2,143.78,136.5,138.0,139.95,0.82,4.79,52.85,9.02,22539379376.0,22539379376.0,0.02,0.11,-8.68,13.4
854,603037,凯众股份,16.19,1.76,0.28,195051.0,314056261.0,3.58,16.3,15.73,15.9,15.91,0.61,7.33,55.6,4.46,4321405140.0,4308839110.0,0.19,0.0,10.89,11.96
