日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-01-16,601328,6.94,6.87,6.96,6.85,1966452,1354899200.0,1.59,-1.01,-0.07,0.75
2026-01-19,601328,6.87,6.82,6.92,6.81,1571529,1076596224.0,1.6,-0.73,-0.05,0.6
2026-01-20,601328,6.83,6.86,6.91,6.81,1614528,1108773504.0,1.47,0.59,0.04,0.62
2026-01-21,601328,6.88,6.72,6.91,6.71,2537214,1720486912.0,2.92,-2.04,-0.14,0.97
2026-01-22,601328,6.74,6.71,6.8,6.69,1780561,1198219136.0,1.64,-0.15,-0.01,0.68
2026-01-23,601328,6.72,6.64,6.77,6.62,2225668,1488871808.0,2.24,-1.04,-0.07,0.85
2026-01-26,601328,6.63,6.64,6.73,6.6,2582310,1721219456.0,1.96,0.0,0.0,0.99
2026-01-27,601328,6.65,6.61,6.73,6.6,2312737,1543139328.0,1.96,-0.45,-0.03,0.89
2026-01-28,601328,6.61,6.55,6.65,6.54,3280865,2160619264.0,1.66,-0.91,-0.06,1.26
2026-01-29,601328,6.56,6.6,6.64,6.48,3145114,2059288832.0,2.44,0.76,0.05,1.21
2026-01-30,601328,6.63,6.62,6.71,6.62,2439311,1624607104.0,1.36,0.3,0.02,0.94
2026-02-02,601328,6.67,6.65,6.77,6.64,2781858,1864553088.0,1.96,0.45,0.03,1.07
2026-02-03,601328,6.65,6.59,6.66,6.55,2270998,1496086656.0,1.65,-0.9,-0.06,0.87
2026-02-04,601328,6.58,6.67,6.68,6.57,1387931,922754176.0,1.67,1.21,0.08,0.53
2026-02-05,601328,6.68,6.76,6.77,6.67,1732166,1166679808.0,1.5,1.35,0.09,0.66
2026-02-06,601328,6.79,6.71,6.81,6.69,1729551,1163096960.0,1.78,-0.74,-0.05,0.66
2026-02-09,601328,6.7,6.74,6.77,6.67,1412828,949465088.0,1.49,0.45,0.03,0.54
2026-02-10,601328,6.74,6.82,6.83,6.73,1594666,1084523008.0,1.48,1.19,0.08,0.61
2026-02-11,601328,6.83,6.82,6.85,6.76,1102808,751158144.0,1.32,0.0,0.0,0.42
2026-02-12,601328,6.82,6.73,6.82,6.7,1441384,970954496.0,1.76,-1.32,-0.09,0.55
2026-02-13,601328,6.73,6.65,6.74,6.64,1461456,975476032.0,1.49,-1.19,-0.08,0.56
2026-02-24,601328,6.68,6.67,6.69,6.64,1140045,760115136.0,0.75,0.3,0.02,0.44
2026-02-25,601328,6.68,6.62,6.7,6.62,1402377,934188736.0,1.2,-0.75,-0.05,0.54
2026-02-26,601328,6.62,6.58,6.67,6.56,1277377,843222784.0,1.66,-0.6,-0.04,0.49
2026-02-27,601328,6.58,6.55,6.61,6.55,1188033,781195008.0,0.91,-0.46,-0.03,0.46
2026-03-02,601328,6.53,6.58,6.6,6.51,1691836,1110692480.0,1.37,0.46,0.03,0.65
2026-03-03,601328,6.59,6.74,6.81,6.57,3679811,2468537600.0,3.65,2.43,0.16,1.41
2026-03-04,601328,6.74,6.66,6.74,6.6,2541382,1687392384.0,2.08,-1.19,-0.08,0.97
2026-03-05,601328,6.63,6.72,6.75,6.61,1681884,1124296064.0,2.1,0.9,0.06,0.65
2026-03-06,601328,6.71,6.77,6.78,6.69,1399520,944440192.0,1.34,0.74,0.05,0.54
2026-03-09,601328,6.73,6.76,6.81,6.72,2024769,1370531328.0,1.33,-0.15,-0.01,0.78
2026-03-10,601328,6.75,6.73,6.76,6.69,1219857,819615616.0,1.04,-0.44,-0.03,0.47
2026-03-11,601328,6.72,6.79,6.8,6.69,1243623,840072256.0,1.63,0.89,0.06,0.48
2026-03-12,601328,6.77,6.8,6.84,6.77,1099492,749016320.0,1.03,0.15,0.01,0.42
2026-03-13,601328,6.8,6.85,6.9,6.77,1795746,1229383680.0,1.91,0.74,0.05,0.69
2026-03-16,601328,6.85,6.87,6.93,6.84,1493370,1027219776.0,1.31,0.29,0.02,0.57
2026-03-17,601328,6.86,6.94,6.96,6.85,1431635,992848192.0,1.6,1.02,0.07,0.55
2026-03-18,601328,6.95,6.9,6.96,6.85,1455387,1004628416.0,1.59,-0.58,-0.04,0.56
2026-03-19,601328,6.87,6.89,6.95,6.86,1463662,1011884608.0,1.3,-0.14,-0.01,0.56
2026-03-20,601328,8.32,8.19,8.36,8.19,492997,407785376.0,2.05,-1.33,-0.11,0.99
2026-03-23,601328,6.89,6.67,6.9,6.66,2260777,1523005440.0,3.47,-3.47,-0.24,0.87
