代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002131,利欧股份,6.65,0.3,75,70.6%,【试错观察】历史胜率71%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-19
000058,深 赛 格,7.58,0.66,75,68.9%,【试错观察】历史胜率69%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-11
002291,遥望科技,6.35,-0.16,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-15
002651,利君股份,8.75,-1.35,75,61.3%,【试错观察】历史胜率61%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-12
600198,大唐电信,8.78,1.62,75,69.9%,【试错观察】历史胜率70%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-12
