代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
603518,锦泓集团,9.81,0.62,75,61.0%,【试错观察】历史胜率61%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-28
002216,三全食品,14.16,-0.63,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-27
600678,四川金顶,8.9,-5.02,75,63.3%,【试错观察】历史胜率63%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-22
002037,保利联合,8.68,2.24,75,70.8%,【试错观察】历史胜率71%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-29
605066,天正电气,7.97,-0.75,75,68.8%,【试错观察】历史胜率69%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-30
