代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
000058,深 赛 格,7.93,-2.22,75,68.9%,【试错观察】历史胜率69%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-11
600249,两面针,5.73,-0.35,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-08
600479,千金药业,10.38,0.19,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-29
600198,大唐电信,9.31,-2.0,75,69.9%,【试错观察】历史胜率70%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-12
002401,中远海科,14.69,0.07,75,62.8%,【试错观察】历史胜率63%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-08
