代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
000058,深 赛 格,7.92,-0.13,75,68.9%,【试错观察】历史胜率69%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-11
600249,两面针,5.74,0.17,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-08
600198,大唐电信,9.29,-0.21,75,69.9%,【试错观察】历史胜率70%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-12
002651,利君股份,9.15,-1.19,75,61.3%,【试错观察】历史胜率61%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-12
600586,金晶科技,5.65,1.8,75,62.5%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-14
