--- 战法复盘统计：过去60日成功率(3%目标): 51.68% | 平均潜在涨幅: 4.78% ---
代码,名称,收盘价,量比,信号强度,操作建议
002627,三峡旅游,7.32,0.41,100,【一击必中】符合极致缩量回踩，博弈反包
002867,周大生,13.03,0.47,50,【观察试错】趋势尚可，等待分时转强
