代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002908,德生科技,6.37,-3.34,85,0.0%,【一击必中】历史胜率0%。缩量回踩MA5完美，主力高度锁仓，建议重仓介入。,2026-07-01
601798,蓝科高新,7.02,-2.09,75,73.4%,【试错观察】历史胜率73%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-25
002772,众兴菌业,12.64,-3.59,75,64.1%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-03
002212,天融信,5.43,-3.55,75,70.0%,【试错观察】历史胜率70%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-30
603366,日出东方,6.93,-4.41,75,60.5%,【试错观察】历史胜率60%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-29
