代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002723,小崧股份,8.94,1.13,85,0.0%,【一击必中】历史胜率0%。缩量回踩MA5完美，主力高度锁仓，建议重仓介入。,2026-06-18
000679,大连友谊,6.12,-0.81,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-18
002044,美年健康,5.09,1.19,75,61.7%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-18
002095,生 意 宝,13.22,3.28,75,61.9%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-22
603327,福蓉科技,8.32,-1.89,75,61.9%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-24
