代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002093,国脉科技,6.32,2.27,85,0.0%,【一击必中】历史胜率0%。缩量回踩MA5完美，主力高度锁仓，建议重仓介入。,2026-07-09
002576,通达动力,13.53,0.0,75,62.9%,【试错观察】历史胜率63%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-03
600821,金开新能,6.0,-1.32,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-13
603712,七一二,11.38,1.16,75,77.1%,【试错观察】历史胜率77%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-10
002313,日海智能,7.94,1.4,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-03
