代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002908,德生科技,6.41,0.0,85,0.0%,【一击必中】历史胜率0%。缩量回踩MA5完美，主力高度锁仓，建议重仓介入。,2026-07-01
603598,引力传媒,16.18,0.75,75,69.2%,【试错观察】历史胜率69%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-02
603956,威派格,5.85,1.56,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-29
603366,日出东方,6.49,0.31,75,60.5%,【试错观察】历史胜率60%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-29
002772,众兴菌业,12.6,-3.0,75,64.1%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-03
