代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
601798,蓝科高新,7.4,1.93,75,73.4%,【试错观察】历史胜率73%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-25
002095,生 意 宝,13.11,0.61,75,61.9%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-22
600470,六国化工,6.08,-5.0,75,63.4%,【试错观察】历史胜率63%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-23
002212,天融信,5.74,0.35,75,70.0%,【试错观察】历史胜率70%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-30
603177,德创环保,8.38,0.0,75,67.1%,【试错观察】历史胜率67%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-22
