代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
000856,冀东装备,11.7,2.53,2.24,有,形态已成
603668,天马科技,11.17,2.2,-15.8,有,形态已成
002565,顺灏股份,15.28,1.94,2.52,有,形态已成
600143,金发科技,17.01,1.93,-3.6,有,形态已成
600376,首开股份,5.19,1.89,-3.57,有,形态已成
603819,神力股份,13.15,1.88,3.89,有,形态已成
603949,雪龙集团,17.62,1.88,-10.84,有,形态已成
601002,晋亿实业,5.44,1.84,-0.4,有,形态已成
600135,乐凯胶片,10.05,1.76,0.44,有,形态已成
002918,蒙娜丽莎,11.37,1.7,-14.25,有,形态已成
002907,华森制药,13.75,1.69,-2.36,有,形态已成
600643,爱建集团,5.12,1.64,4.79,有,形态已成
600732,爱旭股份,15.19,1.64,1.51,有,形态已成
000572,海马汽车,6.33,1.61,-0.63,有,形态已成
600158,中体产业,10.81,1.58,1.58,有,形态已成
000065,北方国际,13.75,1.53,3.46,有,形态已成
605388,均瑶健康,6.58,1.52,-0.93,有,形态已成
600538,国发股份,6.6,1.52,3.81,有,形态已成
002611,东方精工,17.7,1.51,2.34,有,形态已成
002960,青鸟消防,11.88,1.49,4.32,有,形态已成
002887,绿茵生态,11.42,1.48,-0.99,有,形态已成
603219,富佳股份,15.52,1.47,-8.56,有,形态已成
000678,襄阳轴承,11.57,1.47,-6.44,有,形态已成
002494,华斯股份,5.31,1.47,-4.32,有,形态已成
002333,罗普斯金,5.65,1.45,-2.55,有,形态已成
605500,森林包装,9.25,1.45,1.49,有,形态已成
605001,威奥股份,7.3,1.45,-6.72,有,形态已成
002543,万和电气,9.18,1.45,-1.25,有,形态已成
001322,箭牌家居,7.49,1.43,-11.28,有,形态已成
603587,地素时尚,12.08,1.42,-3.93,有,形态已成
002695,煌上煌,10.73,1.42,2.07,有,形态已成
603227,雪峰科技,9.41,1.4,4.21,有,形态已成
002968,新大正,11.52,1.38,-7.29,有,形态已成
000789,万年青,5.39,1.38,-4.74,有,形态已成
605055,迎丰股份,9.2,1.38,-3.24,有,形态已成
601319,中国人保,7.47,1.38,-9.65,有,形态已成
002802,洪汇新材,12.94,1.37,-3.88,有,形态已成
