代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
000856,冀东装备,11.81,2.05,3.0,有,形态已成
603668,天马科技,10.78,1.71,-18.26,有,形态已成
600143,金发科技,17.07,1.61,-3.33,有,形态已成
000572,海马汽车,6.33,1.61,-0.63,有,形态已成
600250,南京商旅,12.06,1.61,4.58,有,形态已成
000670,盈方微,8.84,1.56,4.59,有,形态已成
605388,均瑶健康,6.58,1.52,-0.93,有,形态已成
600376,首开股份,5.66,1.51,3.36,有,形态已成
603808,歌力思,10.42,1.48,4.79,有,形态已成
002695,煌上煌,10.73,1.42,2.07,有,形态已成
600721,百花医药,9.59,1.42,3.9,有,形态已成
002918,蒙娜丽莎,11.31,1.42,-14.63,有,形态已成
603949,雪龙集团,18.17,1.41,-8.56,有,形态已成
603227,雪峰科技,9.41,1.4,4.21,有,形态已成
002033,丽江股份,9.06,1.35,-2.6,有,形态已成
603366,日出东方,10.6,1.31,4.78,有,形态已成
600732,爱旭股份,15.46,1.31,2.94,有,形态已成
002038,双鹭药业,6.25,1.27,1.0,有,形态已成
600679,上海凤凰,12.01,1.22,-1.35,有,形态已成
603909,建发合诚,11.17,1.2,-2.82,有,形态已成
605001,威奥股份,7.25,1.18,-7.24,有,形态已成
002494,华斯股份,5.27,1.17,-4.91,有,形态已成
600538,国发股份,6.6,1.17,3.81,有,形态已成
601002,晋亿实业,5.54,1.15,1.06,有,形态已成
001322,箭牌家居,7.56,1.13,-10.6,有,形态已成
002968,新大正,11.55,1.13,-7.09,有,形态已成
000678,襄阳轴承,11.73,1.12,-5.39,有,形态已成
603238,诺邦股份,15.85,1.11,-7.61,有,形态已成
605500,森林包装,9.13,1.1,0.44,有,形态已成
002543,万和电气,9.43,1.09,0.9,有,形态已成
603385,惠达卫浴,6.68,1.09,-4.71,有,形态已成
000524,岭南控股,12.03,1.09,-5.29,有,形态已成
603219,富佳股份,15.71,1.08,-7.64,有,形态已成
600719,大连热电,7.11,1.08,4.53,有,形态已成
002598,山东章鼓,9.29,1.07,-4.44,有,形态已成
002188,中天服务,6.68,1.06,-2.6,有,形态已成
600711,盛屯矿业,12.21,1.03,-11.76,有,形态已成
002139,拓邦股份,12.6,1.03,-1.27,有,形态已成
002802,洪汇新材,12.72,1.03,-5.2,有,形态已成
002887,绿茵生态,12.14,1.02,3.96,有,形态已成
605055,迎丰股份,8.97,1.02,-5.2,有,形态已成
002907,华森制药,13.29,1.02,-5.0,有,形态已成
603587,地素时尚,12.07,1.01,-3.99,有,形态已成
002772,众兴菌业,16.57,1.0,-8.8,有,潜伏中
600854,春兰股份,5.13,1.0,-2.91,有,形态已成
002275,桂林三金,13.95,1.0,-0.75,有,潜伏中
002820,桂发祥,10.89,0.99,-4.71,有,潜伏中
600493,凤竹纺织,7.22,0.99,-5.17,有,潜伏中
002960,青鸟消防,11.68,0.99,2.93,有,潜伏中
002763,汇洁股份,7.47,0.99,-4.3,有,潜伏中
002194,武汉凡谷,10.54,0.98,-11.04,有,潜伏中
002083,孚日股份,11.16,0.98,0.23,有,潜伏中
603311,金海高科,16.28,0.97,0.62,有,潜伏中
603885,吉祥航空,11.85,0.97,-4.6,有,潜伏中
600901,江苏金租,6.49,0.97,-0.09,有,潜伏中
605155,西大门,16.0,0.97,-6.92,有,潜伏中
600749,西藏旅游,16.12,0.97,-1.24,有,潜伏中
603709,中源家居,17.17,0.97,-4.08,有,潜伏中
603990,麦迪科技,15.5,0.97,3.32,有,潜伏中
600051,宁波联合,7.68,0.97,-3.4,有,潜伏中
600233,圆通速递,19.83,0.96,-0.24,有,潜伏中
003025,思进智能,13.7,0.96,-6.78,有,潜伏中
603536,惠发食品,9.91,0.96,-2.08,有,潜伏中
605138,盛泰集团,6.79,0.96,-4.26,有,潜伏中
002963,豪尔赛,15.05,0.96,-2.56,有,潜伏中
603506,南都物业,12.37,0.96,-5.07,有,潜伏中
002459,晶澳科技,12.3,0.95,-0.89,有,潜伏中
600191,华资实业,11.98,0.95,-5.71,有,潜伏中
000829,天音控股,10.31,0.95,-2.61,有,潜伏中
002591,恒大高新,7.06,0.95,-3.97,有,潜伏中
600158,中体产业,11.23,0.95,4.7,有,潜伏中
002067,景兴纸业,5.19,0.94,-3.57,有,潜伏中
002651,利君股份,9.58,0.94,-4.73,有,潜伏中
001300,三柏硕,17.57,0.94,3.71,有,潜伏中
002062,宏润建设,7.52,0.94,-11.84,有,潜伏中
600192,长城电工,9.16,0.94,-4.02,有,潜伏中
600590,泰豪科技,13.8,0.94,-6.91,有,潜伏中
002166,莱茵生物,8.58,0.94,-4.81,有,潜伏中
600802,福建水泥,6.27,0.94,1.33,有,潜伏中
000026,飞亚达,14.36,0.94,-3.68,有,潜伏中
603637,镇海股份,11.9,0.93,-4.19,有,潜伏中
600578,京能电力,5.73,0.93,2.76,有,潜伏中
003003,天元股份,13.06,0.93,-4.2,有,潜伏中
000498,山东路桥,5.79,0.93,-4.77,有,潜伏中
002871,伟隆股份,16.86,0.93,-12.15,有,潜伏中
000755,山西高速,5.38,0.93,-1.28,有,潜伏中
002676,顺威股份,6.6,0.93,-7.92,有,潜伏中
601058,赛轮轮胎,13.48,0.93,-5.96,有,潜伏中
603101,汇嘉时代,8.36,0.92,-3.37,有,潜伏中
603332,苏州龙杰,12.73,0.92,-5.42,有,潜伏中
603176,汇通集团,5.5,0.92,-2.14,有,潜伏中
600706,曲江文旅,10.0,0.92,-2.32,有,潜伏中
600106,重庆路桥,5.51,0.92,-6.1,有,潜伏中
600586,金晶科技,6.33,0.92,0.29,有,潜伏中
600356,恒丰纸业,8.6,0.92,-7.47,有,潜伏中
002698,博实股份,13.49,0.91,-9.19,有,潜伏中
600730,中国高科,9.22,0.91,-3.46,有,潜伏中
601108,财通证券,7.72,0.91,-6.08,有,潜伏中
603022,新通联,10.53,0.91,-4.58,有,潜伏中
002845,同兴达,13.76,0.91,-8.35,有,潜伏中
002370,亚太药业,6.29,0.91,-3.65,有,潜伏中
600235,民丰特纸,6.58,0.9,-5.6,有,潜伏中
002105,信隆健康,6.51,0.9,-7.92,有,潜伏中
002454,松芝股份,8.23,0.9,-5.73,有,潜伏中
600331,宏达股份,14.46,0.9,-16.46,有,潜伏中
603886,元祖股份,11.91,0.9,-5.78,有,潜伏中
002137,实益达,8.29,0.89,-5.21,有,潜伏中
601198,东兴证券,12.72,0.89,-4.99,有,潜伏中
001338,永顺泰,12.95,0.89,-0.92,有,潜伏中
002798,帝欧水华,6.11,0.89,-3.99,有,潜伏中
002634,棒杰股份,6.91,0.89,0.03,有,潜伏中
002521,齐峰新材,8.02,0.89,-2.98,有,潜伏中
605208,永茂泰,13.51,0.89,2.52,有,潜伏中
603035,常熟汽饰,13.68,0.89,-6.67,有,潜伏中
603321,梅轮电梯,7.29,0.89,-5.42,有,潜伏中
002858,力盛体育,15.21,0.89,-2.31,有,潜伏中
603178,圣龙股份,15.51,0.88,-5.16,有,潜伏中
603515,欧普照明,19.11,0.88,1.45,有,潜伏中
603901,永创智能,11.67,0.88,-9.41,有,潜伏中
002301,齐心集团,7.01,0.88,-3.39,有,潜伏中
601566,九牧王,10.67,0.87,-2.7,有,潜伏中
603189,网达软件,19.5,0.87,-3.39,有,潜伏中
000507,珠海港,5.85,0.87,2.99,有,潜伏中
002611,东方精工,17.06,0.87,-0.63,有,潜伏中
002107,沃华医药,6.27,0.87,-6.59,有,潜伏中
002003,伟星股份,9.65,0.87,-4.15,有,潜伏中
002579,中京电子,12.09,0.87,-1.23,有,潜伏中
603017,中衡设计,13.93,0.87,4.93,有,潜伏中
603889,新澳股份,7.81,0.87,-7.33,有,潜伏中
603535,嘉诚国际,8.43,0.87,-6.69,有,潜伏中
000955,欣龙控股,5.03,0.87,-5.34,有,潜伏中
603569,长久物流,6.86,0.86,-4.43,有,潜伏中
002410,广联达,11.37,0.86,-8.87,有,潜伏中
002571,德力股份,11.44,0.86,-6.47,有,潜伏中
603162,海通发展,13.07,0.86,-6.04,有,潜伏中
600692,亚通股份,8.03,0.86,0.0,有,潜伏中
600099,林海股份,10.59,0.86,-4.01,有,潜伏中
605122,四方新材,13.07,0.85,-3.7,有,潜伏中
603677,奇精机械,16.1,0.85,-4.76,有,潜伏中
605336,帅丰电器,15.12,0.85,3.31,有,潜伏中
002863,今飞凯达,5.36,0.85,-7.11,有,潜伏中
002331,皖通科技,8.07,0.85,-6.29,有,潜伏中
600697,欧亚集团,12.12,0.85,-5.0,有,潜伏中
002909,集泰股份,6.54,0.85,-8.04,有,潜伏中
000715,中兴商业,5.72,0.85,-5.55,有,潜伏中
003016,欣贺股份,8.09,0.85,-3.74,有,潜伏中
002245,蔚蓝锂芯,17.32,0.84,-1.27,有,潜伏中
603277,银都股份,14.41,0.84,-5.37,有,潜伏中
600422,昆药集团,11.26,0.84,-5.28,有,潜伏中
000598,兴蓉环境,6.88,0.84,-3.02,有,潜伏中
603648,畅联股份,9.76,0.84,-3.86,有,潜伏中
002752,昇兴股份,6.14,0.84,-2.76,有,潜伏中
000753,漳州发展,6.97,0.84,-0.99,有,潜伏中
603073,彩蝶实业,19.77,0.84,-3.65,有,潜伏中
600712,南宁百货,6.3,0.84,-0.6,有,潜伏中
600560,金自天正,14.58,0.83,-7.38,有,潜伏中
000017,深中华A,6.83,0.83,-5.09,有,潜伏中
600480,凌云股份,9.75,0.83,-8.49,有,潜伏中
002164,宁波东力,12.27,0.83,-4.29,有,潜伏中
002405,四维图新,10.18,0.83,-4.43,有,潜伏中
603819,神力股份,11.88,0.83,-4.22,有,潜伏中
600490,鹏欣资源,7.5,0.83,-13.29,有,潜伏中
603982,泉峰汽车,7.82,0.83,-4.12,有,潜伏中
000759,中百集团,5.68,0.83,-6.92,有,潜伏中
000686,东北证券,8.11,0.83,-4.97,有,潜伏中
000590,启迪药业,11.99,0.83,-0.83,有,潜伏中
600476,湘邮科技,11.0,0.83,-10.16,有,潜伏中
600481,双良节能,7.32,0.83,-5.35,有,潜伏中
600603,广汇物流,7.18,0.83,-4.55,有,潜伏中
603079,圣达生物,16.61,0.83,-5.73,有,潜伏中
600703,三安光电,13.96,0.82,-15.2,有,潜伏中
000710,贝瑞基因,10.27,0.82,-8.91,有,潜伏中
603221,爱丽家居,11.47,0.82,-5.71,有,潜伏中
603006,联明股份,12.59,0.82,-5.51,有,潜伏中
603879,永悦科技,5.67,0.82,-6.19,有,潜伏中
002999,天禾股份,6.96,0.82,-6.93,有,潜伏中
002406,远东传动,7.11,0.82,-8.54,有,潜伏中
002423,中粮资本,10.94,0.82,-0.38,有,潜伏中
