代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002688,金河生物,5.03,-3.08,75,60.9%,【试错观察】历史胜率61%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-28
605018,长华集团,16.41,0.61,75,70.4%,【试错观察】历史胜率70%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-04
002129,TCL中环,8.92,-5.31,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-28
603170,宝立食品,11.89,-2.3,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-29
002480,新筑股份,5.9,-2.32,75,66.7%,【试错观察】历史胜率67%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-04
