代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
605228,神通科技,13.06,-1.51,75,67.6%,【试错观察】历史胜率68%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-09
605018,长华集团,15.04,-2.21,75,70.4%,【试错观察】历史胜率70%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-04
600721,百花医药,7.36,-3.92,75,64.1%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-08
601999,出版传媒,5.86,-1.68,75,66.7%,【试错观察】历史胜率67%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-12
603330,天洋新材,8.16,-2.51,75,66.7%,【试错观察】历史胜率67%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-04
