代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002809,红墙股份,8.08,-1.46,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-10
600711,盛屯矿业,12.83,-1.91,75,74.0%,【试错观察】历史胜率74%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-12
002598,山东章鼓,6.96,-1.28,75,64.4%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-08
600629,华建集团,16.08,-4.96,75,66.0%,【试错观察】历史胜率66%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-16
603070,万控智造,16.34,-9.97,75,75.0%,【试错观察】历史胜率75%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-10
