代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
001239,永达股份,14.16,-3.67,85,0.0%,【一击必中】历史胜率0%。缩量回踩MA5完美，主力高度锁仓，建议重仓介入。,2026-06-11
600711,盛屯矿业,12.18,0.74,75,74.0%,【试错观察】历史胜率74%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-12
600615,鑫源智造,9.53,-4.32,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-17
002095,生 意 宝,13.73,-3.24,75,61.9%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-22
002809,红墙股份,8.12,-4.13,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-10
