代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002598,山东章鼓,6.98,3.56,75,64.4%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-08
000070,特发信息,17.1,-3.23,75,64.9%,【试错观察】历史胜率65%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-05
002403,爱仕达,10.06,-0.59,75,61.3%,【试错观察】历史胜率61%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-05
603070,万控智造,14.58,1.89,75,75.0%,【试错观察】历史胜率75%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-10
002446,盛路通信,10.5,-2.6,75,70.1%,【试错观察】历史胜率70%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-05
