代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
600930,华电新能,5.97,-1.49,75,66.7%,【试错观察】历史胜率67%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-28
600590,泰豪科技,12.36,-6.29,75,64.0%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-26
600638,新黄浦,5.21,1.17,75,63.8%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-28
603968,醋化股份,10.66,-1.57,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-27
000791,甘肃能源,8.71,-5.33,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-28
