--- 战法复盘统计：过去60日成功率(3%目标): 53.47% | 平均潜在涨幅: 5.48% ---
代码,名称,收盘价,量比,信号强度,操作建议
603137,恒尚节能,12.94,,70,【观察试错】趋势尚可，等待分时转强
603012,创力集团,7.86,0.61,70,【观察试错】趋势尚可，等待分时转强
600843,上工申贝,8.47,0.54,70,【观察试错】趋势尚可，等待分时转强
002520,日发精机,6.87,0.61,70,【观察试错】趋势尚可，等待分时转强
603725,天安新材,11.74,0.56,70,【观察试错】趋势尚可，等待分时转强
600026,中远海能,19.96,0.65,70,【观察试错】趋势尚可，等待分时转强
000967,盈峰环境,10.63,0.53,50,【观察试错】趋势尚可，等待分时转强
600470,六国化工,6.07,0.62,50,【观察试错】趋势尚可，等待分时转强
