代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002723,小崧股份,9.03,-1.1,85,0.0%,【一击必中】历史胜率0%。缩量回踩MA5完美，主力高度锁仓，建议重仓介入。,2026-06-18
002038,双鹭药业,5.07,-5.76,75,63.0%,【试错观察】历史胜率63%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-24
002972,科安达,17.35,0.17,75,68.6%,【试错观察】历史胜率69%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-16
600711,盛屯矿业,10.66,-6.33,75,74.0%,【试错观察】历史胜率74%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-12
000679,大连友谊,6.26,-4.72,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-06-18
