代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
603098,森特股份,12.23,-4.6,75,68.3%,【试错观察】历史胜率68%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-26
002627,三峡旅游,7.09,-3.14,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-27
600590,泰豪科技,12.84,-0.47,75,64.0%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-26
002755,奥赛康,13.68,-4.54,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-21
600638,新黄浦,5.7,-2.56,75,63.8%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-05-28
