代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002170,芭田股份,11.69,1.12,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-29
002279,久其软件,7.06,3.37,75,68.5%,【试错观察】历史胜率69%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-29
603787,新日股份,10.15,1.3,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-08-03
002041,登海种业,8.96,0.56,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-08-06
603602,纵横通信,11.29,1.44,75,68.2%,【试错观察】历史胜率68%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-08-06
