代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
603329,上海雅仕,7.29,0.14,100,100.0%,【一击必中】历史胜率100%。缩量回踩MA5完美，主力高度锁仓，建议重仓介入。,2026-07-23
002093,国脉科技,6.32,2.27,85,0.0%,【一击必中】历史胜率0%。缩量回踩MA5完美，主力高度锁仓，建议重仓介入。,2026-07-09
603279,景津装备,6.14,-0.49,85,20.0%,【一击必中】历史胜率20%。缩量回踩MA5完美，主力高度锁仓，建议重仓介入。,2026-07-23
002642,荣联科技,7.0,0.72,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-09
603815,交建股份,6.57,-5.06,75,62.5%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-07-07
