代码,name,收盘,涨跌幅,评分,信号,操作建议
000058,深 赛 格,6.76,1.35,100,【潜龙出海·5日回踩】,5日内有强力异动，目前缩量回踩关键支撑位，且RSI未走弱。建议分批建仓，破MA20止损。
603969,银龙股份,7.41,0.41,100,【潜龙出海·5日回踩】,5日内有强力异动，目前缩量回踩关键支撑位，且RSI未走弱。建议分批建仓，破MA20止损。
603730,岱美股份,10.34,2.27,100,【潜龙出海·5日回踩】,5日内有强力异动，目前缩量回踩关键支撑位，且RSI未走弱。建议分批建仓，破MA20止损。
