--- 战法复盘统计：过去60日成功率(3%目标): 54.27% | 平均潜在涨幅: 4.93% ---
代码,名称,收盘价,量比,信号强度,操作建议
000407,胜利股份,5.31,0.61,70,【观察试错】趋势尚可，等待分时转强
605368,蓝天燃气,8.5,0.57,70,【观察试错】趋势尚可，等待分时转强
600635,大众公用,6.68,0.59,50,【观察试错】趋势尚可，等待分时转强
601919,中远海控,15.79,0.57,50,【观察试错】趋势尚可，等待分时转强
000993,闽东电力,14.46,0.58,50,【观察试错】趋势尚可，等待分时转强
002973,侨银股份,14.35,0.63,50,【观察试错】趋势尚可，等待分时转强
002413,雷科防务,15.64,0.64,50,【观察试错】趋势尚可，等待分时转强
