代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002438,江苏神通,17.36,-5.55,75,60.8%,【试错观察】历史胜率61%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-02-10
000970,中科三环,14.3,-4.67,75,62.4%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-02-25
605555,德昌股份,16.04,-3.95,75,72.0%,【试错观察】历史胜率72%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-02-10
002951,金时科技,15.0,-1.06,75,81.1%,【试错观察】历史胜率81%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-02-13
001330,博纳影业,8.53,-5.95,75,81.2%,【试错观察】历史胜率81%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-02-11
