代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
000995,皇台酒业,14.37,-0.76,75,65.9%,【试错观察】历史胜率66%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-16
002666,德联集团,5.44,1.68,75,64.7%,【试错观察】历史胜率65%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-12
600063,皖维高新,6.75,1.35,75,68.5%,【试错观察】历史胜率68%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-12
002031,巨轮智能,6.38,0.0,75,70.6%,【试错观察】历史胜率71%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-16
002887,绿茵生态,11.42,-0.61,75,68.4%,【试错观察】历史胜率68%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-25
