代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
600110,诺德股份,7.84,-0.51,75,64.1%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-02-24
601777,千里科技,10.42,2.36,75,62.3%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-02-13
002476,宝莫股份,6.72,2.6,75,71.3%,【试错观察】历史胜率71%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-03
002237,恒邦股份,17.9,-2.19,75,61.6%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-02
002248,华东数控,13.82,2.67,75,65.3%,【试错观察】历史胜率65%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-02-12
