代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
600110,诺德股份,7.73,-1.4,75,64.1%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-02-24
601898,中煤能源,17.33,-1.14,75,71.4%,【试错观察】历史胜率71%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-03
601777,千里科技,10.48,0.58,75,62.3%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-02-13
002476,宝莫股份,6.62,-1.49,75,71.3%,【试错观察】历史胜率71%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-03
002237,恒邦股份,17.67,-1.28,75,61.6%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-02
