--- 战法复盘统计：过去60日成功率(3%目标): 54.57% | 平均潜在涨幅: 4.93% ---
代码,名称,收盘价,量比,信号强度,操作建议
600847,万里股份,14.35,0.6,70,【观察试错】趋势尚可，等待分时转强
000572,海马汽车,6.3,0.51,50,【观察试错】趋势尚可，等待分时转强
002531,天顺风能,11.2,0.56,50,【观察试错】趋势尚可，等待分时转强
