代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002476,宝莫股份,6.34,-0.63,75,71.3%,【试错观察】历史胜率71%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-03
002237,恒邦股份,17.53,-0.68,75,61.6%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-02
000561,烽火电子,10.86,-1.72,75,63.8%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-02
000506,招金黄金,19.92,-0.99,75,65.4%,【试错观察】历史胜率65%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-02
002465,海格通信,17.38,-0.57,75,68.2%,【试错观察】历史胜率68%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-02
