代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002476,宝莫股份,6.16,-2.38,75,71.3%,【试错观察】历史胜率71%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-03
002629,仁智股份,6.24,0.32,75,67.2%,【试错观察】历史胜率67%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-03
603680,今创集团,13.98,-1.34,75,65.2%,【试错观察】历史胜率65%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-06
002465,海格通信,16.0,-4.48,75,68.2%,【试错观察】历史胜率68%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-02
000561,烽火电子,10.47,-1.23,75,63.8%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-02
