代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
600639,浦东金桥,11.06,-0.54,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-13
600057,厦门象屿,7.96,-1.73,75,66.7%,【试错观察】历史胜率67%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-13
002438,江苏神通,17.66,-2.16,75,61.2%,【试错观察】历史胜率61%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-13
002774,快意电梯,10.8,-2.79,75,71.7%,【试错观察】历史胜率72%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-16
600336,澳柯玛,7.49,-4.83,75,61.9%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-13
