代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
600516,方大炭素,6.37,-3.63,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-05
600057,厦门象屿,8.57,0.12,75,66.7%,【试错观察】历史胜率67%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-13
002688,金河生物,6.3,-3.82,75,62.4%,【试错观察】历史胜率62%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-12
603679,华体科技,15.33,-3.46,75,61.3%,【试错观察】历史胜率61%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-12
002207,准油股份,11.13,-2.02,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-04
