代码,name,收盘,涨跌幅,评分,信号,操作建议
603558,健盛集团,13.78,-0.22,100,【潜龙出海·5日回踩】,5日内有强力异动，目前缩量回踩关键支撑位，且RSI未走弱。建议分批建仓，破MA20止损。
000890,法尔胜,13.15,0.15,85,【潜龙出海·5日回踩】,5日内有强力异动，目前缩量回踩关键支撑位，且RSI未走弱。建议分批建仓，破MA20止损。
002960,青鸟消防,11.31,-1.57,85,【潜龙出海·5日回踩】,5日内有强力异动，目前缩量回踩关键支撑位，且RSI未走弱。建议分批建仓，破MA20止损。
