代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
002559,亚威股份,11.34,2.32,4.88,有,形态已成
601566,九牧王,11.4,2.14,4.36,无,形态已成
600748,上实发展,5.17,2.12,-3.36,无,形态已成
001313,粤海饲料,9.07,2.04,2.83,无,形态已成
000006,深振业Ａ,9.72,2.04,0.58,无,形态已成
000582,北部湾港,12.01,1.98,1.95,无,形态已成
603012,创力集团,9.16,1.83,1.82,无,形态已成
605189,富春染织,18.82,1.77,4.79,有,形态已成
000600,建投能源,9.73,1.74,1.76,有,形态已成
600510,黑牡丹,10.02,1.61,-4.73,有,形态已成
002763,汇洁股份,8.22,1.6,-5.21,无,形态已成
000036,华联控股,5.71,1.6,2.99,无,形态已成
605366,宏柏新材,11.8,1.57,-9.59,有,形态已成
002669,康达新材,14.08,1.56,0.7,无,形态已成
605377,华旺科技,9.99,1.55,1.96,有,形态已成
002611,东方精工,18.39,1.53,2.27,无,形态已成
002331,皖通科技,9.63,1.5,3.13,无,形态已成
002706,良信股份,11.85,1.5,4.63,有,形态已成
603033,三维股份,11.6,1.5,1.24,有,形态已成
000823,超声电子,16.28,1.47,1.48,有,形态已成
605555,德昌股份,16.35,1.47,1.01,无,形态已成
600268,国电南自,15.11,1.45,-0.79,有,形态已成
002115,三维通信,14.21,1.42,4.47,无,形态已成
603165,荣晟环保,18.28,1.38,4.2,有,形态已成
601398,工商银行,7.24,1.38,-2.61,无,形态已成
600736,苏州高新,8.39,1.37,1.85,无,形态已成
002531,天顺风能,12.44,1.37,1.9,有,形态已成
000967,盈峰环境,13.23,1.35,-5.57,无,形态已成
603730,岱美股份,11.26,1.35,4.57,无,形态已成
002454,松芝股份,9.93,1.34,-0.96,有,形态已成
605208,永茂泰,15.54,1.32,3.67,有,形态已成
002406,远东传动,8.43,1.3,3.28,无,形态已成
002631,德尔未来,8.11,1.29,3.84,无,形态已成
002029,七 匹 狼,10.94,1.27,2.36,有,形态已成
600855,航天长峰,19.71,1.26,0.47,有,形态已成
600776,东方通信,16.98,1.25,-0.47,无,形态已成
600901,江苏金租,6.64,1.25,-2.5,无,形态已成
601598,中国外运,6.07,1.24,0.26,有,形态已成
600538,国发股份,6.83,1.22,1.22,无,形态已成
002668,TCL智家,9.75,1.22,0.64,无,形态已成
002579,中京电子,13.06,1.21,2.0,有,形态已成
605500,森林包装,9.42,1.21,2.53,有,形态已成
600933,爱柯迪,17.64,1.2,2.23,无,形态已成
002023,海特高新,13.6,1.2,4.97,有,形态已成
000567,海德股份,6.4,1.18,4.68,无,形态已成
000546,金圆股份,6.83,1.17,-6.1,无,形态已成
000070,特发信息,19.06,1.17,-3.26,有,形态已成
600830,香溢融通,10.0,1.16,4.52,无,形态已成
601001,晋控煤业,17.72,1.16,-1.26,有,形态已成
605136,丽人丽妆,10.61,1.16,-1.12,有,形态已成
600135,乐凯胶片,11.44,1.15,1.69,无,形态已成
002275,桂林三金,14.12,1.15,-0.63,有,形态已成
002725,跃岭股份,16.75,1.15,-0.46,无,形态已成
002858,力盛体育,16.6,1.12,0.89,有,形态已成
601872,招商轮船,17.44,1.11,-3.66,有,形态已成
600232,金鹰股份,8.8,1.1,1.59,有,形态已成
000695,滨海能源,15.49,1.1,2.28,有,形态已成
605018,长华集团,13.3,1.09,3.61,有,形态已成
603332,苏州龙杰,14.52,1.09,2.56,有,形态已成
603967,中创物流,13.49,1.07,-3.1,有,形态已成
002695,煌上煌,12.66,1.07,3.8,无,形态已成
600203,福日电子,12.59,1.06,2.06,无,形态已成
601339,百隆东方,8.47,1.05,-1.19,无,形态已成
601677,明泰铝业,17.02,1.05,-3.23,有,形态已成
603515,欧普照明,19.56,1.05,-2.92,无,形态已成
000301,东方盛虹,13.02,1.04,2.1,无,形态已成
002235,安妮股份,11.25,1.02,4.77,无,形态已成
601789,宁波建工,6.05,1.02,2.61,有,形态已成
603158,腾龙股份,14.6,1.02,3.87,有,形态已成
002998,优彩资源,9.35,1.02,-2.11,有,形态已成
603006,联明股份,14.06,1.0,2.43,无,潜伏中
000973,佛塑科技,16.97,0.99,-10.92,有,潜伏中
002587,奥拓电子,7.07,0.98,3.6,有,潜伏中
002342,巨力索具,19.43,0.98,-2.32,无,潜伏中
002972,科安达,12.79,0.97,-2.34,有,潜伏中
600241,时代万恒,9.0,0.97,-5.88,有,潜伏中
603518,锦泓集团,9.64,0.96,1.69,无,潜伏中
603587,地素时尚,13.13,0.95,0.84,无,潜伏中
605122,四方新材,14.46,0.95,2.1,无,潜伏中
002565,顺灏股份,18.8,0.94,-3.27,有,潜伏中
000890,法尔胜,12.14,0.94,-14.0,无,潜伏中
600012,皖通高速,15.88,0.93,0.68,有,潜伏中
600546,山煤国际,13.66,0.93,4.43,无,潜伏中
603819,神力股份,14.6,0.92,-2.3,无,潜伏中
603709,中源家居,18.92,0.91,1.39,无,潜伏中
600499,科达制造,17.37,0.91,-6.67,无,潜伏中
000957,中通客车,11.65,0.91,-2.58,有,潜伏中
002582,好想你,12.13,0.9,-2.43,无,潜伏中
600884,杉杉股份,15.29,0.89,-2.55,无,潜伏中
600152,维科技术,13.73,0.89,-3.11,无,潜伏中
000829,天音控股,10.4,0.89,-7.93,有,潜伏中
002361,神剑股份,18.91,0.87,-6.91,有,潜伏中
603017,中衡设计,14.76,0.86,-1.64,有,潜伏中
600110,诺德股份,10.11,0.84,-2.19,有,潜伏中
605228,神通科技,14.61,0.83,-1.06,有,潜伏中
