代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
601198,东兴证券,13.6,1.64,3.94,无,形态已成
002611,东方精工,18.87,1.63,3.83,无,形态已成
603915,国茂股份,17.74,1.49,3.78,无,形态已成
603697,有友食品,11.4,1.39,4.38,无,形态已成
000159,国际实业,7.06,1.24,4.72,无,形态已成
600333,长春燃气,6.08,1.14,4.83,无,形态已成
600446,金证股份,14.16,1.09,4.46,无,形态已成
601598,中国外运,6.28,1.08,2.98,有,形态已成
002181,粤 传 媒,14.49,0.97,-11.71,无,潜伏中
603399,永杉锂业,18.8,0.95,-3.22,无,潜伏中
000559,万向钱潮,17.68,0.94,2.02,无,潜伏中
002585,双星新材,8.37,0.93,4.57,无,潜伏中
605555,德昌股份,16.31,0.92,0.84,无,潜伏中
600158,中体产业,11.85,0.9,-4.8,有,潜伏中
605189,富春染织,17.73,0.9,-1.12,有,潜伏中
002678,珠江钢琴,6.27,0.89,3.4,有,潜伏中
002012,凯恩股份,7.36,0.88,4.4,有,潜伏中
002559,亚威股份,11.1,0.87,2.38,有,潜伏中
600510,黑牡丹,9.16,0.87,-12.91,有,潜伏中
002283,天润工业,12.22,0.87,4.89,无,潜伏中
600854,春兰股份,5.51,0.86,0.99,无,潜伏中
002576,通达动力,19.2,0.84,1.88,无,潜伏中
601677,明泰铝业,18.33,0.82,3.34,有,潜伏中
601339,百隆东方,8.06,0.82,-6.17,无,潜伏中
603602,纵横通信,13.9,0.81,3.15,无,潜伏中
