代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
603967,中创物流,13.93,1.82,2.85,有,形态已成
002582,好想你,12.55,1.44,3.74,无,形态已成
603776,永安行,19.83,1.38,1.93,有,形态已成
600429,三元股份,6.09,1.31,2.11,无,形态已成
002846,英联股份,15.4,1.23,3.33,有,形态已成
603886,元祖股份,12.77,1.16,-2.33,无,形态已成
002960,青鸟消防,12.1,1.15,1.61,有,形态已成
600099,林海股份,11.7,1.11,3.16,有,形态已成
603819,神力股份,14.8,1.1,3.51,无,形态已成
001338,永顺泰,13.27,1.1,0.23,有,形态已成
603990,麦迪科技,15.82,1.09,3.13,无,形态已成
600538,国发股份,6.72,1.09,1.45,无,形态已成
605208,永茂泰,14.73,1.05,2.52,无,形态已成
600732,爱旭股份,15.38,1.01,1.45,有,形态已成
000739,普洛药业,18.27,1.0,1.7,无,潜伏中
002033,丽江股份,9.47,0.99,-2.25,无,潜伏中
000155,川能动力,17.42,0.99,2.81,无,潜伏中
605377,华旺科技,9.83,0.98,2.33,有,潜伏中
601187,厦门银行,7.72,0.97,1.29,有,潜伏中
002725,跃岭股份,16.9,0.95,3.9,有,潜伏中
603328,依顿电子,11.45,0.95,-7.24,无,潜伏中
002802,洪汇新材,13.9,0.95,-0.93,无,潜伏中
002611,东方精工,17.2,0.95,-1.07,无,潜伏中
002350,北京科锐,14.1,0.95,0.6,有,潜伏中
603162,海通发展,14.87,0.91,3.58,有,潜伏中
600428,中远海特,8.56,0.87,-5.25,有,潜伏中
600106,重庆路桥,5.94,0.87,-1.85,无,潜伏中
002521,齐峰新材,8.35,0.87,-0.52,无,潜伏中
600901,江苏金租,6.9,0.86,1.05,无,潜伏中
600595,中孚实业,7.73,0.86,-4.59,有,潜伏中
002972,科安达,13.43,0.86,3.26,有,潜伏中
002209,达 意 隆,15.06,0.85,-5.03,有,潜伏中
001313,粤海饲料,8.47,0.85,2.74,无,潜伏中
600817,宇通重工,11.85,0.84,-1.45,无,潜伏中
600419,天润乳业,9.62,0.84,0.59,无,潜伏中
002531,天顺风能,12.02,0.84,1.35,有,潜伏中
001299,美能能源,10.94,0.83,-20.86,有,潜伏中
605388,均瑶健康,7.01,0.81,-1.6,无,潜伏中
000729,燕京啤酒,13.3,0.8,-0.63,无,潜伏中
601398,工商银行,7.45,0.8,-0.08,无,潜伏中
600126,杭钢股份,8.74,0.8,-6.22,有,潜伏中
