代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
600232,金鹰股份,8.8,0.11,75,69.5%,【试错观察】历史胜率69%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-10
600970,中材国际,10.56,-0.09,75,71.9%,【试错观察】历史胜率72%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-08
600063,皖维高新,7.03,-1.26,75,68.1%,【试错观察】历史胜率68%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-07
002037,保利联合,8.39,-1.06,75,71.4%,【试错观察】历史胜率71%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-08
000957,中通客车,12.06,-2.03,75,64.4%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-13
