代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
600232,金鹰股份,8.79,2.09,75,69.5%,【试错观察】历史胜率69%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-10
600528,中铁工业,8.05,1.13,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-03-31
600970,中材国际,10.57,0.0,75,71.9%,【试错观察】历史胜率72%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-08
600063,皖维高新,7.12,-0.28,75,68.1%,【试错观察】历史胜率68%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-07
002037,保利联合,8.48,1.07,75,71.4%,【试错观察】历史胜率71%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-08
