代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
600063,皖维高新,7.06,0.43,75,68.1%,【试错观察】历史胜率68%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-07
600970,中材国际,10.48,-0.76,75,71.9%,【试错观察】历史胜率72%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-08
002037,保利联合,8.44,0.6,75,71.4%,【试错观察】历史胜率71%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-08
603815,交建股份,6.43,-2.13,75,61.3%,【试错观察】历史胜率61%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-16
000567,海德股份,5.39,0.94,75,63.1%,【试错观察】历史胜率63%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-13
