日期,代码,name,收盘,涨幅%,量比,换手%,信号强度,5日内最高收益%,操作建议
2022-10-31,002644,佛慈制药,10.71,6.36,3.7,7.45,极强 (⭐⭐⭐⭐⭐),5.14,极强抢筹；若3日无收益或破触发日最低价则离场
2022-08-31,002811,郑中设计,8.67,6.77,3.85,5.88,极强 (⭐⭐⭐⭐⭐),-0.58,极强抢筹；若3日无收益或破触发日最低价则离场
2022-07-12,605122,四方新材,19.77,6.06,3.34,9.64,极强 (⭐⭐⭐⭐⭐),3.34,极强抢筹；若3日无收益或破触发日最低价则离场
2022-06-27,605006,山东玻纤,11.41,5.84,3.03,6.3,极强 (⭐⭐⭐⭐⭐),-0.18,极强抢筹；若3日无收益或破触发日最低价则离场
2022-06-08,600497,驰宏锌锗,5.37,6.97,3.76,7.97,极强 (⭐⭐⭐⭐⭐),-0.56,极强抢筹；若3日无收益或破触发日最低价则离场
2022-06-01,000819,岳阳兴长,12.78,4.75,3.55,8.68,极强 (⭐⭐⭐⭐⭐),18.78,极强抢筹；若3日无收益或破触发日最低价则离场
2022-06-01,600099,林海股份,10.21,5.15,3.24,14.2,极强 (⭐⭐⭐⭐⭐),10.09,极强抢筹；若3日无收益或破触发日最低价则离场
2022-05-30,600560,金自天正,9.9,3.99,3.46,5.56,极强 (⭐⭐⭐⭐⭐),4.44,极强抢筹；若3日无收益或破触发日最低价则离场
2022-05-20,603105,芯能科技,10.32,6.39,3.4,6.51,极强 (⭐⭐⭐⭐⭐),-0.48,极强抢筹；若3日无收益或破触发日最低价则离场
2022-04-20,603697,有友食品,9.13,5.92,3.19,5.47,极强 (⭐⭐⭐⭐⭐),-0.22,极强抢筹；若3日无收益或破触发日最低价则离场
2022-03-11,603105,芯能科技,14.71,3.88,3.29,6.45,极强 (⭐⭐⭐⭐⭐),-2.18,极强抢筹；若3日无收益或破触发日最低价则离场
2022-02-25,002278,神开股份,6.15,3.89,3.64,6.87,极强 (⭐⭐⭐⭐⭐),13.82,极强抢筹；若3日无收益或破触发日最低价则离场
2022-02-21,002125,湘潭电化,12.08,5.59,3.08,7.81,极强 (⭐⭐⭐⭐⭐),20.53,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-19,002877,智能自控,7.25,6.62,3.63,6.58,极强 (⭐⭐⭐⭐⭐),-0.28,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-19,603017,中衡设计,10.47,7.83,3.26,5.93,极强 (⭐⭐⭐⭐⭐),-1.91,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-17,002279,久其软件,5.2,4.84,3.56,5.29,极强 (⭐⭐⭐⭐⭐),10.0,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-17,600692,亚通股份,6.84,4.27,3.55,11.79,极强 (⭐⭐⭐⭐⭐),-1.02,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-14,002571,德力股份,7.59,3.97,3.13,5.09,极强 (⭐⭐⭐⭐⭐),3.03,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-12,600470,六国化工,7.73,5.89,4.04,12.35,极强 (⭐⭐⭐⭐⭐),-1.68,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-04,600138,中青旅,10.79,5.47,3.19,5.28,极强 (⭐⭐⭐⭐⭐),1.39,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-29,002527,新时达,8.44,3.05,3.78,6.58,极强 (⭐⭐⭐⭐⭐),6.28,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-20,000856,冀东装备,8.1,4.92,3.56,9.69,极强 (⭐⭐⭐⭐⭐),7.9,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-16,002800,天顺股份,11.44,6.12,3.36,7.33,极强 (⭐⭐⭐⭐⭐),0.52,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-01,002951,金时科技,9.07,4.25,3.81,9.41,极强 (⭐⭐⭐⭐⭐),3.53,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-30,002197,ST证通,8.18,5.28,4.2,8.9,极强 (⭐⭐⭐⭐⭐),1.1,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-29,002197,ST证通,7.77,5.0,4.43,7.66,极强 (⭐⭐⭐⭐⭐),6.44,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-22,603002,宏昌电子,7.81,3.31,3.25,7.81,极强 (⭐⭐⭐⭐⭐),2.43,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-18,603703,盛洋科技,14.62,3.32,3.72,13.07,极强 (⭐⭐⭐⭐⭐),25.31,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-12,002115,三维通信,6.34,6.91,3.23,6.93,极强 (⭐⭐⭐⭐⭐),-0.47,极强抢筹；若3日无收益或破触发日最低价则离场
2021-09-22,603967,中创物流,8.07,7.6,4.08,8.46,极强 (⭐⭐⭐⭐⭐),1.12,极强抢筹；若3日无收益或破触发日最低价则离场
2021-09-22,600969,郴电国际,7.51,3.44,3.5,5.73,极强 (⭐⭐⭐⭐⭐),7.86,极强抢筹；若3日无收益或破触发日最低价则离场
2021-08-26,002669,康达新材,12.43,3.41,3.32,6.02,极强 (⭐⭐⭐⭐⭐),4.75,极强抢筹；若3日无收益或破触发日最低价则离场
2021-08-23,603095,越剑智能,10.29,6.52,4.24,8.57,极强 (⭐⭐⭐⭐⭐),0.87,极强抢筹；若3日无收益或破触发日最低价则离场
2021-08-20,600137,浪莎股份,15.91,5.85,3.82,5.81,极强 (⭐⭐⭐⭐⭐),-0.06,极强抢筹；若3日无收益或破触发日最低价则离场
2021-07-30,600135,乐凯胶片,7.18,4.82,3.31,6.38,极强 (⭐⭐⭐⭐⭐),1.67,极强抢筹；若3日无收益或破触发日最低价则离场
2021-07-28,002492,恒基达鑫,5.79,4.14,3.09,5.65,极强 (⭐⭐⭐⭐⭐),7.25,极强抢筹；若3日无收益或破触发日最低价则离场
2021-07-27,603112,华翔股份,9.99,4.72,3.09,11.05,极强 (⭐⭐⭐⭐⭐),17.92,极强抢筹；若3日无收益或破触发日最低价则离场
2021-07-23,002598,山东章鼓,9.8,5.04,3.45,22.54,极强 (⭐⭐⭐⭐⭐),13.16,极强抢筹；若3日无收益或破触发日最低价则离场
2021-07-22,605050,福然德,9.75,4.17,4.0,6.64,极强 (⭐⭐⭐⭐⭐),0.51,极强抢筹；若3日无收益或破触发日最低价则离场
2021-07-20,603032,德新科技,15.49,4.87,3.15,5.08,极强 (⭐⭐⭐⭐⭐),21.63,极强抢筹；若3日无收益或破触发日最低价则离场
2021-06-29,605366,宏柏新材,6.25,4.69,3.57,10.16,极强 (⭐⭐⭐⭐⭐),4.8,极强抢筹；若3日无收益或破触发日最低价则离场
2021-06-25,605066,天正电气,10.07,5.89,4.1,8.19,极强 (⭐⭐⭐⭐⭐),-0.3,极强抢筹；若3日无收益或破触发日最低价则离场
2021-06-16,002137,实益达,6.92,4.06,3.07,8.86,极强 (⭐⭐⭐⭐⭐),-0.29,极强抢筹；若3日无收益或破触发日最低价则离场
2021-05-28,002279,久其软件,5.26,3.75,3.56,5.94,极强 (⭐⭐⭐⭐⭐),1.14,极强抢筹；若3日无收益或破触发日最低价则离场
2021-05-12,002324,普利特,14.97,5.87,3.37,5.87,极强 (⭐⭐⭐⭐⭐),0.53,极强抢筹；若3日无收益或破触发日最低价则离场
2021-04-30,000829,天音控股,6.74,3.85,3.43,5.34,极强 (⭐⭐⭐⭐⭐),7.12,极强抢筹；若3日无收益或破触发日最低价则离场
2021-04-19,002413,雷科防务,6.58,4.44,3.38,5.43,极强 (⭐⭐⭐⭐⭐),14.44,极强抢筹；若3日无收益或破触发日最低价则离场
2021-04-16,002198,嘉应制药,6.19,7.28,3.59,5.91,极强 (⭐⭐⭐⭐⭐),14.86,极强抢筹；若3日无收益或破触发日最低价则离场
2021-03-25,000565,渝三峡Ａ,5.7,5.95,3.36,8.57,极强 (⭐⭐⭐⭐⭐),17.72,极强抢筹；若3日无收益或破触发日最低价则离场
2021-02-02,002184,海得控制,10.89,8.47,3.07,10.56,极强 (⭐⭐⭐⭐⭐),7.81,极强抢筹；若3日无收益或破触发日最低价则离场
2020-12-16,600419,天润乳业,16.17,5.62,3.11,6.63,极强 (⭐⭐⭐⭐⭐),0.37,极强抢筹；若3日无收益或破触发日最低价则离场
2020-12-08,000821,京山轻机,7.51,5.92,3.18,6.16,极强 (⭐⭐⭐⭐⭐),4.13,极强抢筹；若3日无收益或破触发日最低价则离场
2020-11-16,002404,嘉欣丝绸,6.59,5.95,3.25,8.77,极强 (⭐⭐⭐⭐⭐),1.37,极强抢筹；若3日无收益或破触发日最低价则离场
2020-11-16,600459,贵研铂业,16.37,5.82,3.18,6.79,极强 (⭐⭐⭐⭐⭐),5.31,极强抢筹；若3日无收益或破触发日最低价则离场
2020-11-16,600189,泉阳泉,9.8,5.15,3.17,13.82,极强 (⭐⭐⭐⭐⭐),21.02,极强抢筹；若3日无收益或破触发日最低价则离场
2020-11-12,601233,桐昆股份,17.8,3.91,3.53,9.68,极强 (⭐⭐⭐⭐⭐),23.2,极强抢筹；若3日无收益或破触发日最低价则离场
2020-11-12,603901,永创智能,10.77,5.69,3.46,5.08,极强 (⭐⭐⭐⭐⭐),-0.37,极强抢筹；若3日无收益或破触发日最低价则离场
2020-10-22,002406,远东传动,7.0,5.42,3.54,6.2,极强 (⭐⭐⭐⭐⭐),3.0,极强抢筹；若3日无收益或破触发日最低价则离场
2020-10-21,002910,庄园牧场,11.35,4.32,3.36,13.92,极强 (⭐⭐⭐⭐⭐),0.97,极强抢筹；若3日无收益或破触发日最低价则离场
2020-09-16,600579,中化装备,7.3,5.04,3.63,10.15,极强 (⭐⭐⭐⭐⭐),-0.27,极强抢筹；若3日无收益或破触发日最低价则离场
2020-07-09,600929,雪天盐业,6.32,5.33,3.5,8.77,极强 (⭐⭐⭐⭐⭐),7.75,极强抢筹；若3日无收益或破触发日最低价则离场
2020-07-09,603386,骏亚科技,10.48,3.87,3.09,13.87,极强 (⭐⭐⭐⭐⭐),0.38,极强抢筹；若3日无收益或破触发日最低价则离场
2020-07-08,600929,雪天盐业,6.0,5.26,3.6,7.72,极强 (⭐⭐⭐⭐⭐),13.5,极强抢筹；若3日无收益或破触发日最低价则离场
2020-07-08,600879,航天电子,7.13,6.74,3.14,5.12,极强 (⭐⭐⭐⭐⭐),3.09,极强抢筹；若3日无收益或破触发日最低价则离场
2020-07-07,603278,大业股份,8.68,8.09,3.19,6.65,极强 (⭐⭐⭐⭐⭐),4.38,极强抢筹；若3日无收益或破触发日最低价则离场
2020-07-06,600678,四川金顶,6.59,4.6,3.08,7.07,极强 (⭐⭐⭐⭐⭐),24.13,极强抢筹；若3日无收益或破触发日最低价则离场
2020-06-30,603915,国茂股份,9.83,8.02,3.52,9.26,极强 (⭐⭐⭐⭐⭐),8.14,极强抢筹；若3日无收益或破触发日最低价则离场
2020-06-19,603903,中持股份,13.24,6.77,3.05,9.91,极强 (⭐⭐⭐⭐⭐),-2.04,极强抢筹；若3日无收益或破触发日最低价则离场
2020-06-08,002909,集泰股份,5.61,5.45,3.2,7.08,极强 (⭐⭐⭐⭐⭐),0.0,极强抢筹；若3日无收益或破触发日最低价则离场
2020-06-03,603110,东方材料,10.53,4.46,3.01,9.01,极强 (⭐⭐⭐⭐⭐),0.66,极强抢筹；若3日无收益或破触发日最低价则离场
2020-05-18,603703,盛洋科技,14.47,6.95,3.07,5.68,极强 (⭐⭐⭐⭐⭐),27.16,极强抢筹；若3日无收益或破触发日最低价则离场
2020-04-10,000524,岭南控股,6.83,5.89,3.83,5.04,极强 (⭐⭐⭐⭐⭐),16.4,极强抢筹；若3日无收益或破触发日最低价则离场
2020-04-02,603458,勘设股份,10.48,7.93,3.23,12.3,极强 (⭐⭐⭐⭐⭐),4.2,极强抢筹；若3日无收益或破触发日最低价则离场
2020-02-25,002184,海得控制,8.47,6.81,4.3,19.6,极强 (⭐⭐⭐⭐⭐),-3.66,极强抢筹；若3日无收益或破触发日最低价则离场
2020-02-25,600522,中天科技,8.64,5.37,3.51,7.94,极强 (⭐⭐⭐⭐⭐),3.47,极强抢筹；若3日无收益或破触发日最低价则离场
2020-02-24,600522,中天科技,8.2,7.61,3.0,5.79,极强 (⭐⭐⭐⭐⭐),9.02,极强抢筹；若3日无收益或破触发日最低价则离场
2020-02-05,002221,东华能源,9.46,7.26,3.5,6.17,极强 (⭐⭐⭐⭐⭐),11.31,极强抢筹；若3日无收益或破触发日最低价则离场
2020-01-13,600802,福建水泥,7.69,8.31,3.3,13.19,极强 (⭐⭐⭐⭐⭐),14.69,极强抢筹；若3日无收益或破触发日最低价则离场
2020-01-03,000505,京粮控股,5.85,5.79,3.1,6.12,极强 (⭐⭐⭐⭐⭐),5.3,极强抢筹；若3日无收益或破触发日最低价则离场
2020-01-02,603356,华菱精工,13.36,5.78,4.01,6.62,极强 (⭐⭐⭐⭐⭐),1.72,极强抢筹；若3日无收益或破触发日最低价则离场
2019-12-31,603598,引力传媒,16.99,8.29,4.35,15.99,极强 (⭐⭐⭐⭐⭐),45.26,极强抢筹；若3日无收益或破触发日最低价则离场
2019-12-16,000507,珠海港,6.22,3.49,3.12,6.11,极强 (⭐⭐⭐⭐⭐),3.22,极强抢筹；若3日无收益或破触发日最低价则离场
2019-12-02,600359,新农开发,5.83,3.55,3.47,10.85,极强 (⭐⭐⭐⭐⭐),2.06,极强抢筹；若3日无收益或破触发日最低价则离场
2019-11-25,000789,万年青,7.99,6.39,3.42,8.73,极强 (⭐⭐⭐⭐⭐),-1.5,极强抢筹；若3日无收益或破触发日最低价则离场
2019-11-04,002774,快意电梯,6.91,5.34,3.25,7.17,极强 (⭐⭐⭐⭐⭐),3.62,极强抢筹；若3日无收益或破触发日最低价则离场
2019-09-12,603458,勘设股份,10.98,4.08,3.69,8.86,极强 (⭐⭐⭐⭐⭐),0.09,极强抢筹；若3日无收益或破触发日最低价则离场
2019-08-15,002591,恒大高新,8.4,5.26,3.17,7.79,极强 (⭐⭐⭐⭐⭐),4.29,极强抢筹；若3日无收益或破触发日最低价则离场
2019-06-21,603098,森特股份,11.84,5.71,3.67,8.19,极强 (⭐⭐⭐⭐⭐),8.7,极强抢筹；若3日无收益或破触发日最低价则离场
2019-06-20,603928,兴业股份,9.52,7.94,4.48,7.76,极强 (⭐⭐⭐⭐⭐),0.11,极强抢筹；若3日无收益或破触发日最低价则离场
2019-06-20,603356,华菱精工,13.26,6.85,3.44,7.52,极强 (⭐⭐⭐⭐⭐),10.18,极强抢筹；若3日无收益或破触发日最低价则离场
2019-06-19,603177,德创环保,11.3,6.91,4.14,14.5,极强 (⭐⭐⭐⭐⭐),19.03,极强抢筹；若3日无收益或破触发日最低价则离场
2019-06-13,603208,江山欧派,9.86,7.17,3.59,6.96,极强 (⭐⭐⭐⭐⭐),1.62,极强抢筹；若3日无收益或破触发日最低价则离场
2019-04-12,000995,皇台酒业,6.67,5.04,3.07,12.04,极强 (⭐⭐⭐⭐⭐),27.74,极强抢筹；若3日无收益或破触发日最低价则离场
2019-04-03,002731,萃华珠宝,15.8,6.04,3.27,6.12,极强 (⭐⭐⭐⭐⭐),12.97,极强抢筹；若3日无收益或破触发日最低价则离场
2019-02-25,002521,齐峰新材,5.25,3.55,4.29,6.3,极强 (⭐⭐⭐⭐⭐),0.0,极强抢筹；若3日无收益或破触发日最低价则离场
2019-02-25,601002,晋亿实业,6.66,8.12,3.4,5.9,极强 (⭐⭐⭐⭐⭐),7.21,极强抢筹；若3日无收益或破触发日最低价则离场
2019-02-25,603901,永创智能,7.0,6.87,3.21,5.29,极强 (⭐⭐⭐⭐⭐),5.14,极强抢筹；若3日无收益或破触发日最低价则离场
2019-02-25,600419,天润乳业,12.9,4.28,3.17,5.66,极强 (⭐⭐⭐⭐⭐),2.95,极强抢筹；若3日无收益或破触发日最低价则离场
2019-02-25,603079,圣达生物,12.19,3.48,3.13,5.19,极强 (⭐⭐⭐⭐⭐),23.22,极强抢筹；若3日无收益或破触发日最低价则离场
2019-01-28,603321,梅轮电梯,7.39,4.97,4.08,18.27,极强 (⭐⭐⭐⭐⭐),23.0,极强抢筹；若3日无收益或破触发日最低价则离场
2019-01-09,603238,诺邦股份,12.67,6.11,4.5,19.03,极强 (⭐⭐⭐⭐⭐),0.95,极强抢筹；若3日无收益或破触发日最低价则离场
2018-12-25,002845,同兴达,11.4,3.17,3.02,18.13,极强 (⭐⭐⭐⭐⭐),8.51,极强抢筹；若3日无收益或破触发日最低价则离场
2018-12-13,002811,郑中设计,8.71,4.06,3.0,11.26,极强 (⭐⭐⭐⭐⭐),0.0,极强抢筹；若3日无收益或破触发日最低价则离场
2018-12-05,600459,贵研铂业,8.7,6.62,4.39,11.48,极强 (⭐⭐⭐⭐⭐),0.46,极强抢筹；若3日无收益或破触发日最低价则离场
2018-11-23,000802,北京文化,12.27,7.26,3.57,6.58,极强 (⭐⭐⭐⭐⭐),0.0,极强抢筹；若3日无收益或破触发日最低价则离场
2018-11-15,002811,郑中设计,7.81,6.84,3.36,5.48,极强 (⭐⭐⭐⭐⭐),12.29,极强抢筹；若3日无收益或破触发日最低价则离场
2018-08-20,600257,大湖股份,5.4,5.47,3.1,5.54,极强 (⭐⭐⭐⭐⭐),2.22,极强抢筹；若3日无收益或破触发日最低价则离场
2018-08-09,603909,建发合诚,12.65,4.55,3.66,5.25,极强 (⭐⭐⭐⭐⭐),1.26,极强抢筹；若3日无收益或破触发日最低价则离场
2018-04-09,603985,恒润股份,8.36,7.18,3.22,12.9,极强 (⭐⭐⭐⭐⭐),10.65,极强抢筹；若3日无收益或破触发日最低价则离场
2018-03-23,603022,新通联,11.39,3.45,4.04,10.96,极强 (⭐⭐⭐⭐⭐),3.42,极强抢筹；若3日无收益或破触发日最低价则离场
2018-03-14,603758,秦安股份,10.53,4.99,3.58,9.73,极强 (⭐⭐⭐⭐⭐),13.49,极强抢筹；若3日无收益或破触发日最低价则离场
2018-03-09,603089,正裕工业,10.28,3.21,3.26,5.31,极强 (⭐⭐⭐⭐⭐),5.84,极强抢筹；若3日无收益或破触发日最低价则离场
2018-01-04,600888,新疆众和,5.13,4.91,3.02,5.75,极强 (⭐⭐⭐⭐⭐),12.09,极强抢筹；若3日无收益或破触发日最低价则离场
2018-01-03,000507,珠海港,9.99,3.1,3.04,6.06,极强 (⭐⭐⭐⭐⭐),3.3,极强抢筹；若3日无收益或破触发日最低价则离场
2018-01-02,002045,国光电器,17.52,5.67,3.92,5.62,极强 (⭐⭐⭐⭐⭐),4.51,极强抢筹；若3日无收益或破触发日最低价则离场
2017-12-22,002248,华东数控,8.13,4.1,3.76,10.22,极强 (⭐⭐⭐⭐⭐),16.24,极强抢筹；若3日无收益或破触发日最低价则离场
2017-12-18,002634,棒杰股份,8.13,5.86,3.59,14.85,极强 (⭐⭐⭐⭐⭐),0.25,极强抢筹；若3日无收益或破触发日最低价则离场
2017-12-18,002248,华东数控,7.09,5.04,3.26,8.69,极强 (⭐⭐⭐⭐⭐),26.52,极强抢筹；若3日无收益或破触发日最低价则离场
2017-12-11,002863,今飞凯达,9.8,6.75,3.21,22.1,极强 (⭐⭐⭐⭐⭐),8.57,极强抢筹；若3日无收益或破触发日最低价则离场
2017-12-06,002667,威领股份,12.02,4.52,3.36,14.65,极强 (⭐⭐⭐⭐⭐),1.25,极强抢筹；若3日无收益或破触发日最低价则离场
2017-11-13,600416,湘电股份,14.85,8.32,3.64,6.57,极强 (⭐⭐⭐⭐⭐),3.43,极强抢筹；若3日无收益或破触发日最低价则离场
2017-11-06,002799,环球印务,15.4,7.09,3.49,7.34,极强 (⭐⭐⭐⭐⭐),8.51,极强抢筹；若3日无收益或破触发日最低价则离场
2017-10-23,603088,宁波精达,6.82,3.65,3.58,12.51,极强 (⭐⭐⭐⭐⭐),0.15,极强抢筹；若3日无收益或破触发日最低价则离场
2017-10-19,603208,江山欧派,18.73,5.88,4.13,8.56,极强 (⭐⭐⭐⭐⭐),2.46,极强抢筹；若3日无收益或破触发日最低价则离场
2017-09-27,000070,特发信息,10.01,5.93,3.6,7.52,极强 (⭐⭐⭐⭐⭐),9.99,极强抢筹；若3日无收益或破触发日最低价则离场
2017-09-20,002023,海特高新,11.16,4.59,3.02,5.16,极强 (⭐⭐⭐⭐⭐),4.84,极强抢筹；若3日无收益或破触发日最低价则离场
2017-09-18,600371,万向德农,9.23,4.89,3.66,5.34,极强 (⭐⭐⭐⭐⭐),-1.08,极强抢筹；若3日无收益或破触发日最低价则离场
2017-09-15,600158,中体产业,14.91,4.41,3.23,8.11,极强 (⭐⭐⭐⭐⭐),1.14,极强抢筹；若3日无收益或破触发日最低价则离场
2017-09-13,600422,昆药集团,10.61,3.31,3.87,5.12,极强 (⭐⭐⭐⭐⭐),2.17,极强抢筹；若3日无收益或破触发日最低价则离场
2017-09-11,000973,佛塑科技,8.42,3.06,3.58,13.28,极强 (⭐⭐⭐⭐⭐),0.24,极强抢筹；若3日无收益或破触发日最低价则离场
2017-09-11,002378,章源钨业,9.9,7.14,3.5,9.37,极强 (⭐⭐⭐⭐⭐),3.43,极强抢筹；若3日无收益或破触发日最低价则离场
2017-09-06,600399,抚顺特钢,7.32,6.86,3.05,6.47,极强 (⭐⭐⭐⭐⭐),-0.82,极强抢筹；若3日无收益或破触发日最低价则离场
2017-08-29,000632,三木集团,6.58,4.44,4.28,5.05,极强 (⭐⭐⭐⭐⭐),0.91,极强抢筹；若3日无收益或破触发日最低价则离场
2017-08-29,002556,辉隆股份,6.51,6.37,3.77,5.61,极强 (⭐⭐⭐⭐⭐),4.76,极强抢筹；若3日无收益或破触发日最低价则离场
2017-08-28,002790,瑞尔特,11.47,7.7,4.47,7.09,极强 (⭐⭐⭐⭐⭐),7.15,极强抢筹；若3日无收益或破触发日最低价则离场
2017-08-28,601198,东兴证券,18.38,5.88,4.01,5.9,极强 (⭐⭐⭐⭐⭐),-0.11,极强抢筹；若3日无收益或破触发日最低价则离场
2017-08-25,002800,天顺股份,18.47,5.18,3.38,6.87,极强 (⭐⭐⭐⭐⭐),2.11,极强抢筹；若3日无收益或破触发日最低价则离场
2017-08-15,603738,泰晶科技,10.92,6.02,3.27,7.05,极强 (⭐⭐⭐⭐⭐),-0.82,极强抢筹；若3日无收益或破触发日最低价则离场
2017-08-09,603339,四方科技,16.76,8.06,3.7,11.65,极强 (⭐⭐⭐⭐⭐),7.28,极强抢筹；若3日无收益或破触发日最低价则离场
2017-08-04,002406,远东传动,6.97,5.77,3.52,5.99,极强 (⭐⭐⭐⭐⭐),2.15,极强抢筹；若3日无收益或破触发日最低价则离场
2017-07-18,002763,汇洁股份,13.72,4.81,4.27,7.53,极强 (⭐⭐⭐⭐⭐),-0.36,极强抢筹；若3日无收益或破触发日最低价则离场
2017-07-13,600843,上工申贝,14.93,4.48,3.85,7.2,极强 (⭐⭐⭐⭐⭐),-0.67,极强抢筹；若3日无收益或破触发日最低价则离场
2017-06-09,603633,徕木股份,13.23,4.67,3.47,23.71,极强 (⭐⭐⭐⭐⭐),4.46,极强抢筹；若3日无收益或破触发日最低价则离场
2017-05-25,002545,东方铁塔,9.65,5.12,3.93,5.84,极强 (⭐⭐⭐⭐⭐),6.94,极强抢筹；若3日无收益或破触发日最低价则离场
2017-05-15,002795,永和智控,15.36,5.49,3.0,28.29,极强 (⭐⭐⭐⭐⭐),10.22,极强抢筹；若3日无收益或破触发日最低价则离场
2017-03-20,601212,白银有色,15.23,5.84,3.9,51.71,极强 (⭐⭐⭐⭐⭐),12.67,极强抢筹；若3日无收益或破触发日最低价则离场
2017-03-17,002749,国光股份,12.11,5.86,3.05,16.45,极强 (⭐⭐⭐⭐⭐),3.72,极强抢筹；若3日无收益或破触发日最低价则离场
2017-03-14,603901,永创智能,14.62,3.76,3.27,8.4,极强 (⭐⭐⭐⭐⭐),3.69,极强抢筹；若3日无收益或破触发日最低价则离场
2017-03-07,002734,利民股份,12.61,3.02,3.3,5.83,极强 (⭐⭐⭐⭐⭐),2.85,极强抢筹；若3日无收益或破触发日最低价则离场
2017-03-06,603901,永创智能,14.4,5.34,3.38,6.06,极强 (⭐⭐⭐⭐⭐),1.39,极强抢筹；若3日无收益或破触发日最低价则离场
2017-02-24,002279,久其软件,14.09,4.22,3.44,9.43,极强 (⭐⭐⭐⭐⭐),1.63,极强抢筹；若3日无收益或破触发日最低价则离场
2017-02-15,600843,上工申贝,18.62,7.32,3.61,9.44,极强 (⭐⭐⭐⭐⭐),-0.48,极强抢筹；若3日无收益或破触发日最低价则离场
2017-01-10,600326,西藏天路,5.07,3.89,3.71,5.72,极强 (⭐⭐⭐⭐⭐),-0.59,极强抢筹；若3日无收益或破触发日最低价则离场
2016-12-22,600722,金牛化工,11.99,4.99,3.15,12.1,极强 (⭐⭐⭐⭐⭐),19.02,极强抢筹；若3日无收益或破触发日最低价则离场
2016-12-13,002658,雪迪龙,15.84,3.66,3.47,6.94,极强 (⭐⭐⭐⭐⭐),1.83,极强抢筹；若3日无收益或破触发日最低价则离场
2016-11-25,000403,派林生物,14.83,5.25,3.08,5.77,极强 (⭐⭐⭐⭐⭐),4.18,极强抢筹；若3日无收益或破触发日最低价则离场
2016-11-22,603599,广信股份,7.35,5.76,3.07,7.94,极强 (⭐⭐⭐⭐⭐),-0.82,极强抢筹；若3日无收益或破触发日最低价则离场
2016-11-14,002255,海陆重工,8.76,6.44,3.19,7.19,极强 (⭐⭐⭐⭐⭐),4.79,极强抢筹；若3日无收益或破触发日最低价则离场
2016-11-09,000633,合金投资,12.39,5.0,4.42,10.09,极强 (⭐⭐⭐⭐⭐),2.99,极强抢筹；若3日无收益或破触发日最低价则离场
2016-11-01,601789,宁波建工,6.93,4.84,3.62,12.69,极强 (⭐⭐⭐⭐⭐),10.1,极强抢筹；若3日无收益或破触发日最低价则离场
2016-10-31,603997,继峰股份,12.01,4.53,3.04,11.13,极强 (⭐⭐⭐⭐⭐),12.66,极强抢筹；若3日无收益或破触发日最低价则离场
2016-10-28,002264,新 华 都,10.99,5.07,3.46,8.6,极强 (⭐⭐⭐⭐⭐),10.65,极强抢筹；若3日无收益或破触发日最低价则离场
2016-10-27,002139,拓邦股份,6.0,5.82,3.99,9.94,极强 (⭐⭐⭐⭐⭐),3.5,极强抢筹；若3日无收益或破触发日最低价则离场
2016-10-25,002644,佛慈制药,13.58,6.93,3.34,8.24,极强 (⭐⭐⭐⭐⭐),-2.06,极强抢筹；若3日无收益或破触发日最低价则离场
2016-10-19,002651,利君股份,10.54,5.72,3.54,6.31,极强 (⭐⭐⭐⭐⭐),0.38,极强抢筹；若3日无收益或破触发日最低价则离场
2016-09-05,000823,超声电子,9.09,6.07,3.46,8.42,极强 (⭐⭐⭐⭐⭐),19.47,极强抢筹；若3日无收益或破触发日最低价则离场
2016-08-31,002636,金安国纪,15.71,4.32,3.43,12.33,极强 (⭐⭐⭐⭐⭐),24.38,极强抢筹；若3日无收益或破触发日最低价则离场
2016-08-30,002209,达 意 隆,20.0,5.32,3.22,5.58,极强 (⭐⭐⭐⭐⭐),6.9,极强抢筹；若3日无收益或破触发日最低价则离场
2016-08-25,002584,西陇科学,16.29,7.52,3.61,10.6,极强 (⭐⭐⭐⭐⭐),-0.61,极强抢筹；若3日无收益或破触发日最低价则离场
2016-08-24,600222,太龙药业,8.73,3.07,3.2,5.98,极强 (⭐⭐⭐⭐⭐),3.09,极强抢筹；若3日无收益或破触发日最低价则离场
2016-08-24,002584,西陇科学,15.15,5.87,3.12,7.83,极强 (⭐⭐⭐⭐⭐),8.58,极强抢筹；若3日无收益或破触发日最低价则离场
2016-08-22,600986,浙文互联,11.69,6.76,3.36,5.44,极强 (⭐⭐⭐⭐⭐),5.47,极强抢筹；若3日无收益或破触发日最低价则离场
