代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
603278,大业股份,11.44,-3.95,75,66.0%,【试错观察】历史胜率66%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-21
002564,天沃科技,6.33,-0.47,75,67.2%,【试错观察】历史胜率67%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-17
002860,星帅尔,12.66,-1.86,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-17
000852,石化机械,7.21,-1.23,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-21
603578,三星新材,13.17,-1.2,75,100.0%,【试错观察】历史胜率100%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-04-20
