代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
002284,亚太股份,16.5,-4.01,75,63.5%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-01-13
603900,莱绅通灵,9.15,0.22,75,67.4%,【试错观察】历史胜率67%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-01-14
000852,石化机械,7.65,-0.65,75,62.6%,【试错观察】历史胜率63%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-01-09
603995,甬金股份,19.1,-0.68,75,64.5%,【试错观察】历史胜率65%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-01-07
002649,博彦科技,14.22,-0.84,75,64.4%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-01-12
